eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_run,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-95.40071868896484,1000,21.33036637306213,-3226.077392578125,-356.29010009765625,0,27.61600637435913,6000.834573645659,-451.69085693359375,-95.40071868896484,21.33036637306213,1694125704.8904684,,,,,,,6,ppo,halfcheetah
490.6513977050781,1000,5.247209072113037,11667.73828125,-168.1326904296875,2949120,66.48239660263062,24393.920318569417,322.51873779296875,490.6513977050781,26.57757544517517,1694125743.7568586,0.0217962060123682,3.1586453914642334,3.177187204360962,-0.0032545584253966,33.61541128158569,87731.18898638937,6,ppo,halfcheetah
898.7425537109375,1000,5.16856050491333,21814.09375,-175.9010009765625,5898240,88.6227080821991,24765.115911542645,722.841552734375,898.7425537109375,31.7461359500885,1694125765.89717,-0.0065769008360803,5.247109889984131,5.238314628601074,-0.0022184499539434,50.58211970329285,173818.0398165448,6,ppo,halfcheetah
1173.9638671875,1000,5.193471670150757,29124.86328125,-178.1190185546875,8847360,110.81956791877748,24646.32679825216,995.8446655273438,1173.9638671875,36.93960762023926,1694125788.09403,-0.0046453834511339,7.296213626861572,7.290317058563232,-0.0012517328141257,67.58062314987183,173492.92008371025,6,ppo,halfcheetah
1554.130126953125,1000,5.319425582885742,39641.5625,-172.24810791015625,11796480,133.20319986343384,24062.748506495904,1381.882080078125,1554.130126953125,42.259033203125,1694125810.4776618,-0.0039254268631339,8.48661994934082,8.482166290283203,-0.0005281519843265,84.63934135437012,172880.51567803806,6,ppo,halfcheetah
2692.22705078125,1000,5.263586759567261,69911.328125,-171.8914794921875,14745600,155.54496908187866,24318.018462855805,2520.335693359375,2692.22705078125,47.52261996269226,1694125832.819431,-0.0055557121522724,10.748068809509276,10.742559432983398,4.642321800929494e-05,101.71161484718324,172743.24952921394,6,ppo,halfcheetah
3917.77197265625,1000,5.280418395996094,100986.421875,-182.6983642578125,17694720,177.89280772209167,24240.503384553143,3735.073486328125,3917.77197265625,52.803038358688354,1694125855.1672697,-0.0050554489716887,14.090785026550291,14.086514472961426,0.0007831871625967,118.7740626335144,172842.7267254442,6,ppo,halfcheetah
5264.283203125,1000,5.280096054077148,132483.90625,-196.45834350585935,20643840,200.24065041542053,24241.98323080919,5067.82421875,5264.283203125,58.0831344127655,1694125877.5151124,-0.004698087926954,17.381103515625,17.378154754638672,0.001750620547682,135.83688235282898,172838.95912360188,6,ppo,halfcheetah
5896.51904296875,1000,5.259523868560791,146284.265625,-202.97314453125,23592960,222.59197163581848,24336.80371052784,5693.5458984375,5896.51904296875,63.34265828132629,1694125899.8664336,-0.0034082860220223,16.838624954223633,16.83786392211914,0.0026469493750482,152.92391753196716,172594.0146480546,6,ppo,halfcheetah
6338.37744140625,1000,5.295861721038818,159644.921875,-205.2995758056641,26542080,244.94105792045596,24169.81536574032,6133.078125,6338.37744140625,68.63852000236511,1694125922.21552,-0.0027165145147591,15.659269332885742,15.659916877746582,0.0033646442461758,169.97238159179688,172984.4981724094,6,ppo,halfcheetah
6505.1708984375,1000,5.2890708446502686,164076.375,-205.73095703125,29491200,267.27982878685,24200.84808080573,6299.439453125,6505.1708984375,73.92759084701538,1694125944.5542908,-0.0022139842621982,16.7993106842041,16.80106544494629,0.0039695897139608,187.01726841926572,173020.8026519316,6,ppo,halfcheetah
6821.048828125,1000,5.279958248138428,170176.84375,-203.5088348388672,32440320,289.6211678981781,24242.615942110788,6617.53955078125,6821.048828125,79.20754909515381,1694125966.89563,-0.0017450555460527,16.615793228149414,16.61847496032715,0.004425280727446,204.0738317966461,172902.3563979475,6,ppo,halfcheetah
6848.49658203125,1000,5.274946689605713,170614.59375,-201.58184814453125,35389440,311.9609875679016,24265.648077965245,6646.91455078125,6848.49658203125,84.48249578475952,1694125989.2354496,-0.0016596891218796,17.497467041015625,17.50071144104004,0.0049027800559997,221.1336400508881,172869.46934275757,6,ppo,halfcheetah
6649.015625,1000,5.29871678352356,168111.78125,-198.07498168945312,38338560,334.30761647224426,24156.79214975557,6450.94091796875,6649.015625,89.78121256828308,1694126011.5820785,-0.0012421697610989,18.05720329284668,18.061176300048828,0.005213666241616,238.17654514312744,173040.92137102288,6,ppo,halfcheetah
7094.0673828125,1000,5.287815809249878,177034.234375,-201.7017974853516,41287680,356.6556944847107,24206.59202540527,6892.36572265625,7094.0673828125,95.06902837753296,1694126033.9301565,-0.00065044965595,18.24965476989746,18.2546501159668,0.0056465463712811,255.2324266433716,172909.2688617581,6,ppo,halfcheetah
