,_timestamp,training/critic_loss,_runtime,eval/episode_x_position,eval/epoch_eval_time,training/alpha_loss,training/buffer_current_size,eval/episode_distance_from_origin,eval/walltime,eval/episode_x_velocity,eval/episode_y_position,training/actor_loss,training/sps,training/walltime,eval/avg_episode_length,eval/episode_reward_ctrl,eval/episode_reward_fwd,eval/episode_reward,training/alpha,eval/episode_y_velocity,eval/episode_forward_reward,_step,eval/sps
0,1694070158.0276964,,15.936756372451782,1116.1329345703125,10.587269067764282,,,514.0099487304688,10.587269067764282,4.091769218444824,-84.39591979980469,,,,1000,-0.05823510140180588,4.091769218444824,4.033534526824951,,-2.4589009284973145,4.091769218444824,0.0,12089.992157631053
1,1694070237.3624213,0.04305047169327736,95.27148127555847,955.1700439453125,1.8379812240600586,0.0878387913107872,215040.015625,979.511474609375,12.42525029182434,-4.267411231994629,-528.5662231445312,-30.35740852355957,5824.817105784464,77.49241518974304,1000,-0.054150041192770004,-4.267411231994629,-4.321560859680176,0.05334173142910004,-18.339078903198242,-4.267411231994629,421760.0,69641.62545537377
2,1694070303.510482,0.2108684480190277,161.4195420742035,1242.812255859375,1.8907036781311035,8.070070180110633e-06,628608.0,806.5513916015625,14.315953969955444,7.094146728515625,-163.96249389648438,-47.19110870361328,6436.668437104633,141.7442877292633,1000,-0.09804848581552505,7.094146728515625,6.996099472045898,0.02850954234600067,-6.758347511291504,7.094146728515625,835328.0,67699.66202558174
3,1694070367.9420328,0.2366742491722107,225.85109281539917,1330.1988525390625,1.874582052230835,2.8952201319043525e-05,993630.5625,800.2588500976562,16.19053602218628,11.228605270385742,7.767811298370361,-35.659053802490234,6611.658673690603,204.29561114311218,1000,-0.0836619958281517,11.228605270385742,11.144943237304688,0.027410732582211494,0.27249056100845337,11.228605270385742,1248896.0,68281.88707326754
4,1694070431.2583468,0.24554257094860077,289.16740679740906,2144.77880859375,1.8861851692199707,1.0299087989551481e-05,1048576.0,1689.0986328125,18.07672119140625,54.62337112426758,-256.8834533691406,-23.827245712280273,6732.930260609862,265.72027826309204,1000,-0.07124578207731247,54.62337112426758,54.5521240234375,0.026579907163977623,-6.08775520324707,54.62337112426758,1662464.0,67861.84203374594
5,1694070494.4824188,0.2282147854566574,352.39147877693176,1770.73046875,1.8767178058624268,-8.538563997717574e-05,1048576.0,1334.5458984375,19.953438997268677,38.25276184082031,-161.14608764648438,-45.40837097167969,6742.003217542805,327.06228399276733,1000,-0.07440387457609177,38.25276184082031,38.17835998535156,0.036436859518289566,-3.482029438018799,38.25276184082031,2076032.0,68204.18051140026
6,1694070558.2110863,0.8251110911369324,416.12014627456665,2385.06787109375,1.8311436176300049,-0.00013325884356163442,1048576.0,1827.7939453125,21.78458261489868,72.87773132324219,5.4437360763549805,-69.36003875732422,6682.049406728146,388.9546728134155,1000,-0.06890103220939636,72.87773132324219,72.80883026123047,0.0588027760386467,1.7587980031967163,72.87773132324219,2489600.0,69901.6717026634
7,1694070622.1468203,1.276963710784912,480.05588030815125,2591.12939453125,1.9212431907653809,-7.428231765516102e-05,1048576.0,2013.80810546875,23.705825805664062,85.61162567138672,206.72451782226562,-74.52658081054688,6669.402807426426,450.9644227027893,1000,-0.07556965947151184,85.61162567138672,85.53605651855469,0.08273875713348389,10.765493392944336,85.61162567138672,2903168.0,66623.52825256214
8,1694070686.982185,0.748444676399231,544.8912448883057,2539.188232421875,1.9257307052612305,4.46235753770452e-05,1048576.0,1992.826416015625,25.631556510925293,84.1321792602539,249.8030548095703,-84.85240936279297,6574.507041844185,513.8692150115967,1000,-0.07089382410049438,84.1321792602539,84.061279296875,0.08410865813493729,14.697196960449219,84.1321792602539,3316736.0,66468.27599014498
9,1694070751.035515,0.8997964262962341,608.9445750713348,2830.7744140625,1.9146873950958252,-4.624381836038083e-05,1048576.0,2225.9404296875,27.546243906021118,109.3757095336914,254.78298950195312,-97.70655822753906,6656.12230906885,576.0026886463165,1000,-0.07655506581068039,109.3757095336914,109.29914855957031,0.08904866874217987,16.60948371887207,109.3757095336914,3730304.0,66851.643943472
