eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-0.2739312648773193,995.984375,-0.2739312648773193,13.29489254951477,-46.34510803222656,-1141.5081787109375,0,-0.2739312648773193,19.444945096969604,-1.3619585037231443,9627.757390538043,-457.3009948730469,2361.51904296875,-147.15960693359375,995.984375,13.29489254951477,-13.18417263031006,1694671430.765167,,,,,,,1,ppo,miniant
147.86709594726562,1000.0,147.86709594726562,2.4119913578033447,4199.068359375,-639.0073852539062,2949120,147.86709594726562,41.787346601486206,-1.4821991920471191,53068.183509816765,399.1763610839844,4699.552734375,507.3775634765625,1000.0,15.706883907318115,25.27313232421875,1694671453.1075685,-0.0088398708030581,85.92452239990234,85.87630462646484,-0.0393733195960521,19.92483949661255,148012.23369961823,1,ppo,miniant
795.4520263671875,1000.0,795.4520263671875,2.4030611515045166,21419.5703125,-544.82177734375,5898240,795.4520263671875,51.10398530960083,-1.3190068006515503,53265.39439908191,841.6949462890625,21723.609375,1249.311279296875,1000.0,18.109945058822632,56.29972839355469,1694671462.4242072,-0.0255973003804683,71.63080596923828,71.58599090576172,-0.0192110762000083,26.832189798355103,426953.8782847035,1,ppo,miniant
1936.449951171875,992.8125,1936.449951171875,2.4001681804656982,48634.84375,-632.6632080078125,8847360,1936.449951171875,60.421632528305054,-1.1412214040756226,53329.59625152788,-3265.74951171875,48882.59765625,2295.457763671875,992.8125,20.51011323928833,-135.35433959960938,1694671471.7418544,-0.017440652474761,204.69366455078125,204.67706298828125,0.0008270571124739,33.743263483047485,426723.8542879561,1,ppo,miniant
2934.36181640625,1000.0,2934.36181640625,2.393289089202881,73007.75,-672.3896484375,11796480,2934.36181640625,69.73944425582886,-1.093454122543335,53482.88285667664,-83.90750122070312,73102.5,3260.878662109375,1000.0,22.90340232849121,-8.179201126098633,1694671481.0596662,-0.0106996092945337,312.6925354003906,312.6979675292969,0.0161118786782026,40.66133213043213,426292.3874158009,1,ppo,miniant
3708.490234375,1000.0,3708.490234375,2.393756151199341,91907.1875,-688.2822265625,14745600,3708.490234375,79.05387139320374,-1.081132888793945,53472.44744869619,1483.377197265625,91975.8984375,4019.126708984375,1000.0,25.29715847969055,57.3837890625,1694671490.3740933,-0.009327232837677,299.22711181640625,299.24774169921875,0.0299449302256107,47.57594037055969,426505.7249209528,1,ppo,miniant
4405.8525390625,1000.0,4405.8525390625,2.4900155067443848,108396.78125,-697.06298828125,17694720,4405.8525390625,88.47430896759033,-1.090423345565796,51405.30235787804,6384.23974609375,108632.0625,4707.69921875,1000.0,27.787173986434937,252.8345642089844,1694671499.7945309,-0.0079741049557924,250.67095947265625,250.7062225341797,0.0432451106607914,54.50037455558777,425900.502654289,1,ppo,miniant
4833.66015625,1000.0,4833.66015625,3.057476282119751,119033.7734375,-690.1385498046875,20643840,4833.66015625,98.46619391441344,-1.0590579509735107,41864.592948291815,9516.890625,119456.0859375,5142.46240234375,1000.0,30.844650268554688,383.40032958984375,1694671509.7864158,-0.0063435779884457,180.6263885498047,180.6770782470703,0.0570206642150878,61.42707180976868,425761.35375628417,1,ppo,miniant
5170.3935546875,1000.0,5170.3935546875,2.4248974323272705,126628.1953125,-666.0,23592960,5170.3935546875,107.81046628952026,-1.039003610610962,52785.73777743388,5785.7373046875,126792.984375,5503.3544921875,1000.0,33.26954770088196,235.0316467285156,1694671519.1306882,-0.0054547595791518,110.55979919433594,110.6236801147461,0.0693333819508552,68.33882331848145,426682.00618648087,1,ppo,miniant
5411.16845703125,1000.0,5411.16845703125,2.398669958114624,132456.234375,-661.96044921875,26542080,5411.16845703125,117.12805223464966,-1.0322611331939695,53362.90620849279,8841.4931640625,132781.453125,5748.1748046875,1000.0,35.66821765899658,368.7750854492188,1694671528.448274,-0.003576289396733,113.00700378417967,113.08219146728516,0.0787707865238189,75.25208330154419,426588.9041096741,1,ppo,miniant
5566.166015625,1000.0,5566.166015625,2.403892993927002,136332.421875,-649.9786376953125,29491200,5566.166015625,126.4431586265564,-1.0111823081970217,53246.962457717,8061.3876953125,136604.4375,5915.1767578125,1000.0,38.072110652923584,339.291015625,1694671537.7633803,-0.0029545307625085,95.32164001464844,95.40711212158205,0.088413693010807,82.1578016281128,427054.7770032483,1,ppo,miniant
5664.2099609375,994.625,5664.2099609375,2.4000394344329834,139068.59375,-646.90869140625,32440320,5664.2099609375,135.75926399230957,-0.9904725551605223,53332.45702699897,4710.4150390625,139174.359375,6010.935546875,994.625,40.47215008735657,195.51513671875,1694671547.079486,-0.0015915940748527,54.7728271484375,54.86763381958008,0.096392385661602,89.06836318969727,426755.4776436747,1,ppo,miniant
5821.09228515625,1000.0,5821.09228515625,2.4009158611297607,142529.09375,-642.5052490234375,35389440,5821.09228515625,145.0752773284912,-0.9845401048660278,53312.98862750195,7301.98291015625,142738.421875,6177.60205078125,1000.0,42.87306594848633,305.81658935546875,1694671556.3954992,-0.0005679515888914,82.54396057128906,82.64643096923828,0.1030388474464416,95.97783708572388,426822.6560195752,1,ppo,miniant
5903.609375,1000.0,5903.609375,2.3926143646240234,144419.265625,-640.5123291015625,38338560,5903.609375,154.39243459701538,-0.9825690984725952,53497.96519344812,6167.17041015625,144574.96875,6262.1142578125,1000.0,45.26568031311035,252.47299194335935,1694671565.7126565,0.0002362321683904,74.35530853271484,74.46416473388672,0.1086276769638061,102.89675688743591,426239.94561553694,1,ppo,miniant
5959.0009765625,1000.0,5959.0009765625,2.403240203857422,145894.1875,-628.13671875,41287680,5959.0009765625,163.70840072631836,-0.973051369190216,53261.42588433241,7435.9287109375,146106.625,6329.890625,1000.0,47.66892051696777,307.13995361328125,1694671575.0286226,0.0006386716268025,70.1468505859375,70.26063537597656,0.113147959113121,109.80393123626708,426964.7544801075,1,ppo,miniant
6040.5966796875,1000.0,6040.5966796875,2.396435022354126,147874.5,-631.1500244140625,44236800,6040.5966796875,173.025146484375,-0.9598506689071656,53412.6729103883,9072.2890625,148176.34375,6408.48681640625,1000.0,50.0653555393219,384.64208984375,1694671584.3453684,0.0013460631016641,29.40644645690918,29.52768325805664,0.1198922768235206,116.71873664855956,426493.563326791,1,ppo,miniant
6081.89697265625,1000.0,6081.89697265625,2.4041073322296143,149005.40625,-644.4725341796875,47185920,6081.89697265625,182.3418874740601,-0.9515899419784546,53242.2152222673,6287.1533203125,149164.1875,6436.47265625,1000.0,52.46946287155152,260.7623291015625,1694671593.6621094,0.0025358847342431,57.64892578125,57.776123046875,0.1246597245335578,123.62566208839417,426980.14126392896,1,ppo,miniant
6176.72021484375,1000.0,6176.72021484375,2.3881642818450928,151166.09375,-653.9850463867188,50135040,6176.72021484375,191.65890955924988,-0.9618752002716064,53597.65279677801,1202.68017578125,151196.859375,6521.7734375,1000.0,54.857627153396606,43.12074661254883,1694671602.9791317,0.0025354330427944,54.39807891845703,54.52970504760742,0.1290920525789261,130.54892301559448,425972.6783391058,1,ppo,miniant
6253.84375,1000.0,6253.84375,2.3979170322418213,153161.4375,-659.8641357421875,53084160,6253.84375,200.9766271114349,-0.9557315111160278,53379.66171428889,-941.5618286132812,153190.96875,6593.02392578125,1000.0,57.25554418563843,-45.63118743896485,1694671612.296849,0.0031544209923595,32.44100570678711,32.57748031616211,0.1333245038986206,137.46333122253418,426518.063692001,1,ppo,miniant
6191.712890625,1000.0,6191.712890625,2.38745641708374,152064.234375,-657.1890258789062,56033280,6191.712890625,210.29233050346372,-0.9374568462371826,53613.544140148544,-1356.043212890625,152099.65625,6533.58642578125,1000.0,59.64300060272217,-60.31755065917969,1694671621.6125524,0.0034973269794136,60.56929397583008,60.70756149291992,0.1347662806510925,144.38512444496155,426063.0020620275,1,ppo,miniant
