,_runtime,eval/episode_reward_fwd,eval/walltime,eval/episode_x_velocity,training/walltime,eval/sps,eval/episode_y_velocity,eval/episode_reward,eval/epoch_eval_time,_step,eval/episode_reward_ctrl,_timestamp,training/v_loss,eval/episode_x_position,eval/avg_episode_length,eval/episode_y_position,training/total_loss,training/policy_loss,eval/episode_forward_reward,eval/episode_distance_from_origin,training/sps,training/entropy_loss
0,19.5888454914093,-2.554849624633789,11.710889101028442,-2.554849624633789,,10929.998473707614,-1.9900305271148682,-2.6106879711151123,11.710889101028442,0.0,-0.05583854764699936,1694013078.7417924,,956.253662109375,1000,-36.51024627685547,,,-2.554849624633789,356.14990234375,,
1,42.028409242630005,92.74563598632812,13.696917533874512,92.74563598632812,20.448298692703247,64450.23539596065,-7.8444952964782715,92.68203735351562,1.9860284328460693,2949120.0,-0.06360603868961334,1694013101.1813562,0.003375984262675047,2760.8740234375,1000,-138.5254364013672,-0.005412803962826729,-0.007750009652227163,92.74563598632812,2290.652099609375,144223.24538189388,-0.0010387791553512216
2,54.106801986694336,99.88218688964844,15.674132585525513,99.88218688964844,30.544020414352417,64737.520530767906,-3.4575843811035156,99.81155395507812,1.977215051651001,5898240.0,-0.07061637938022614,1694013113.259749,0.007981930859386921,2970.98291015625,1000,-29.342357635498047,0.005693831481039524,-0.0019512615399435163,99.88218688964844,2604.393798828125,292115.8171065606,-0.00033683862420730293
3,66.15310311317444,145.17820739746094,17.61739706993103,145.17820739746094,40.641618490219116,65868.54287061069,6.9629902839660645,145.09620666503906,1.9432644844055176,8847360.0,-0.08200453221797943,1694013125.30605,0.008041679859161377,3768.218505859375,1000,136.0670166015625,0.006184468511492014,-0.00203582807444036,145.17820739746094,3341.16796875,292061.5356089889,0.0001786164939403534
4,78.19651794433594,134.32809448242188,19.561932802200317,134.32809448242188,50.73471641540527,65825.48105229369,-3.775773525238037,134.2480926513672,1.944535732269287,11796480.0,-0.07998186349868774,1694013137.349465,0.007135696709156036,3663.78564453125,1000,-5.290728569030762,0.006089727394282818,-0.0013801312306895852,134.32809448242188,3288.35107421875,292191.7553817458,0.0003341617120895535
5,90.1202437877655,148.6322021484375,21.406625747680664,148.6322021484375,60.8081693649292,69388.24171990834,-1.9053300619125366,148.5474090576172,1.8446929454803467,14745600.0,-0.08479604125022888,1694013149.2731907,0.006262308452278376,3890.703857421875,1000,-23.080448150634766,0.005691752769052982,-0.0012722002575173974,148.6322021484375,3477.009033203125,292761.5798453078,0.0007016443414613605
6,102.14211893081665,146.5188446044922,23.350282907485962,146.5188446044922,70.88094592094421,65855.23550502196,-9.749313354492188,146.43682861328125,1.9436571598052979,17694720.0,-0.08201649785041809,1694013161.2950659,0.005182195920497179,3865.69580078125,1000,-160.2906951904297,0.005461227614432573,-0.00074401666643098,146.5188446044922,3455.0322265625,292781.2389761507,0.001023048534989357
7,114.16282105445862,126.3768310546875,25.286969900131226,126.3768310546875,80.95953392982483,66092.24954062844,-4.212617874145508,126.29837036132812,1.9366869926452637,20643840.0,-0.07845638692378998,1694013173.315768,0.005031516309827566,3613.99951171875,1000,-97.19430541992188,0.005684170871973038,-0.0006176736205816269,126.3768310546875,3298.990478515625,292612.4172752594,0.001270327833481133
8,126.18427848815918,135.63600158691406,27.22999382019043,135.63600158691406,91.03183460235596,65876.6980059102,-10.673575401306152,135.5546875,1.943023920059204,23592960.0,-0.08131925016641617,1694013185.3372254,0.005259462632238865,3719.44677734375,1000,-176.67283630371094,0.006362361367791891,-0.000452530977781862,135.63600158691406,3376.717529296875,292795.07193850464,0.0015554297715425491
9,138.20473265647888,141.55374145507812,29.162144899368286,141.55374145507812,101.11429977416992,66247.40755493348,-11.229292869567871,141.4710693359375,1.9321510791778564,26542080.0,-0.08265545219182968,1694013197.3576796,0.003925768658518791,3813.039794921875,1000,-236.96524047851562,0.005066330078989267,-0.0004730755463242531,141.55374145507812,3463.999267578125,292499.8945936766,0.0016136368503794074
