,training/alpha,training/walltime,eval/avg_episode_length,training/sps,eval/episode_x_velocity,_runtime,eval/episode_x_position,eval/episode_reward,training/alpha_loss,training/buffer_current_size,_timestamp,eval/epoch_eval_time,eval/episode_reward_ctrl,training/critic_loss,eval/episode_reward_run,eval/sps,training/actor_loss,_step,eval/walltime
0,,,1000,,-82.98442077636719,27.90049147605896,-3429.996826171875,-569.67578125,,,1694058375.9572985,21.37770414352417,-486.69134521484375,,-82.98442077636719,5987.54661120962,,0.0,21.37770414352417
1,0.839643120765686,103.61189079284668,1000,4517.481411844278,5404.794921875,136.7909595966339,134322.125,5047.45703125,0.15739403665065765,215040.015625,1694058484.8477666,5.274851322174072,-357.3375549316406,499.105712890625,5404.794921875,24266.086792232803,-959.3157958984375,421760.0,26.652555465698242
2,1.4275009632110596,176.15433955192566,1000,5701.048242436678,5350.421875,214.62826347351074,131337.921875,5044.64794921875,1.328480811935151e-05,628608.0,1694058562.6850705,5.290212869644165,-305.77410888671875,1293.0155029296875,5350.421875,24195.623721396612,-3060.976806640625,835328.0,31.942768335342407
3,1.3534938097000122,251.40824627876282,1000,5495.6349509029915,5826.18212890625,295.1677212715149,143243.09375,5524.888671875,0.0032695038244128227,993630.5625,1694058643.2245283,5.281057357788086,-301.2939147949219,1597.0733642578125,5826.18212890625,24237.570495468244,-4520.35205078125,1248896.0,37.22382569313049
4,1.1746189594268799,329.6274244785309,1000,5287.296664556702,6119.7841796875,378.62396931648254,151015.578125,5796.21435546875,0.0005732577410526574,1048576.0,1694058726.6807764,5.232578277587891,-323.57025146484375,1426.7103271484375,6119.7841796875,24462.12807713702,-5846.8916015625,1662464.0,42.456403970718384
5,1.1068713665008545,407.824045419693,1000,5288.82188286861,6351.8251953125,462.08109068870544,157835.90625,6039.923828125,0.0006941639585420489,1048576.0,1694058810.1378977,5.255545139312744,-311.90118408203125,1504.5850830078125,6351.8251953125,24355.22797483541,-6757.564453125,2076032.0,47.71194911003113
6,1.1179783344268799,485.97559571266174,1000,5291.87199037827,6418.8544921875,545.4433219432831,158485.265625,6127.8232421875,9.91065680864267e-05,1048576.0,1694058893.500129,5.20615291595459,-291.0310974121094,1775.6748046875,6418.8544921875,24586.29280898296,-7221.13818359375,2489600.0,52.91810202598572
7,1.147430658340454,564.1968994140625,1000,5287.15299324005,6575.78125,628.8778405189514,162922.015625,6271.623046875,0.0014048760058358312,1048576.0,1694058976.9346476,5.209545612335205,-304.15777587890625,1819.7723388671875,6575.78125,24570.28108112165,-7484.3134765625,2903168.0,58.12764763832092
8,1.1851598024368286,642.3678562641144,1000,5290.558241385087,6660.78076171875,712.3193728923798,163496.53125,6378.7666015625,0.0009279012447223067,1048576.0,1694059060.37618,5.266075372695923,-282.0142822265625,2206.286865234375,6660.78076171875,24306.52638655103,-7672.70361328125,3316736.0,63.393723011016846
9,1.245274305343628,720.694326877594,1000,5280.054070619989,6649.486328125,795.9620704650879,163652.9375,6368.5107421875,0.0011081005213782191,1048576.0,1694059144.0188775,5.3118736743927,-280.9756164550781,2622.57958984375,6649.486328125,24096.958596183875,-7721.3544921875,3730304.0,68.70559668540955
10,1.2919883728027344,798.9856429100037,1000,5282.424934954451,6348.9990234375,879.5059628486633,156652.28125,6071.96484375,-0.00019757647532969713,1048576.0,1694059227.56277,5.2481560707092285,-277.03338623046875,2950.88232421875,6348.9990234375,24389.518580513984,-7696.15869140625,4143872.0,73.95375275611877
11,1.3218727111816406,877.3939623832703,1000,5274.542328904351,6734.49267578125,963.2439012527466,167094.84375,6450.2255859375,0.001878799288533628,1048576.0,1694059311.3007083,5.3253021240234375,-284.2671203613281,2788.139404296875,6734.49267578125,24036.194946117324,-7778.72265625,4557440.0,79.27905488014221
12,1.3850876092910767,955.7675006389618,1000,5276.883106269181,6808.96337890625,1046.8897686004639,167005.671875,6549.5302734375,-0.0014469545567408204,1048576.0,1694059394.9465756,5.267874479293823,-259.43194580078125,3249.58349609375,6808.96337890625,24298.225119661325,-7842.92578125,4971008.0,84.54692935943604
13,1.455912709236145,1034.0191617012024,1000,5285.101867307993,7115.17333984375,1130.4312736988068,175090.84375,6820.21484375,0.00014119457046035677,1048576.0,1694059478.4880807,5.285552024841309,-294.958740234375,3407.47705078125,7115.17333984375,24216.959628515437,-7956.8095703125,5384576.0,89.83248138427734
14,1.3972663879394531,1112.1900980472565,1000,5290.559629082352,7369.46484375,1213.8789253234863,180694.0625,7094.6484375,0.0032392272260040045,1048576.0,1694059561.9357324,5.272547006607056,-274.8158264160156,2949.244873046875,7369.46484375,24276.692050275236,-8240.5673828125,5798144.0,95.1050283908844
15,1.4011003971099854,1190.4150953292847,1000,5286.903347646587,7198.45263671875,1297.8200669288635,176582.65625,6934.73828125,0.002633770229294896,1048576.0,1694059645.876874,5.711297035217285,-263.7146911621094,2734.1826171875,7198.45263671875,22411.721752645677,-8612.8251953125,6211712.0,100.81632542610168
16,1.3476109504699707,1272.1306567192078,1000,5061.0678427156945,7533.29296875,1385.050577878952,184995.8125,7257.2822265625,0.0019001245964318514,1048576.0,1694059733.107385,5.509925127029419,-276.01043701171875,2393.697021484375,7533.29296875,23230.805691366808,-9006.2490234375,6625280.0,106.3262505531311
17,1.313315510749817,1352.8667917251587,1000,5122.464680400128,7453.9384765625,1471.2490167617798,183611.875,7161.74072265625,2.618944381538313e-05,1048576.0,1694059819.3058238,5.458069086074829,-292.19805908203125,2036.11083984375,7453.9384765625,23451.517007464485,-9384.7158203125,7038848.0,111.78431963920593
18,1.2813423871994019,1433.5187373161316,1000,5127.811821148296,7721.3828125,1557.3015222549438,189620.265625,7445.751953125,0.0030924223829060793,1048576.0,1694059905.3583293,5.396612644195557,-275.63189697265625,2157.803466796875,7721.3828125,23718.58208827961,-9603.498046875,7452416.0,117.18093228340149
19,1.312721610069275,1514.132206916809,1000,5130.259273650272,7595.22314453125,1643.3520345687866,186690.40625,7343.591796875,0.00019717460963875055,1048576.0,1694059991.4088416,5.432164192199707,-251.6309356689453,2407.590576171875,7595.22314453125,23563.352555469708,-9687.3330078125,7865984.0,122.6130964756012
