,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,-15.75261116027832,46.7421875,-15.75261116027832,12.54715371131897,-2.0730082988739014,-0.08142605423927307,0,18.225960731506348,10201.51684955683,30.908151626586914,46.7421875,12.54715371131897,1694117789.2830708,,,,,,,5,ppo,walker2d
1,-59.17853927612305,177.0625,-59.17853927612305,1.05830717086792,-16.394418716430664,-0.2915877103805542,3932160,39.934500217437744,120947.87177434216,117.59236907958984,177.0625,13.60546088218689,1694117810.9916103,-0.01854652911424637,195.9105682373047,195.8883056640625,-0.0037084873765707016,20.645962238311768,190456.61106089162,5,ppo,walker2d
2,52.52281951904297,294.8515625,52.52281951904297,1.0822319984436035,33.915061950683594,-0.4786306619644165,7864320,46.54743313789368,118274.0855787681,346.895751953125,294.8515625,14.687692880630493,1694117817.6045432,-0.017623987048864365,100.01866149902344,99.99773406982422,-0.0032940744422376156,26.171740531921387,711602.9256091244,5,ppo,walker2d
3,146.75064086914062,302.1484375,146.75064086914062,1.0867066383361816,71.94729614257812,-0.4907141923904419,11796480,53.16112017631531,117787.07839309449,448.40838623046875,302.1484375,15.774399518966675,1694117824.2182302,-0.0076202815398573875,47.95704650878906,47.94652557373047,-0.0028988709673285484,31.693957328796387,712061.8665723507,5,ppo,walker2d
4,184.84091186523438,230.296875,184.84091186523438,1.0858674049377441,82.84054565429688,-0.38084620237350464,15728640,59.77948784828186,117878.11239010218,414.7569274902344,230.296875,16.86026692390442,1694117830.836598,-0.006852166261523962,93.30091857910156,93.29153442382812,-0.002523509319871664,37.22156119346619,711367.9084589926,5,ppo,walker2d
5,240.6156463623047,192.75,240.6156463623047,1.0777146816253662,105.15669250488281,-0.32877853512763977,19660800,66.38438034057617,118769.83971950304,433.036865234375,192.75,17.937981605529785,1694117837.4414904,-0.008564749732613564,144.34010314941406,144.32943725585938,-0.0021051052026450634,42.743624210357666,712081.6962739988,5,ppo,walker2d
6,278.1943359375,192.609375,278.1943359375,1.068382740020752,123.09910583496094,-0.33939123153686523,23592960,72.9901978969574,119807.25184451573,470.46429443359375,192.609375,19.006364345550537,1694117844.047308,-0.004497945308685303,172.2997283935547,172.29356384277344,-0.0016580772353336215,48.275723457336426,710789.8510944949,5,ppo,walker2d
7,290.426513671875,184.3515625,290.426513671875,1.0700910091400146,121.69248962402344,-0.337725430727005,27525120,79.59836506843567,119615.9942534869,474.4403076171875,184.3515625,20.07645535469055,1694117850.6554751,-0.004167487379163504,143.4880828857422,143.48263549804688,-0.0012849540216848254,53.808491468429565,710703.9355555957,5,ppo,walker2d
8,305.5390930175781,179.2421875,305.5390930175781,1.0731375217437744,122.77731323242188,-0.33872270584106445,31457280,86.20753860473633,119276.4183587662,484.4425354003906,179.2421875,21.149592876434326,1694117857.2646487,-0.004114266484975815,171.273681640625,171.26861572265625,-0.0009423375013284385,59.33892560005188,711003.8572770286,5,ppo,walker2d
9,325.3507080078125,177.9140625,325.3507080078125,1.0742549896240234,133.0143585205078,-0.3470994234085083,35389440,92.81295919418335,119152.34393726064,502.91766357421875,177.9140625,22.22384786605835,1694117863.8700693,-0.004749401938170195,165.37515258789062,165.36968994140625,-0.0007072187727317214,64.86477661132812,711593.5612407748,5,ppo,walker2d
10,333.802978515625,175.5390625,333.802978515625,1.13714599609375,138.010498046875,-0.3538801074028015,39321600,99.48568630218506,112562.50335462402,508.9881896972656,175.5390625,23.3609938621521,1694117870.5427964,-0.004108704160898924,146.5990447998047,146.59458923339844,-0.00034578266786411405,70.39450883865356,711094.1069748442,5,ppo,walker2d
11,358.7744140625,184.3125,358.7744140625,1.0640625953674316,163.8218994140625,-0.3801880180835724,43253760,106.08688616752625,120293.67497482637,542.706787109375,184.3125,24.42505645751953,1694117877.1439962,-0.004078718833625317,122.46795654296875,122.4638671875,-6.500893505290151e-06,75.92606115341187,710860.1304391377,5,ppo,walker2d
12,376.2398681640625,195.8984375,376.2398681640625,1.0694589614868164,195.3710479736328,-0.4114237427711487,47185920,112.69105529785156,119686.6870160664,571.7268676757812,195.8984375,25.494515419006348,1694117883.7481654,-0.0034717507660388947,99.46989440917969,99.46672821044922,0.00030058049014769495,81.45531153678894,711156.0749394699,5,ppo,walker2d
13,383.520263671875,196.7890625,383.520263671875,1.107959270477295,205.75192260742188,-0.4173962473869324,51118080,119.33477807044983,115527.71244457318,579.8919677734375,196.7890625,26.602474689483643,1694117890.3918881,-0.002934454008936882,119.0290756225586,119.02665710449219,0.0005099261761642992,86.98486924171448,711116.5503341015,5,ppo,walker2d
14,389.4088134765625,202.6171875,389.4088134765625,1.10148024559021,225.23171997070312,-0.4343174695968628,55050240,125.96781945228577,116207.25883414579,591.5916748046875,202.6171875,27.703954935073853,1694117897.0249295,-0.002682152669876814,107.0159912109375,107.01403045654297,0.0007251547067426145,92.511714220047,711465.5857755494,5,ppo,walker2d
