eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-14.17807388305664,19.421875,-14.17807388305664,10.90742325782776,-0.7745842933654785,-0.0754968449473381,0,15.615983963012695,11735.127259148054,5.168303489685059,19.421875,10.90742325782776,1694121254.269211,,,,,,,,7,sac,walker2d
22.61087417602539,1000.0,22.61087417602539,1.0914530754089355,138.2758026123047,-2.447477102279663,421760,98.87256240844728,117274.8539391326,1020.1633911132812,1000.0,11.998876333236694,1694121337.5257895,-757.56982421875,0.5521875619888306,215040.015625,300.3147277832031,82.16088581085205,5660.977559594468,0.1363136768341064,7,sac,walker2d
133.05471801757812,781.0625,133.05471801757812,1.1261355876922607,395.3078002929688,-1.7031385898590088,835328,161.01940774917605,113663.04501778926,912.4141235351562,781.0625,13.125011920928957,1694121399.6726348,-1491.469482421875,0.3832612037658691,628608.0,267.2049560546875,143.1763961315155,6778.079832923097,0.0031400781590491,7,sac,walker2d
933.3585815429688,1000.0,933.3585815429688,1.0596885681152344,3439.95361328125,-2.72407865524292,1248896,226.2521932125092,120790.2055862141,1930.6346435546875,1000.0,14.18470048904419,1694121464.9054203,-1898.063232421875,0.2680902481079101,993630.5625,176.85025024414062,207.3447313308716,6445.047993143979,0.0012104081688448,7,sac,walker2d
1073.4945068359375,1000.0,1073.4945068359375,1.0799739360809326,4021.3916015625,-2.147240400314331,1662464,293.9616804122925,118521.37882557912,2071.34765625,1000.0,15.264674425125122,1694121532.6149075,-2497.07080078125,0.2075272798538208,1048576.0,80.10330963134766,273.96985816955566,6207.387807326063,0.0002974246162921,7,sac,walker2d
1155.0401611328125,746.8515625,1155.0401611328125,1.0656895637512207,3604.8359375,-2.046006202697754,2076032,361.7140512466431,120110.02486450256,1899.845947265625,746.8515625,16.330363988876343,1694121600.3672783,-3265.99853515625,0.199301540851593,1048576.0,80.46817016601562,340.65181016922,6202.097983005687,4.686449028667994e-05,7,sac,walker2d
1786.814208984375,993.1875,1786.814208984375,1.068547248840332,6424.734375,-2.6037702560424805,2489600,429.5003991127014,119788.80684865854,2777.3984375,993.1875,17.398911237716675,1694121668.1536262,-3899.94384765625,0.207375481724739,1048576.0,92.01321411132812,407.36490869522095,6199.20239259783,0.0003499580489005,7,sac,walker2d
1896.0013427734373,1000.0,1896.0013427734373,1.055567979812622,6989.578125,-2.714113712310791,2903168,497.3922176361084,121261.7306018716,2893.287109375,1000.0,18.454479217529297,1694121736.0454447,-4371.8857421875,0.2118307799100875,1048576.0,69.6065673828125,474.1969361305237,6188.170789826147,-0.0009772540070116,7,sac,walker2d
2237.23779296875,964.796875,2237.23779296875,1.0482792854309082,8138.5078125,-2.7038111686706543,3316736,565.0879409313202,122104.86439917012,3199.3310546875,964.796875,19.502758502960205,1694121803.741168,-4841.67041015625,0.2846550941467285,1048576.0,106.38990020751952,540.8396923542023,6205.745731942832,-0.0011164797469973,7,sac,walker2d
2118.9833984375,980.84375,2118.9833984375,1.0488340854644775,7742.5693359375,-2.7158517837524414,3730304,632.8494362831116,122040.27479075972,3097.11181640625,980.84375,20.551592588424683,1694121871.5026634,-5227.5166015625,0.4025548100471496,1048576.0,235.0006256103516,607.547844171524,6199.662091261998,-0.0017530742334201,7,sac,walker2d
2633.09228515625,1000.0,2633.09228515625,1.043865442276001,9251.1455078125,-2.707303047180176,4143872,700.6521134376526,122621.16822347726,3630.38525390625,1000.0,21.595458030700684,1694121939.3053403,-5416.2744140625,0.4687429070472717,1048576.0,266.15545654296875,674.3024728298187,6195.345675832947,6.690138980047777e-05,7,sac,walker2d
2634.67138671875,985.671875,2634.67138671875,1.06579327583313,9485.8447265625,-2.6921396255493164,4557440,768.3821923732758,120098.33698748238,3617.651611328125,985.671875,22.661251306533813,1694122007.0354197,-5565.01416015625,0.4742946326732635,1048576.0,279.97613525390625,740.9622046947479,6204.165369851796,-0.0010323250899091,7,sac,walker2d
2869.36865234375,942.71875,2869.36865234375,1.1074929237365725,9795.107421875,-2.7414278984069824,4971008,836.2274632453918,115576.35923138956,3809.3466796875,942.71875,23.768744230270386,1694122074.8806903,-5619.48779296875,0.5114068388938904,1048576.0,311.9267272949219,807.6954267024994,6197.333015809751,0.0003840925637632,7,sac,walker2d
2922.7783203125,985.3984375,2922.7783203125,1.043008804321289,10197.388671875,-2.6774423122406006,5384576,903.9989187717438,122721.87873168787,3905.49951171875,985.3984375,24.811753034591675,1694122142.652146,-5682.51318359375,0.6131995916366577,1048576.0,556.6504516601562,874.4197180271149,6198.162495094635,-0.0002035387879004,7,sac,walker2d
2542.1669921875,981.34375,2542.1669921875,1.041593074798584,8974.88671875,-2.745298147201538,5798144,971.763420343399,122888.68186335795,3520.765380859375,981.34375,25.85334610939026,1694122210.4166474,-5830.53564453125,0.5565173625946045,1048576.0,449.7455749511719,941.1379990577698,6198.720854483328,0.0010528205893933,7,sac,walker2d
1388.8564453125,771.9921875,1388.8564453125,1.0362610816955566,4399.32470703125,-2.1099157333374023,6211712,1039.4542903900146,123520.9951053678,2158.739013671875,771.9921875,26.889607191085812,1694122278.1075175,-5921.21240234375,0.6025881171226501,1048576.0,595.6573486328125,1007.7883069515228,6205.042603242986,-0.0021653813309967,7,sac,walker2d
2758.9013671875,994.828125,2758.9013671875,1.0481407642364502,10196.31640625,-2.68141508102417,6625280,1107.0786972045898,122121.00165119088,3751.04833984375,994.828125,27.937747955322266,1694122345.7319243,-5877.140625,0.7148969769477844,1048576.0,730.8507080078125,1074.36008477211,6212.362258291758,0.0001566144492244,7,sac,walker2d
2913.354736328125,998.8984375,2913.354736328125,1.098257303237915,10504.05859375,-2.755089521408081,7038848,1174.8979225158691,116548.2802824316,3909.498779296875,998.8984375,29.03600525856018,1694122413.5511496,-5853.23828125,0.7325944304466248,1048576.0,732.5545043945312,1141.07568025589,6198.970375682967,-0.0014281715266406,7,sac,walker2d
2943.275390625,995.625,2943.275390625,1.1150877475738523,10576.7958984375,-2.7093310356140137,7452416,1242.6559114456177,114789.17267138435,3936.19140625,995.625,30.151093006134037,1694122481.3091383,-5694.93115234375,0.8372983932495117,1048576.0,1034.1065673828125,1207.7136988639832,6206.186928099505,-0.0006033830577507,7,sac,walker2d
3046.84375,996.7265625,3046.84375,1.1056599617004397,10752.541015625,-2.59670090675354,7865984,1310.5235514640808,115767.96161013516,4040.974365234375,996.7265625,31.256752967834476,1694122549.1767786,-5567.18310546875,0.8596963882446289,1048576.0,1063.2086181640625,1274.4715611934662,6195.045580681383,0.0015637998003512,7,sac,walker2d
