eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-12.082658767700195,966.4921875,-12.082658767700195,13.40265965461731,-518.667724609375,-1248.571533203125,0,-12.082658767700195,19.490450859069824,-1.2053768634796145,9550.343237724694,23.943382263183597,2308.66650390625,-295.367431640625,966.4921875,13.40265965461731,-0.2707018852233886,1694672957.6844409,,,,,,,8,ppo,miniant
127.08019256591795,1000.0,127.08019256591795,2.40179443359375,3427.4853515625,-668.7978515625,2949120,127.08019256591795,42.0361533164978,-1.491358995437622,53293.486823714775,22.61945533752441,3921.0615234375,456.79095458984375,1000.0,15.80445408821106,3.1737818717956543,1694672980.2301433,-0.0038509224541485,101.7817153930664,101.73575592041016,-0.0420990921556949,20.138898849487305,146438.98964093952,8,ppo,miniant
673.2462158203125,1000.0,673.2462158203125,2.4143826961517334,17418.2578125,-522.3992309570312,5898240,673.2462158203125,51.36064648628235,-1.3675432205200195,53015.62184156565,-793.5042724609375,17995.890625,1149.4794921875,1000.0,18.218836784362797,-50.724891662597656,1694672989.5546365,-0.0251007173210382,65.59246063232422,65.5442886352539,-0.0230619814246892,27.04273247718811,427171.3600059841,8,ppo,miniant
1843.386962890625,999.5625,1843.386962890625,2.408870220184326,46011.83203125,-653.4236450195312,8847360,1843.386962890625,60.68627071380615,-1.104494571685791,53136.94317255724,-489.0138549804688,46222.87890625,2188.42138671875,999.5625,20.62770700454712,-25.645160675048828,1694672998.8802607,-0.0177009496837854,202.970458984375,202.94964599609372,-0.0031252359040081,33.95313811302185,426765.1069146231,8,ppo,miniant
2466.7802734375,984.7890625,2466.7802734375,2.403210401535034,61876.4765625,-647.2581787109375,11796480,2466.7802734375,70.01111054420471,-1.0177152156829834,53262.08638171709,-1348.173095703125,62036.54296875,2803.29345703125,984.7890625,23.030917406082157,-51.66981506347656,1694673008.2051003,-0.009799750521779,312.6566772460937,312.65997314453125,0.0131154553964734,40.86870074272156,426446.86454499786,8,ppo,miniant
3010.878173828125,989.2734375,3010.878173828125,2.399723052978516,75076.96875,-631.770751953125,14745600,3010.878173828125,79.33168959617615,-0.9936296939849854,53339.48842185248,-2877.26708984375,75271.75,3367.38720703125,989.2734375,25.43064045906067,-130.60238647460938,1694673017.5256796,-0.0074801263399422,351.59832763671875,351.6153564453125,0.024474624544382,47.78338694572449,426500.9160819543,8,ppo,miniant
3569.740478515625,999.5546875,3569.740478515625,2.3961405754089355,88871.9375,-624.796142578125,17694720,3569.740478515625,88.65393805503845,-0.9978456497192384,53419.23646451961,-5128.6796875,89137.40625,3943.501220703125,999.5546875,27.826781034469604,-223.57882690429688,1694673026.847928,-0.006084693595767,323.9358215332031,323.9652099609375,0.0354780182242393,54.70354819297791,426163.4801025039,8,ppo,miniant
4026.057861328125,993.3359375,4026.057861328125,2.407430410385132,99163.484375,-620.142822265625,20643840,4026.057861328125,97.9765796661377,-0.9869228601455688,53168.72273766909,-1855.554443359375,99269.203125,4398.26416015625,993.3359375,30.234211444854736,-78.61666870117188,1694673036.1705697,-0.0053285448811948,269.9420471191406,269.9827575683594,0.0460055135190486,61.61258888244629,426849.4183997808,8,ppo,miniant
4398.23388671875,1000.0,4398.23388671875,2.408552408218384,108227.9453125,-607.9859619140625,23592960,4398.23388671875,107.30156135559082,-0.9871935844421388,53143.954668888495,-1278.982666015625,108308.4765625,4789.2607421875,1000.0,32.64276385307312,-53.25679397583008,1694673045.495551,-0.0050317496061325,194.35211181640625,194.4033660888672,0.0562934763729572,68.52291488647461,426770.0247833219,8,ppo,miniant
4714.68359375,1000.0,4714.68359375,2.4076054096221924,115981.234375,-604.1177368164062,26542080,4714.68359375,116.62818551063538,-0.9797351360321044,53164.858115220006,-4915.03125,116145.765625,5109.5849609375,1000.0,35.05036926269531,-208.7369537353516,1694673054.8221755,-0.0038193215150386,181.2583770751953,181.31976318359372,0.0651974827051162,75.43594932556152,426602.8219569415,8,ppo,miniant
4974.091796875,1000.0,4974.091796875,2.4143550395965576,122240.5078125,-595.4556884765625,29491200,4974.091796875,125.95332884788512,-0.9750903844833374,53016.22913810928,-7429.9921875,122509.515625,5377.6611328125,1000.0,37.46472430229187,-304.8878173828125,1694673064.1473188,-0.0040344223380088,124.92194366455078,124.992919921875,0.0750119239091873,82.3411009311676,427089.82632701367,8,ppo,miniant
5218.71240234375,1000.0,5218.71240234375,2.4071919918060303,128001.546875,-587.39111328125,32440320,5218.71240234375,135.27727150917053,-0.9573041200637816,53173.98879512148,-8055.984375,128293.875,5630.3642578125,1000.0,39.8719162940979,-326.43756103515625,1694673073.4712615,-0.0034743121359497,88.4678955078125,88.5494613647461,0.0850265994668006,89.25192332267761,426739.37093550735,8,ppo,miniant
5363.0927734375,1000.0,5363.0927734375,2.3995699882507324,131529.375,-583.5252685546875,35389440,5363.0927734375,144.5975968837738,-0.9527115225791932,53342.89086242114,-8734.87109375,131852.4375,5778.615234375,1000.0,42.27148628234863,-361.9571533203125,1694673082.7915869,-0.0024357272777706,88.08184051513672,88.17190551757812,0.0924948528409004,96.1669933795929,426477.2411164207,8,ppo,miniant
5541.73486328125,1000.0,5541.73486328125,2.48597264289856,135863.640625,-590.7593383789062,38338560,5541.73486328125,154.01522874832153,-0.9435147643089294,51488.90128201747,-9797.171875,136244.890625,5950.0322265625,1000.0,44.75745892524719,-401.2054443359375,1694673092.2092187,-0.0012143828207626,80.77406311035156,80.87305450439453,0.100205160677433,103.09241890907288,425839.536855354,8,ppo,miniant
5661.814453125,1000.0,5661.814453125,2.404714584350586,138520.828125,-589.5401611328125,41287680,5661.814453125,163.33296012878418,-0.9346725940704346,53228.770197094935,-8593.19921875,138816.984375,6071.33984375,1000.0,47.16217350959778,-354.3114013671875,1694673101.52695,-0.000932126014959,70.23067474365234,70.3370132446289,0.1072633042931556,109.99929404258728,426983.25117967033,8,ppo,miniant
5779.6689453125,1000.0,5779.6689453125,2.397613763809204,141328.875,-598.5787963867188,44236800,5779.6689453125,172.64909863471985,-0.927553653717041,53386.413580075656,-6057.4111328125,141487.0,6180.162109375,1000.0,49.55978727340698,-245.43614196777344,1694673110.8430886,0.0004481744254007,44.4595832824707,44.57387161254883,0.1138417497277259,116.91171312332152,426640.7990539164,8,ppo,miniant
5851.9482421875,1000.0,5851.9482421875,2.408403158187866,143082.28125,-594.7356567382812,47185920,5851.9482421875,181.9656698703766,-0.9119431972503662,53147.24802815403,-5955.6865234375,143233.21875,6256.30078125,1000.0,51.96819043159485,-247.9779357910156,1694673120.15966,0.0010957274353131,71.67288970947266,71.79078674316406,0.1168086007237434,123.81357765197754,427293.2318151831,8,ppo,miniant
5898.73046875,1000.0,5898.73046875,2.3987932205200195,144298.5625,-595.607177734375,50135040,5898.73046875,191.2833161354065,-0.8955715894699097,53360.1641463084,-9522.0849609375,144636.90625,6302.2275390625,1000.0,54.36698365211487,-395.0828857421875,1694673129.477306,0.0012350395554676,53.98543167114258,54.107818603515625,0.1211522445082664,130.726238489151,426625.878148229,8,ppo,miniant
5976.3193359375,1000.0,5976.3193359375,2.404780626296997,146264.28125,-600.8677978515625,53084160,5976.3193359375,200.60057616233823,-0.8773417472839355,53227.30838741864,-10193.7666015625,146639.34375,6374.57421875,1000.0,56.771764278411865,-423.6763610839844,1694673138.7945662,0.0017180094728246,45.77667236328125,45.90349197387695,0.1251015663146972,137.6324999332428,427021.1928514418,8,ppo,miniant
6038.4853515625,1000.0,6038.4853515625,2.395432233810425,147750.5,-607.883056640625,56033280,6038.4853515625,209.91659903526303,-0.8694638013839722,53435.032806747295,-9422.470703125,148070.46875,6429.73291015625,1000.0,59.16719651222229,-388.51312255859375,1694673148.110589,0.0022397695574909,57.43112564086914,57.56254196166992,0.1291760802268982,144.54706692695618,426508.2690906453,8,ppo,miniant
