eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-5.477577209472656,1000,10.497536897659302,910.7858276367188,-0.0530932210385799,0,-5.477577209472656,-5.477577209472656,16.071760177612305,12193.336517687394,-1.1761082410812378,277.63690185546875,-5.530670642852783,10.497536897659302,-0.2295122742652893,1694136577.0504725,,,,,,,8,ppo,swimmer
104.53433990478516,1000,1.928457736968994,2870.7470703125,-0.0621529668569564,2949120,104.53433990478516,104.53433990478516,41.217079639434814,66374.28321409876,-143.06863403320312,2236.84521484375,104.47218322753906,12.425994634628296,-9.891417503356934,1694136602.1957915,-0.0129748657345771,0.0016628525918349,-0.0123087232932448,-0.0009967099176719,23.212074756622314,127051.11589211247,8,ppo,swimmer
78.13749694824219,1000,1.877870321273804,2633.4775390625,-0.0564435049891471,5898240,78.13749694824219,78.13749694824219,53.13807725906372,68162.32119434881,25.985790252685547,2298.51708984375,78.08103942871094,14.3038649559021,4.377924919128418,1694136614.116789,-0.0033374577760696,0.005928183440119,0.0023206658661365,-0.0002700598561204,33.24991703033447,293800.19326697063,8,ppo,swimmer
169.23289489746094,1000,1.8759515285491943,4073.681640625,-0.0835465192794799,8847360,169.23289489746094,169.23289489746094,65.05965209007263,68232.04014177884,29.88740348815918,3506.8125,169.14935302734375,16.179816484451294,1.8718280792236328,1694136626.0383642,-0.0015044793253764,0.0079958504065871,0.0068729668855667,0.0003815951058641,43.29020714759827,293728.56417058414,8,ppo,swimmer
179.01370239257812,1000,1.8762521743774412,4256.04736328125,-0.0894684344530105,11796480,179.01370239257812,179.01370239257812,76.98053669929504,68221.10681495766,-74.61422729492188,3691.423828125,178.9242401123047,18.056068658828732,-4.760193824768066,1694136637.9592488,-0.0016174834454432,0.0067800199612975,0.0059035173617303,0.0007409806130453,53.329516649246216,293757.2548705569,8,ppo,swimmer
186.83624267578125,1000,1.8770911693573,4397.845703125,-0.0928215384483337,14745600,186.83624267578125,186.83624267578125,88.9033432006836,68190.61433431927,-71.59417724609375,3827.66552734375,186.743408203125,19.933159828186035,-3.078984498977661,1694136649.8820553,-0.0009810043266043,0.0082950564101338,0.0085594756528735,0.0012454231036826,63.369874238967896,293726.5902779216,8,ppo,swimmer
170.92164611816406,1000,1.8749783039093015,4175.9921875,-0.0920888781547546,17694720,170.92164611816406,170.92164611816406,100.8252182006836,68267.45660636282,-171.66598510742188,3667.36376953125,170.82955932617188,21.808138132095337,-9.172739028930664,1694136661.8039303,-0.0003664741234388,0.0054982625879347,0.0067458907142281,0.0016141014639288,73.41137218475342,293693.23341222847,8,ppo,swimmer
177.73924255371094,1000,2.0736429691314697,4261.4482421875,-0.0934171378612518,20643840,177.73924255371094,177.73924255371094,112.9479959011078,61727.11595266174,-20.866426467895508,3736.09228515625,177.64581298828125,23.881781101226807,-3.556758403778076,1694136673.926708,-0.0003354499640408,0.0072944280691444,0.0089822588488459,0.0020232812967151,83.45445704460144,293646.8267624125,8,ppo,swimmer
174.4410400390625,1000,1.8869776725769043,4198.5048828125,-0.0932752639055252,23592960,174.4410400390625,174.4410400390625,124.88310980796814,67833.3410406494,-149.47799682617188,3694.89208984375,174.3477783203125,25.76875877380371,-8.643584251403809,1694136685.861822,-0.0004277374246157,0.0056485785171389,0.0076243123039603,0.0024034709203988,93.495507478714,293706.32279476745,8,ppo,swimmer
174.9163055419922,1000,2.0077638626098637,4179.69091796875,-0.0935391634702682,26542080,174.9163055419922,174.9163055419922,136.9993281364441,63752.51710807,-84.83106994628906,3663.67333984375,174.82275390625,27.77652263641357,-5.79172420501709,1694136697.9780402,0.0002765636891126,0.0046614236198365,0.0074743903242051,0.0025364027824252,103.59742045402528,291936.78536011407,8,ppo,swimmer
