,eval/episode_reward,eval/walltime,training/alpha,training/critic_loss,_step,training/sps,training/buffer_current_size,training/alpha_loss,_runtime,_timestamp,training/walltime,training/actor_loss,eval/avg_episode_length,eval/sps,eval/epoch_eval_time,seed,rl_algorithm,environment
0,12.796875,6.993988513946533,,,0.0,,,,11.989076852798462,1694020571.4399137,,,12.796875,18301.431256965676,6.993988513946533,3,sac,inverted_pendulum
1,976.140625,7.958822727203369,0.20742912590503693,19.584423065185547,421760.0,5765.007148628484,215040.015625,0.017579790204763412,89.39267921447754,1694020648.843516,76.43601894378662,-813.8548583984375,976.140625,132665.2789062392,0.9648342132568359,3,sac,inverted_pendulum
2,1000.0,8.922002792358398,0.1892147809267044,23.771879196166992,835328.0,6440.537368852615,628608.0,0.00014110068150330335,154.572571516037,1694020714.0234084,140.6492943763733,-1432.2716064453125,1000.0,132893.1158675898,0.9631800651550293,3,sac,inverted_pendulum
3,1000.0,9.884148597717285,0.21083778142929077,21.3037166595459,1248896.0,6454.2118964120655,993630.5625,0.0005006357096135616,219.6156506538391,1694020779.0664876,204.72652125358582,-1572.5723876953125,1000.0,133035.96948308178,0.9621458053588867,3,sac,inverted_pendulum
4,1000.0,10.836386919021606,0.11372929066419601,9.189730644226074,1662464.0,6467.065110213931,1048576.0,0.0012491251109167933,284.521577835083,1694020843.9724147,268.67639541625977,-1629.970947265625,1000.0,134420.13111242253,0.9522383213043213,3,sac,inverted_pendulum
5,996.5390625,11.766444206237793,0.10508953779935837,13.277860641479492,2076032.0,6523.895129649141,1048576.0,-0.0005337068578228354,348.8476028442383,1694020908.2984397,332.06919860839844,-1684.12353515625,996.5390625,137625.9309607959,0.9300572872161865,3,sac,inverted_pendulum
6,1000.0,12.699346542358398,0.12865935266017914,25.123062133789062,2489600.0,6653.390250912372,1048576.0,-0.0008843652321957052,411.9427065849304,1694020971.3935435,394.2281858921051,-1713.4400634765625,1000.0,137206.2166038484,0.9329023361206055,3,sac,inverted_pendulum
7,754.8203125,13.625885963439941,0.10570932179689407,23.861095428466797,2903168.0,6675.185931361247,1048576.0,0.0007521543302573264,474.828533411026,1694021034.2793703,456.1842129230499,-1717.563720703125,754.8203125,138148.46631197463,0.926539421081543,3,sac,inverted_pendulum
8,1000.0,14.629315614700317,0.14540354907512665,103.65961456298828,3316736.0,6683.039419921259,1048576.0,0.0001759011938702315,537.7189235687256,1694021097.1697605,518.0674331188202,-1702.6617431640625,1000.0,127562.50509362892,1.003429651260376,3,sac,inverted_pendulum
9,1000.0,15.583582639694214,0.18271304666996002,122.90245819091797,3730304.0,6381.425695954833,1048576.0,-0.0012597108725458384,603.4849188327789,1694021162.9357557,582.8755214214325,-1704.2972412109375,1000.0,134134.36349308904,0.9542670249938965,3,sac,inverted_pendulum
10,1000.0,16.601765632629395,0.16195183992385864,121.96795654296875,4143872.0,6500.042576575587,1048576.0,-2.7103051252197474e-06,668.1320869922638,1694021227.582924,646.5009508132935,-1704.74365234375,1000.0,125714.14066837463,1.0181829929351807,3,sac,inverted_pendulum
11,1000.0,17.591448068618774,0.1560744196176529,130.30609130859375,4557440.0,6242.203692483733,1048576.0,-0.001809243462048471,735.3786225318909,1694021294.8294594,712.754476070404,-1740.21142578125,1000.0,129334.41611706399,0.9896824359893799,3,sac,inverted_pendulum
12,1000.0,18.533427953720093,0.13214266300201416,132.19039916992188,4971008.0,6492.860354289133,1048576.0,-0.0005496358498930931,800.0197377204895,1694021359.4705746,776.4502861499786,-1766.6097412109375,1000.0,135884.00561890178,0.9419798851013184,3,sac,inverted_pendulum
13,802.8125,19.53761577606201,0.1375543773174286,138.17453002929688,5384576.0,6375.5195674795095,1048576.0,0.0005444158450700343,865.8955347537994,1694021425.3463717,841.3184111118317,-1782.939208984375,802.8125,127466.1942239894,1.004187822341919,3,sac,inverted_pendulum
14,1000.0,20.543337106704712,0.10290775448083878,78.87385559082031,5798144.0,6335.395813780267,1048576.0,-0.00018357795488554984,932.1836776733398,1694021491.6345146,906.5973632335663,-1737.5108642578125,1000.0,127271.8357461926,1.0057213306427002,3,sac,inverted_pendulum
15,992.53125,21.525084495544434,0.0891229659318924,44.10062026977539,6211712.0,6303.7994086399685,1048576.0,-0.0006897569983266294,998.7753260135651,1694021558.226163,972.2035117149353,-1667.0059814453125,992.53125,130379.77126812308,0.9817473888397217,3,sac,inverted_pendulum
16,1000.0,22.52993130683899,0.05377938970923424,29.555591583251953,6625280.0,6438.895860402572,1048576.0,-0.000241614252445288,1064.013657093048,1694021623.464494,1036.4331574440002,-1646.638671875,1000.0,127382.60057281381,1.0048468112945557,3,sac,inverted_pendulum
17,1000.0,23.50667667388916,0.06254556775093079,23.688390731811523,7038848.0,6313.845795977572,1048576.0,-5.977986438665539e-05,1130.4957337379456,1694021689.9465706,1101.9349155426025,-1676.398193359375,1000.0,131047.46059514735,0.9767453670501709,3,sac,inverted_pendulum
18,993.1328125,24.52312684059143,0.07359283417463303,50.401344299316406,7452416.0,6379.03621644727,1048576.0,-0.003265112405642867,1196.3484239578247,1694021755.7992609,1166.7672798633575,-1670.7235107421875,993.1328125,125928.45590775786,1.0164501667022705,3,sac,inverted_pendulum
19,1000.0,25.481715440750122,0.11313867568969727,69.15624237060547,7865984.0,6420.083587380461,1048576.0,-8.18613261799328e-05,1261.7284479141235,1694021821.1792848,1231.185132741928,-1679.6922607421875,1000.0,133529.64971501852,0.9585886001586914,3,sac,inverted_pendulum
