training/walltime,eval/sps,_timestamp,eval/episode_x_velocity,eval/episode_reward_healthy,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_reward_ctrl,training/sps,_runtime,eval/episode_reward,training/entropy_loss,eval/walltime,training/v_loss,training/total_loss,training/policy_loss,eval/episode_x_position,eval/avg_episode_length,_step,seed,rl_algorithm,environment
,11080.416751088303,1694009092.6643682,1.11965012550354,17.3984375,1.11965012550354,11.55191206932068,-0.0140464529395103,,16.438180208206177,18.50404167175293,,11.55191206932068,,,,0.0559428036212921,17.3984375,0.0,2,ppo,hopper
17.029129028320312,116094.32932052053,1694009110.800006,112.55644989013672,96.765625,112.55644989013672,1.1025516986846924,-0.1105789989233017,230907.87517439187,34.57381796836853,209.2115020751953,-0.0016776027623564,12.654463768005373,1383.3988037109375,1383.36474609375,-0.0321859680116176,33.83552932739258,96.765625,3932160.0,2,ppo,hopper
21.99171257019043,122560.70370868377,1694009116.8114612,135.09657287597656,102.7890625,135.09657287597656,1.0443804264068604,-0.1196575388312339,792361.471967924,40.58527326583862,237.7659912109375,-0.0009768875315785,13.698844194412231,343.2690124511719,343.25225830078125,-0.0157891549170017,41.618873596191406,102.7890625,7864320.0,2,ppo,hopper
26.95123529434204,122252.1185215277,1694009122.8226647,172.120361328125,114.109375,172.120361328125,1.0470166206359863,-0.1367326229810714,792850.4855621255,46.59647679328919,286.093017578125,-0.0008242427138611,14.745860815048218,141.17733764648438,141.16342163085938,-0.0131035996600985,57.04025650024414,114.109375,11796480.0,2,ppo,hopper
31.915037870407104,122701.4037033194,1694009128.8343313,231.602294921875,129.4609375,231.602294921875,1.0431828498840332,-0.155221626162529,792166.8800770731,52.60814332962036,360.9080200195313,-0.0006797672249376,15.789043664932253,366.9240112304688,366.9075622558594,-0.0157616846263408,83.94862365722656,129.4609375,15728640.0,2,ppo,hopper
36.88019394874573,124639.3497694082,1694009134.8313084,309.427001953125,143.765625,309.427001953125,1.0269629955291748,-0.1767960786819458,791950.9352696378,58.60512042045593,453.015869140625,-0.0003803367726504,16.816006660461426,334.498779296875,334.488525390625,-0.0098849013447761,119.4865951538086,143.765625,19660800.0,2,ppo,hopper
41.851940631866455,124740.56367480656,1694009140.8344035,371.5914916992188,151.375,371.5914916992188,1.0261297225952148,-0.1864205598831176,790901.1159699338,64.60821557044983,522.7800903320312,-0.0002037376252701,17.84213638305664,266.9749755859375,266.9676513671875,-0.0071254670619964,144.81906127929688,151.375,23592960.0,2,ppo,hopper
46.81902027130127,120887.30369103412,1694009146.8667393,422.8235778808594,157.0546875,422.8235778808594,1.0588374137878418,-0.1856811493635177,791644.2427823497,70.64055132865906,579.6925659179688,-2.6874882678384893e-05,18.90097379684448,209.3498992919922,209.344970703125,-0.0049097137525677,167.76510620117188,157.0546875,27525120.0,2,ppo,hopper
51.78607749938965,123140.7835288386,1694009152.8785143,455.48236083984375,160.1015625,455.48236083984375,1.0394606590270996,-0.1817548125982284,791647.8146786585,76.65232634544373,615.4021606445312,5.13148661411833e-05,19.940434455871586,230.2139587402344,230.20849609375,-0.0054782098159193,182.4761657714844,160.1015625,31457280.0,2,ppo,hopper
56.757540702819824,123805.95656755964,1694009158.8891206,480.45703125,161.125,480.45703125,1.0338759422302246,-0.1813690811395645,790946.2142427033,82.66293263435364,641.400634765625,0.0001467652618885,20.974310398101807,127.34698486328124,127.3424301147461,-0.0047063566744327,190.4867706298828,161.125,35389440.0,2,ppo,hopper
61.72682309150696,123515.02736389144,1694009164.8998315,488.8634033203125,160.21875,488.8634033203125,1.036311149597168,-0.1781104505062103,791293.3281778865,88.67364358901978,648.904052734375,0.0002593182725831,22.01062154769897,142.70657348632812,142.70372009277344,-0.0031224060803651,190.67581176757807,160.21875,39321600.0,2,ppo,hopper
66.69591522216797,123400.07626441364,1694009170.9115162,490.9329223632813,158.8359375,490.9329223632813,1.0372765064239502,-0.1768155694007873,791323.6254440158,94.68532824516296,649.592041015625,0.0003636736073531,23.047898054122925,110.49942016601562,110.49754333496094,-0.0022412955295294,188.51705932617188,158.8359375,43253760.0,2,ppo,hopper
71.66815733909607,123898.98673800532,1694009176.922114,490.6644287109375,157.4609375,490.6644287109375,1.03309965133667,-0.171770691871643,790822.3106459117,100.69592595100404,647.95361328125,0.0004701919388025,24.080997705459595,90.44506072998048,90.44328308105467,-0.0022603147663176,185.25169372558597,157.4609375,47185920.0,2,ppo,hopper
76.6386992931366,123672.05710093214,1694009182.9328904,489.0283203125,156.296875,489.0283203125,1.0349953174591064,-0.1710460782051086,791092.8096690881,106.70670247077942,645.1541748046875,0.0005835192860104,25.1159930229187,55.59150695800781,55.589874267578125,-0.0022137891501188,182.6324462890625,156.296875,51118080.0,2,ppo,hopper
81.60953855514526,123578.34322389608,1694009188.94495,488.2640380859375,156.140625,488.2640380859375,1.0357801914215088,-0.1714129298925399,791045.494078409,112.71876192092896,644.2332153320312,0.0007097381167113,26.15177321434021,108.0143585205078,108.01422119140624,-0.000833025376778,181.7528839111328,156.140625,55050240.0,2,ppo,hopper
86.57904171943665,123465.91486898542,1694009194.9562922,486.403564453125,155.796875,486.403564453125,1.0367233753204346,-0.1691058427095413,791258.1741077732,118.73010420799255,642.0313720703125,0.0007865605875849,27.188496589660645,60.52074813842773,60.52036666870117,-0.0011675378773361,180.16131591796875,155.796875,58982400.0,2,ppo,hopper
91.54923987388612,114932.14311785904,1694009201.0456722,481.778564453125,155.328125,481.778564453125,1.1137006282806396,-0.1673469543457031,791147.5313071408,124.8194842338562,636.9393310546875,0.0008597503183409,28.302197217941284,104.74407958984376,104.74430847167967,-0.0006384816952049,177.45635986328125,155.328125,62914560.0,2,ppo,hopper
96.52543234825134,113791.9819042082,1694009207.152006,483.700439453125,155.28125,483.700439453125,1.1248595714569092,-0.165834903717041,790194.5152355845,130.92581820487976,638.8157958984375,0.0009514325647614,29.427056789398197,103.0671615600586,103.06690979003906,-0.0012033230159431,177.87075805664062,155.28125,66846720.0,2,ppo,hopper
101.50770926475523,115474.4121810274,1694009213.2479455,485.51409912109375,156.2734375,485.51409912109375,1.1084706783294678,-0.1630557924509048,789229.5161223636,137.02175760269165,641.62451171875,0.0010612923651933,30.53552746772766,83.80093383789062,83.80130004882812,-0.000693775655236,179.973388671875,156.2734375,70778880.0,2,ppo,hopper
106.48957705497742,115959.14837441043,1694009219.339116,483.1935424804688,156.171875,483.1935424804688,1.103837013244629,-0.1609311699867248,789294.3300738706,143.11292791366577,639.2044677734375,0.0011427933350205,31.63936448097229,90.01002502441406,90.01054382324219,-0.0006138018798083,178.97982788085938,156.171875,74711040.0,2,ppo,hopper
