_runtime,eval/episode_reward,eval/episode_x_velocity,training/entropy_loss,eval/avg_episode_length,eval/episode_reward_ctrl,eval/sps,eval/episode_y_velocity,eval/episode_x_position,training/sps,training/total_loss,training/policy_loss,eval/epoch_eval_time,eval/episode_distance_from_origin,training/v_loss,_timestamp,eval/walltime,training/walltime,eval/episode_forward_reward,eval/episode_y_position,_step,eval/episode_reward_fwd,seed,rl_algorithm,environment
16.958534479141235,-1.7180426120758057,-1.66538667678833,,1000,-0.0526552572846412,12288.919381282449,3.144018173217773,972.4832763671876,,,,10.415887355804443,347.868408203125,,1694013876.0098076,10.415887355804443,,-1.66538667678833,58.6203498840332,0.0,-1.66538667678833,4,ppo,swimmer
40.59788990020752,89.50904846191406,89.56716918945312,-0.0009618944022804,1000,-0.0581271052360534,67437.19886195916,8.554595947265625,2667.146728515625,135677.222426904,-0.0070282318629324,-0.0088910637423396,1.898062229156494,2226.73974609375,0.002824725350365,1694013899.649163,12.313949584960938,21.73629403114319,89.56716918945312,227.94058227539065,2949120.0,89.56716918945312,4,ppo,swimmer
52.58564877510071,56.43913269042969,56.493751525878906,-0.0003023684548679,1000,-0.0546248033642768,67443.76444281134,-0.8669823408126831,2238.10498046875,292451.8590699281,0.0039867111481726,-0.0020958115346729,1.8978774547576904,2024.8687744140625,0.0063848909921944,1694013911.636922,14.211827039718628,31.820415258407596,56.493751525878906,82.86421203613281,5898240.0,56.493751525878906,4,ppo,swimmer
64.60610365867615,154.75210571289062,154.8296661376953,9.933955880114807e-05,1000,-0.0775452032685279,66526.74665096076,2.2941391468048096,3868.9873046875,292273.3821426541,0.0068677496165037,-0.0018801991827785,1.9240381717681885,3395.899658203125,0.0086486088111996,1694013923.6573768,16.135865211486816,41.91069436073303,154.8296661376953,90.32846069335938,8847360.0,154.8296661376953,4,ppo,swimmer
76.66620206832886,146.3743896484375,146.45199584960938,0.0005422459216788,1000,-0.0776017606258392,64609.88294736193,-4.371519565582275,3820.78369140625,292779.5064827925,0.0064615998417139,-0.0004623493587132,1.9811210632324217,3413.50341796875,0.0063817035406827,1694013935.7174752,18.11698627471924,51.98353052139282,146.45199584960938,38.17830657958984,11796480.0,146.45199584960938,4,ppo,swimmer
88.68611216545105,125.58139038085938,125.65290832519533,0.0008553186780773,1000,-0.0715107023715972,66067.07703735189,-3.603145122528076,3568.80859375,292670.35224769166,0.0073453178629279,-0.00019727840845,1.937424898147583,3228.26611328125,0.0066872779279947,1694013947.7373853,20.05441117286682,62.06012344360352,125.65290832519533,-17.852922439575195,14745600.0,125.65290832519533,4,ppo,swimmer
100.70736956596376,131.0638427734375,131.13748168945312,0.0009895552648231,1000,-0.0736413300037384,65917.30975029872,-5.999068260192871,3668.866943359375,292760.6998543073,0.0047514545731246,-0.0004734622489195,1.9418268203735352,3317.5830078125,0.0042353621684014,1694013959.758643,21.99623799324036,72.13360667228699,131.13748168945312,-49.68919372558594,17694720.0,131.13748168945312,4,ppo,swimmer
112.73348307609558,149.6370849609375,149.71620178222656,0.0013227548915892,1000,-0.0791428908705711,65998.99195184185,-0.2880154848098755,3891.85888671875,292558.94748364185,0.0077787670306861,7.212725904537365e-05,1.9394235610961916,3503.977783203125,0.0063838842324912,1694013971.7847562,23.935661554336548,82.21403670310974,149.71620178222656,5.627099990844727,20643840.0,149.71620178222656,4,ppo,swimmer
124.7706618309021,148.05807495117188,148.13558959960938,0.0017232723766937,1000,-0.0775279253721237,65464.382349290245,-1.150417685508728,3877.89208984375,292694.35545560066,0.0069574317894876,0.0001308097707806,1.955261707305908,3487.802734375,0.0051033496856689,1694013983.821935,25.890923261642456,92.28980326652528,148.13558959960938,2.8217368125915527,23592960.0,148.13558959960938,4,ppo,swimmer
136.8191435337067,153.13754272460938,153.21636962890625,0.0017573490040376,1000,-0.0788386762142181,65553.08445255202,5.851369857788086,3933.786865234375,292290.76556278346,0.0057360786013305,0.0005330614512786,1.9526159763336184,3519.5185546875,0.0034456683788448,1694013995.8704166,27.843539237976078,102.37948226928712,153.21636962890625,78.52420043945312,26542080.0,153.21636962890625,4,ppo,swimmer
148.8277087211609,142.2657470703125,142.3384246826172,0.002202091505751,1000,-0.0726871639490127,66538.17439548175,9.218148231506348,3833.6376953125,292609.2401003465,0.0080627622082829,0.0003189530980307,1.9237077236175537,3462.70751953125,0.005541717633605,1694014007.8789818,29.767246961593628,112.45817971229552,142.3384246826172,117.36369323730467,29491200.0,142.3384246826172,4,ppo,swimmer
160.8093388080597,133.18753051757812,133.2596435546875,0.0021275428589433,1000,-0.0721421167254448,67658.51330477382,11.522868156433104,3683.3681640625,292462.6874692157,0.0063715721480548,0.0007691956707276,1.8918535709381104,3337.4013671875,0.0034748341422528,1694014019.860612,31.65910053253174,122.54192757606506,133.2596435546875,170.56365966796875,32440320.0,133.2596435546875,4,ppo,swimmer
172.79557275772095,152.64373779296875,152.7241973876953,0.002577272709459,1000,-0.0804450958967208,67115.46648401537,9.816598892211914,3938.238037109375,292769.2366831835,0.0078251706436276,0.0009664020617492,1.907160997390747,3540.39208984375,0.0042814961634576,1694014031.846846,33.566261529922485,132.61511707305908,152.7241973876953,183.38473510742188,35389440.0,152.7241973876953,4,ppo,swimmer
184.7441849708557,134.54263305664062,134.6165771484375,0.0026347071398049,1000,-0.0739600360393524,68502.50464289429,6.003938674926758,3704.88427734375,292739.9003475461,0.0061269225552678,0.0005019136006012,1.8685448169708248,3386.93408203125,0.0029903016984462,1694014043.795458,35.43480634689331,142.68931603431702,134.6165771484375,106.38787841796876,38338560.0,134.6165771484375,4,ppo,swimmer
196.66418433189392,148.39212036132812,148.46902465820312,0.0029615452513098,1000,-0.0769077539443969,69249.62080908423,8.124427795410156,3868.8671875,292981.67430581176,0.0083208112046122,0.0013255169615149,1.848385572433472,3499.447998046875,0.0040337485261261,1694014055.7154574,37.28319191932678,152.75520157814026,148.46902465820312,84.37543487548828,41287680.0,148.46902465820312,4,ppo,swimmer
208.58433723449707,136.40518188476562,136.47708129882812,0.0030670915730297,1000,-0.0719203948974609,69200.99162956477,7.897751331329346,3699.303955078125,293013.9396227407,0.0073238047771155,0.0010754278628155,1.849684476852417,3381.055908203125,0.0031812854576855,1694014067.6356103,39.1328763961792,162.81997871398926,136.47708129882812,69.65701293945312,44236800.0,136.47708129882812,4,ppo,swimmer
220.50354862213132,132.88079833984375,132.9532012939453,0.0031992201693356,1000,-0.0723962634801864,69261.8870752045,3.141988515853882,3617.2470703125,292992.382355128,0.0082702785730361,0.0021639941260218,1.8480582237243648,3331.08837890625,0.00290706474334,1694014079.5548215,40.980934619903564,172.88549637794495,132.9532012939453,-34.56517791748047,47185920.0,132.9532012939453,4,ppo,swimmer
232.42346000671387,140.81838989257812,140.88796997070312,0.0034776527900248,1000,-0.0695710182189941,69310.1902989911,7.135506629943848,3762.707275390625,292935.2910516013,0.013991123996675,0.0073168822564184,1.8467702865600584,3415.9267578125,0.0031965903472155,1694014091.474733,42.82770490646362,182.95297574996948,140.88796997070312,20.8802490234375,50135040.0,140.88796997070312,4,ppo,swimmer
244.44432377815247,138.7416229248047,138.8099365234375,0.0034773233346641,1000,-0.0683064460754394,65504.854808413234,8.787610054016113,3748.388916015625,293132.54742739967,0.0075243446044623,0.0017725189682096,1.9540536403656008,3429.2099609375,0.0022745025344192,1694014103.495597,44.78175854682922,193.01368045806885,138.8099365234375,42.92723846435547,53084160.0,138.8099365234375,4,ppo,swimmer
256.4909665584564,139.90524291992188,139.97256469726562,0.0039869416505098,1000,-0.0673067569732666,65279.051390127606,1.531672716140747,3779.255859375,292578.43408036773,0.0108049642294645,0.0034097272437065,1.9608128070831297,3446.692138671875,0.0034082967322319,1694014115.5422397,46.74257135391235,203.09343910217285,139.97256469726562,-35.61615753173828,56033280.0,139.97256469726562,4,ppo,swimmer
