eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
1000,-42.57492065429688,9.091280937194824,-133.66717529296875,0,15.371110439300535,14079.424108028416,-705.06103515625,9.091280937194824,1694104424.6754766,,,,,,,8,ppo,reacher
1000,-43.36759948730469,0.6191301345825195,-83.50700378417969,3276800,31.10375428199768,206741.6732773161,-507.5709228515625,9.710411071777344,1694104440.4081204,-0.0572765618562698,466.120849609375,466.0625,-0.0010863709030672,15.110024690628052,216862.6502663775,8,ppo,reacher
1000,-43.28487396240234,0.7035117149353027,-49.794864654541016,6553600,34.910030126571655,181944.37602474223,-372.4149169921875,10.413922786712646,1694104444.2143962,-0.0703669935464859,36.37735748291016,36.306373596191406,-0.0006194005254656,18.208510875701904,1057548.6880610047,8,ppo,reacher
1000,-42.21473693847656,0.6159696578979492,-28.79659843444824,9830400,38.63058471679688,207802.44344634,-284.133056640625,11.029892444610596,1694104447.9349508,-0.0566691681742668,20.66204071044922,20.605268478393555,-0.000102712183434,21.30873918533325,1056954.4152022947,8,ppo,reacher
1000,-40.7962532043457,0.6927628517150879,-17.44391632080078,13107200,42.4252519607544,184767.41309541592,-233.03152465820312,11.722655296325684,1694104451.729618,-0.0377120673656463,15.703646659851074,15.666346549987791,0.0004124879196751,24.40629816055298,1057865.2500934417,8,ppo,reacher
1000,-35.532901763916016,0.6220829486846924,-11.680662155151367,16384000,46.15221285820007,205760.34155997707,-188.96942138671875,12.344738245010376,1694104455.456579,-0.0229968391358852,14.754220962524414,14.732115745544434,0.0008915938669815,27.506978034973145,1056800.4865748254,8,ppo,reacher
1000,-23.236780166625977,0.6197817325592041,-8.469849586486816,19660800,49.87411522865296,206524.3186040061,-127.02017211914062,12.96451997756958,1694104459.178481,-0.0260471943765878,14.49876594543457,14.473991394042969,0.0012723871041089,30.604841232299805,1057761.363648258,8,ppo,reacher
1000,-15.64297103881836,0.6685304641723633,-5.990035057067871,22937600,53.64729285240173,191464.72279085027,-86.80868530273438,13.633050441741943,1694104462.951659,-0.0288758240640163,7.876904487609863,7.849695205688477,0.0016667160671204,33.70514392852783,1056929.0553424694,8,ppo,reacher
1000,-9.804889678955078,0.7044582366943359,-4.136305809020996,26214400,57.45474410057068,181699.9125464681,-56.06241607666016,14.33750867843628,1694104466.7591102,-0.0307011511176824,3.1078429222106934,3.079257011413574,0.0021151304244995,36.80380034446716,1057490.589516252,8,ppo,reacher
1000,-6.254735946655273,0.6164710521697998,-2.771160840988159,29491200,61.17296075820923,207633.43152849923,-36.40232849121094,14.95397973060608,1694104470.4773269,-0.028641115874052,1.2393550872802734,1.2132914066314695,0.002577502047643,39.901243925094604,1057904.6606350862,8,ppo,reacher
1000,-5.094140529632568,0.6169049739837646,-2.081737995147705,32768000,64.89048480987549,207487.38525063125,-29.03482437133789,15.570884704589844,1694104474.194851,-0.0293215252459049,0.4698342978954315,0.4435852766036987,0.0030724920798093,42.99758172035217,1058282.4667963658,8,ppo,reacher
1000,-4.038719177246094,0.6224594116210938,-1.4378385543823242,36044800,68.61442995071411,205635.89787588708,-22.23046493530273,16.193344116210938,1694104477.918796,-0.0178000926971435,0.3370482325553894,0.3227953910827636,0.0035472437739372,46.09472155570984,1058008.4123394403,8,ppo,reacher
1000,-3.704028844833374,0.66642165184021,-1.1224935054779053,39321600,72.38422393798828,192070.5902134929,-19.631004333496094,16.859765768051147,1694104481.68859,-0.0127915926277637,0.2226368933916092,0.2138505280017852,0.0040052239783108,49.19371581077576,1057375.3064057552,8,ppo,reacher
1000,-3.593142509460449,0.6478259563446045,-1.009094476699829,42598400,76.13700127601624,197583.93245347476,-18.749122619628903,17.507591724395752,1694104485.4413674,-0.0128394644707441,0.1303527206182479,0.1219474449753761,0.0044341925531625,52.29412078857422,1056894.187522171,8,ppo,reacher
1000,-3.254417896270752,0.6452884674072266,-0.9033399224281312,45875200,79.89296221733093,198360.8982108496,-16.963085174560547,18.15288019180298,1694104489.1973283,-0.0049902298487722,0.1643292158842086,0.1640947163105011,0.0047557298094034,55.40049505233765,1054863.233392263,8,ppo,reacher
