eval/sps,training/actor_loss,eval/episode_reward_ctrl,_runtime,training/walltime,eval/epoch_eval_time,eval/episode_reward_healthy,_timestamp,eval/episode_reward_forward,eval/avg_episode_length,training/buffer_current_size,_step,training/alpha_loss,training/critic_loss,eval/episode_x_velocity,eval/walltime,eval/episode_reward,eval/episode_x_position,training/alpha,training/sps,seed,rl_algorithm,environment
11444.464098695891,,-0.0790177956223487,15.835197925567629,,11.184446811676024,67.3359375,1694045027.4642708,-3.7154195308685294,67.3359375,,0.0,,,-3.7154195308685294,11.184446811676024,63.54149627685547,-0.0253692269325256,,,1,sac,hopper
117860.9810498955,-1193.34716796875,-0.1555210351943969,98.8837914466858,81.95889472961426,1.0860252380371094,171.921875,1694045110.5128644,381.4235534667969,171.921875,215040.015625,421760.0,0.0334339216351509,388.3836364746094,381.4235534667969,12.270472049713137,553.18994140625,169.3085479736328,0.740208089351654,5587.271832794063,1,sac,hopper
125649.9412205392,-1569.190673828125,-0.2308500409126281,160.49457907676697,142.54639959335327,1.0187032222747805,217.09375,1694045172.123652,528.03076171875,217.09375,628608.0,835328.0,-0.0005322240758687,285.910400390625,528.03076171875,13.289175271987917,744.8936767578125,307.2510070800781,0.5887269973754883,6825.961903037802,1,sac,hopper
90382.12582735524,-1819.62646484375,-0.2393888682126999,226.0975887775421,206.727422952652,1.4162092208862305,235.9453125,1694045237.7266617,566.470703125,235.9453125,993630.5625,1248896.0,0.0010478483745828,216.84213256835935,566.470703125,14.705384492874146,802.1766357421875,354.9971618652344,0.5885527729988098,6443.773850173133,1,sac,hopper
118600.26694790008,-1942.6339111328125,-0.3063418865203857,293.62640619277954,273.1712329387665,1.0792555809020996,266.625,1694045305.255479,712.8271484375,266.625,1048576.0,1662464.0,0.0007885720115154,98.8575668334961,712.8271484375,15.784640073776243,979.1458740234376,491.7322998046875,0.4562476873397827,6224.326992784247,1,sac,hopper
115815.3369041222,-2112.26123046875,-0.2915112972259521,360.35335397720337,338.7875654697418,1.1052076816558838,275.8359375,1694045371.982427,611.051025390625,275.8359375,1048576.0,2076032.0,-0.0002268157695652,114.45135498046876,611.051025390625,16.88984775543213,886.595458984375,455.0065307617188,0.4270102977752685,6302.82102104332,1,sac,hopper
108905.3038478578,-2157.801025390625,-0.2695652544498443,427.8616585731506,405.11541986465454,1.175333023071289,273.9140625,1694045439.4907317,721.2459106445312,273.9140625,1048576.0,2489600.0,-5.3717179980594665e-05,184.39837646484372,721.2459106445312,18.065180778503414,994.890380859375,510.3621826171875,0.5135194659233093,6235.208477235475,1,sac,hopper
117824.19914048856,-2227.9775390625,-0.2836791276931762,492.8880133628845,469.0508024692536,1.0863642692565918,284.328125,1694045504.5170865,777.9417724609375,284.328125,1048576.0,2903168.0,0.0004971940652467,132.3403778076172,777.9417724609375,19.15154504776001,1061.986328125,566.1364135742188,0.408468097448349,6468.530931576082,1,sac,hopper
103232.63366312264,-2329.874755859375,-0.2987615168094635,557.9023017883301,532.8196232318878,1.2399179935455322,285.953125,1694045569.5313747,799.3887939453125,285.953125,1048576.0,3316736.0,0.0003964137285947,77.79911041259766,799.3887939453125,20.391463041305546,1085.0430908203125,588.0390014648438,0.3441195785999298,6485.426499251381,1,sac,hopper
116928.40213875793,-2389.697998046875,-0.2948541045188904,624.6194107532501,598.4368481636047,1.0946869850158691,289.6796875,1694045636.2484837,800.5968017578125,289.6796875,1048576.0,3730304.0,-0.0004829472163692,55.72407150268555,800.5968017578125,21.48615002632141,1089.981689453125,601.87646484375,0.3070403337478637,6302.735302054761,1,sac,hopper
