eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_run,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
18.431602478027344,1000,22.2602379322052,125.73235321044922,-451.109130859375,0,28.88037061691284,5750.163155929921,-432.6775512695313,18.431602478027344,22.2602379322052,1694134157.0726426,,,,,,,,9,sac,halfcheetah
4260.95703125,1000,5.218884468078613,109016.5234375,-372.6544189453125,421760,136.170401096344,24526.314154473806,3888.302490234375,4260.95703125,27.479122400283813,1694134264.362673,-903.5430908203124,0.8006554841995239,215040.015625,558.7174682617188,102.06746554374696,4575.723529138187,0.1488726735115051,9,sac,halfcheetah
4713.61181640625,1000,5.225846529006958,118892.5703125,-362.1358642578125,835328,214.60068821907043,24493.6393155662,4351.47607421875,4713.61181640625,32.70496892929077,1694134342.7929602,-2376.646240234375,1.3451368808746338,628608.0,1179.8597412109375,175.26717376708984,5649.858586022559,-0.0018687912961468,9,sac,halfcheetah
4702.5537109375,1000,5.257363319396973,119025.03125,-325.1395263671875,1248896,295.28604912757874,24346.805085306867,4377.4150390625,4702.5537109375,37.962332248687744,1694134423.478321,-3408.716552734375,1.3583954572677612,993630.5625,1385.7874755859375,250.6906080245972,5483.282537732432,0.0013937308685854,9,sac,halfcheetah
5211.171875,1000,5.285353899002075,129207.015625,-335.245849609375,1662464,378.34533190727234,24217.86742117072,4875.92578125,5211.171875,43.24768614768982,1694134506.537604,-4300.4345703125,1.3270915746688845,1048576.0,1632.3131103515625,328.4589161872864,5317.950329263006,0.0011459689121693,9,sac,halfcheetah
5280.99365234375,1000,5.237472295761108,131501.171875,-322.4004211425781,2076032,461.8983662128449,24439.27008522707,4958.5927734375,5280.99365234375,48.48515844345093,1694134590.0906382,-4980.2021484375,1.2654958963394165,1048576.0,1823.8966064453125,406.7701907157898,5281.078650424355,0.0027968252543359,9,sac,halfcheetah
5334.24609375,1000,5.240267753601074,131986.65625,-310.69921875,2489600,545.2537384033203,24426.23278400981,5023.546875,5334.24609375,53.725426197052,1694134673.4460104,-5402.64501953125,1.215740442276001,1048576.0,2023.43212890625,484.8808102607727,5294.644984371574,0.0013361535966396,9,sac,halfcheetah
5685.611328125,1000,5.310142278671265,140177.03125,-308.6287841796875,2903168,628.635906457901,24104.815517679297,5376.982421875,5685.611328125,59.03556847572327,1694134756.8281784,-5676.68115234375,1.1722253561019895,1048576.0,2212.34716796875,562.9481451511383,5297.580615257291,0.0007721668807789,9,sac,halfcheetah
5932.32177734375,1000,5.289602756500244,146422.953125,-316.6342163085937,3316736,712.1828291416168,24198.414492034284,5615.6875,5932.32177734375,64.32517123222351,1694134840.375101,-6017.73095703125,1.142095685005188,1048576.0,2189.463623046875,641.2006628513336,5285.04401078162,0.0011049053864553,9,sac,halfcheetah
6245.34716796875,1000,5.277460098266602,153036.34375,-285.3357849121094,3730304,795.4472224712372,24254.091478975275,5960.0107421875,6245.34716796875,69.60263133049011,1694134923.6394944,-6549.82275390625,1.0671653747558594,1048576.0,1756.4677734375,719.183530330658,5303.318707915551,0.0025801197625696,9,sac,halfcheetah
6280.744140625,1000,5.240444183349609,154875.25,-290.797607421875,4143872,878.5975456237793,24425.410427362745,5989.9462890625,6280.744140625,74.84307551383972,1694135006.7898176,-7125.94873046875,1.001313328742981,1048576.0,1438.1116943359375,797.0893359184265,5308.564578464887,0.0007756843697279,9,sac,halfcheetah
6383.9697265625,1000,5.2224626541137695,158649.65625,-309.6895751953125,4557440,962.1405990123748,24509.509876374803,6074.27978515625,6383.9697265625,80.06553816795349,1694135090.332871,-7643.8251953125,0.9534812569618224,1048576.0,1203.6759033203125,875.4053726196289,5280.757523237261,0.0016157501377165,9,sac,halfcheetah
7014.69970703125,1000,5.276702880859375,173211.09375,-293.05474853515625,4971008,1045.5924606323242,24257.571989566644,6721.64453125,7014.69970703125,85.34224104881287,1694135173.7847326,-8086.615234375,1.0125885009765625,1048576.0,1472.823974609375,953.5755813121796,5290.608876670577,-0.0004023496294394,9,sac,halfcheetah
6961.185546875,1000,5.257264852523804,171302.46875,-297.2767944335937,5384576,1128.8449370861051,24347.26109310477,6663.9091796875,6961.185546875,90.59950590133668,1694135257.037209,-8358.494140625,1.0707995891571045,1048576.0,1765.1160888671875,1031.5665383338928,5302.768625917228,-0.0002872064360417,9,sac,halfcheetah
6912.056640625,1000,5.242753744125366,168947.609375,-308.0968017578125,5798144,1212.3143908977509,24414.650438889512,6603.9599609375,6912.056640625,95.84225964546204,1694135340.5066628,-8435.1298828125,1.195784330368042,1048576.0,2525.070068359375,1109.788176059723,5287.130415877665,0.00104737712536,9,sac,halfcheetah
