eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-14.216452598571776,19.65625,-14.216452598571776,10.71453022956848,-0.7018284201622009,-0.0296993516385555,0,16.159836530685425,11946.3940329146,5.410098075866699,19.65625,10.71453022956848,1694113945.3467426,,,,,,,,7,sac,hopper
-0.0353939682245254,1000.0,-0.0353939682245254,1.0384323596954346,15.73415756225586,-0.6590436697006226,421760,97.92980575561523,123262.72270400122,999.3056640625,1000.0,11.752962589263916,1694114027.116712,-1023.3335571289062,0.6619288325309753,215040.015625,345.00860595703125,80.72776794433594,5742.59086933669,0.0333458669483661,7,sac,hopper
3.227802276611328,1000.0,3.227802276611328,1.0783979892730713,63.182498931884766,-0.4764124155044555,835328,160.85079193115234,118694.5833293722,1002.75146484375,1000.0,12.831360578536987,1694114090.037698,-1464.5858154296875,0.2691095471382141,628608.0,190.83206176757807,142.56583166122437,6687.919626549555,0.002072584349662,7,sac,hopper
15.51667022705078,1000.0,15.51667022705078,1.0244393348693848,92.14391326904295,-0.4755260646343231,1248896,223.92467856407168,124946.39325453067,1015.0411376953124,1000.0,13.855799913406372,1694114153.111585,-1598.58837890625,0.1576731652021408,993630.5625,128.403564453125,204.61076307296756,6665.621036075874,0.0021917903795838,7,sac,hopper
309.44683837890625,372.5,309.44683837890625,1.027618646621704,245.1759490966797,-0.377981960773468,1662464,287.08652806282043,124559.8261775416,681.56884765625,372.5,14.883418560028076,1694114216.2734342,-1685.7911376953125,0.0861963480710983,1048576.0,33.73089599609375,266.74054288864136,6656.518037356168,-0.0006889544310979,7,sac,hopper
240.48565673828125,963.0625,240.48565673828125,1.0851495265960691,834.599609375,-0.8952314853668213,2076032,353.0008406639099,117956.0944025054,1202.6529541015625,963.0625,15.968568086624146,1694114282.1877468,-1745.3516845703125,0.1368898153305053,1048576.0,67.85693359375,331.5651705265045,6379.797540995681,0.0009873552480712,7,sac,hopper
513.3726806640625,948.7578125,513.3726806640625,1.0584397315979004,1870.3026123046875,-0.7437334060668945,2489600,419.90928053855896,120932.7240642805,1461.3868408203125,948.7578125,17.027007818222046,1694114349.0961866,-1815.444091796875,0.1500598341226577,1048576.0,93.52442932128906,397.4106600284576,6280.885799895718,-0.0002169512154068,7,sac,hopper
725.0045166015625,919.3828125,725.0045166015625,1.042670488357544,2383.072265625,-0.9552866816520692,2903168,484.2886035442352,122761.6983785843,1643.4322509765625,919.3828125,18.06967830657959,1694114413.4755096,-2025.6668701171875,0.202379435300827,1048576.0,106.74524688720705,460.7431457042694,6530.108452034937,-0.0002352539740968,7,sac,hopper
747.83154296875,697.546875,747.83154296875,1.0248620510101318,1820.10009765625,-0.7760789394378662,3316736,546.8965344429016,124894.85767751838,1444.602294921875,697.546875,19.09454035758972,1694114476.0834403,-2347.998779296875,0.2217728048563003,1048576.0,97.51559448242188,522.3213832378387,6716.138956957702,-6.50936271995306e-05,7,sac,hopper
739.704345703125,991.2578125,739.704345703125,1.0613079071044922,2848.389892578125,-0.81550133228302,3730304,611.9344627857208,120605.90441582155,1730.146728515625,991.2578125,20.15584826469421,1694114541.121369,-2540.989013671875,0.2348446696996688,1048576.0,136.49693298339844,586.2934682369232,6464.819772654256,0.0003107242810074,7,sac,hopper
