,eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,1.3028299808502197,1000,10.137326717376709,1022.566162109375,-0.053150903433561325,0,1.3028299808502197,1.3028299808502197,15.452508687973022,12626.60300576001,23.329063415527344,412.1413879394531,1.2496793270111084,10.137326717376709,0.44783490896224976,1694136057.8271587,,,,,,,6,ppo,swimmer
1,95.94743347167969,1000,1.8828637599945068,2811.50927734375,-0.0636746734380722,2949120,95.94743347167969,95.94743347167969,37.5897171497345,67981.55167656604,41.38856506347656,2324.62060546875,95.88375854492188,12.020190477371216,1.1067606210708618,1694136079.9643672,-0.008378894999623299,0.002763379830867052,-0.006582640577107668,-0.0009671256993897259,20.249969482421875,145635.77503462433,6,ppo,swimmer
2,82.59864807128906,1000,1.880411148071289,2665.206298828125,-0.06724609434604645,5898240,82.59864807128906,82.59864807128906,49.561973094940186,68070.2197130068,51.42919921875,2365.256103515625,82.53140258789062,13.900601625442505,-0.8114577531814575,1694136091.936623,-0.002712835790589452,0.006077115889638662,0.00318444287404418,-0.00017983675934374332,30.336336374282837,292386.74654793163,6,ppo,swimmer
3,145.66432189941406,1000,1.881859302520752,3725.447998046875,-0.07799313962459564,8847360,145.66432189941406,145.66432189941406,61.542423486709595,68017.83737420959,-22.922718048095703,3310.474365234375,145.58633422851562,15.782460927963257,-6.14250373840332,1694136103.9170735,-0.0018658536719158292,0.009595715440809727,0.007960443384945393,0.00023058123770169914,40.429264307022095,292196.67668820836,6,ppo,swimmer
4,134.89224243164062,1000,1.8899171352386475,3620.615966796875,-0.0729309543967247,11796480,134.89224243164062,134.89224243164062,73.52582144737244,67727.83716987513,80.89628601074219,3249.2939453125,134.8193359375,17.672378063201904,1.5168534517288208,1694136115.9004714,-0.0009666521800681949,0.0085598798468709,0.008129545487463474,0.0005363180534914136,50.51709961891174,292344.1857267565,6,ppo,swimmer
5,164.30630493164062,1000,1.8876428604125977,4080.532958984375,-0.07945696264505386,14745600,164.30630493164062,164.30630493164062,85.50697302818298,67809.43720043631,191.4606170654297,3622.025390625,164.2268524169922,19.560020923614502,7.858081340789795,1694136127.881623,-0.0011015695054084063,0.008347958326339722,0.008042803965508938,0.0007964155520312488,60.604997873306274,292342.36167234264,6,ppo,swimmer
6,140.90179443359375,1000,1.884181261062622,3775.19384765625,-0.07504555583000183,17694720,140.90179443359375,140.90179443359375,97.48113512992859,67934.01603400504,-23.325618743896484,3413.09716796875,140.82675170898438,21.444202184677124,-8.918725967407227,1694136139.8557851,-0.0009853423107415438,0.005003452301025391,0.00512319291010499,0.001105083036236465,70.68946075439453,292441.9510265229,6,ppo,swimmer
7,165.99154663085938,1000,1.8790857791900635,4173.693359375,-0.0807299017906189,20643840,165.99154663085938,165.99154663085938,109.45354533195496,68118.23143867942,112.64486694335938,3733.30517578125,165.9108123779297,23.323287963867188,-1.2284138202667236,1694136151.8281953,-0.0006058803992345929,0.0065297894179821014,0.007297801319509745,0.0013738926500082016,80.77710700035095,292349.6649361727,6,ppo,swimmer
8,170.10702514648438,1000,1.881091594696045,4260.2861328125,-0.08303464949131012,23592960,170.10702514648438,170.10702514648438,121.42050099372864,68045.59669550956,60.94408416748047,3825.155517578125,170.02401733398438,25.204379558563232,-6.36136531829834,1694136163.795151,-0.0004582709225360304,0.005729732569307089,0.007168272975832224,0.0018968114163726568,90.85736846923828,292563.8396486482,6,ppo,swimmer
9,151.19424438476562,1000,1.8807790279388428,4021.4853515625,-0.07925526797771454,26542080,151.19424438476562,151.19424438476562,133.39441108703613,68056.9051965004,-90.56974029541016,3666.17529296875,151.11500549316406,27.085158586502075,-17.04682159423828,1694136175.769061,-0.0004890027339570224,0.004239835776388645,0.0056204115971922874,0.0018695784965530038,100.94472932815552,292357.93596032355,6,ppo,swimmer
