eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
2.20740270614624,1000.0,2.20740270614624,13.640560388565063,-8.532173156738281,-1171.512451171875,0,2.20740270614624,19.77535057067871,-1.3260152339935305,9383.778697780108,-32.21107482910156,2323.2119140625,-170.63113403320312,1000.0,13.640560388565063,-2.870260715484619,1694673173.0563536,,,,,,,9,ppo,miniant
191.30148315429688,1000.0,191.30148315429688,2.39758849143982,5045.53662109375,-655.1619873046875,2949120,191.30148315429688,42.014182806015015,-1.4705530405044556,53386.97631265839,-537.7114868164062,5503.771484375,534.6689453125,1000.0,16.038148880004883,-29.755069732666016,1694673195.2951858,-0.0076754647307097,94.45378112792967,94.40546417236328,-0.0406440012156963,19.835926294326782,148675.6885582636,9,ppo,miniant
940.5706176757812,962.5703125,940.5706176757812,2.67012882232666,23435.908203125,-579.616455078125,5898240,940.5706176757812,51.592193603515625,-1.236425280570984,47937.76200223371,-2672.068359375,23915.0859375,1322.2880859375,962.5703125,18.708277702331543,-119.06837463378906,1694673204.8731966,-0.0230104103684425,103.26292419433594,103.2192153930664,-0.0207053385674953,26.73671817779541,427359.6494142711,9,ppo,miniant
1643.59326171875,938.6640625,1643.59326171875,2.967527151107788,40928.4453125,-611.2863159179688,8847360,1643.59326171875,61.54705119132996,-1.0326558351516724,43133.55648733227,-1865.6923828125,41103.6640625,1969.9384765625,938.6640625,21.67580485343933,-81.80479431152344,1694673214.8280542,-0.0154149383306503,226.30145263671875,226.28570556640625,-0.0003117244632449,33.71568417549133,422572.6276605503,9,ppo,miniant
2276.131591796875,963.5390625,2276.131591796875,2.564786434173584,56851.2578125,-606.485595703125,11796480,2276.131591796875,71.12703776359558,-1.054442286491394,49906.68942041706,-2548.790771484375,57009.8046875,2632.13037109375,963.5390625,24.240591287612915,-113.392822265625,1694673224.4080408,-0.0087579535320401,312.9056396484375,312.9117736816406,0.0149148534983396,40.72436761856079,420780.8818810671,9,ppo,miniant
2870.90869140625,969.046875,2870.90869140625,2.507296323776245,70821.546875,-604.9288940429688,14745600,2870.90869140625,80.64361381530762,-1.0725950002670288,51051.00613206296,-3606.52392578125,71015.25,3233.954345703125,969.046875,26.74788761138916,-155.01156616210938,1694673233.9246168,-0.007090161088854,326.4600830078125,326.4797058105469,0.0267107095569372,47.72752594947815,421112.8551785418,9,ppo,miniant
3226.275390625,916.1875,3226.275390625,2.547006607055664,77157.5234375,-577.7752075195312,17694720,3226.275390625,90.20624613761902,-1.0303947925567627,50255.071834292496,-8654.40234375,77728.8046875,3563.656982421875,916.1875,29.294894218444824,-365.0478515625,1694673243.4872491,-0.0061286836862564,318.0426940917969,318.07281494140625,0.0362503193318843,54.73713779449463,420725.1507223888,9,ppo,miniant
3754.32373046875,939.2890625,3754.32373046875,2.5117619037628174,90832.359375,-613.620361328125,20643840,3754.32373046875,99.72627067565918,-1.0307886600494385,50960.24420477351,-10315.7607421875,91488.2578125,4078.961669921875,939.2890625,31.80665612220764,-430.6851806640625,1694673253.0072737,-0.0047160675749182,336.8964233398437,336.9382019042969,0.046458501368761,61.7389976978302,421190.9465076683,9,ppo,miniant
4167.5029296875,956.8125,4167.5029296875,2.511033058166504,101130.1640625,-641.0360107421875,23592960,4167.5029296875,109.24537897109984,-1.012080192565918,50975.03578605314,-12243.02734375,101945.71875,4482.26611328125,956.8125,34.317689180374146,-509.1492919921875,1694673262.526382,-0.0040583941154181,327.4896240234375,327.54150390625,0.0559411235153675,68.74069356918335,421200.8139436728,9,ppo,miniant
4755.0595703125,979.6015625,4755.0595703125,2.5038673877716064,115860.875,-683.7482299804688,26542080,4755.0595703125,118.76360177993774,-1.026771903038025,51120.91823437883,-11191.25,116464.140625,5049.8857421875,979.6015625,36.82155656814575,-471.2105712890625,1694673272.0446048,-0.0035268159117549,248.91542053222656,248.976318359375,0.0644441843032836,75.7487440109253,420818.8888644696,9,ppo,miniant
