eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
5036.04638671875,997.03125,5036.04638671875,2.522432565689087,123565.0625,-689.7855834960938,29491200,5036.04638671875,128.28340983390808,-1.0384697914123535,50744.666771709126,-11381.544921875,124145.328125,5342.25341796875,997.03125,39.34398913383484,-483.2120361328125,1694673281.5644128,-0.0028398360591381,202.9901123046875,203.0588836669922,0.0716076120734214,82.74008536338806,421824.6329742065,9,ppo,miniant
5223.9189453125,1000.0,5223.9189453125,2.518507957458496,128302.0859375,-681.76953125,32440320,5223.9189453125,137.80263495445251,-1.0195884704589844,50823.74253411879,-7361.7939453125,128558.671875,5541.12939453125,1000.0,41.862497091293335,-316.08709716796875,1694673291.083638,-0.0016420462634414,159.1123046875,159.1884307861328,0.0777647867798805,89.73501777648926,421608.0765092783,9,ppo,miniant
5338.6796875,994.515625,5338.6796875,2.521158218383789,130613.921875,-678.91064453125,35389440,5338.6796875,147.3242542743683,-1.0044454336166382,50770.316224760994,-11031.66796875,131117.234375,5653.28076171875,994.515625,44.38365530967712,-460.1272583007813,1694673300.6052573,-0.0004859834734816,163.4249267578125,163.50657653808594,0.0821463838219642,96.7297420501709,421620.6221446588,9,ppo,miniant
5353.482421875,987.0546875,5353.482421875,2.5097484588623047,131185.828125,-670.0718994140625,38338560,5353.482421875,156.84242033958435,-0.982653021812439,51001.12704443048,-11066.365234375,131685.078125,5669.48193359375,987.0546875,46.89340376853943,-461.79150390625,1694673310.123423,-0.0004603474226314,160.47406005859375,160.5592803955078,0.0856766328215599,103.73227643966676,421150.377272524,9,ppo,miniant
5540.27978515625,991.6328125,5540.27978515625,2.5204105377197266,135105.9375,-664.2371826171875,41287680,5540.27978515625,166.36257362365723,-0.9781402349472046,50785.377256756175,-7904.73388671875,135367.640625,5866.697265625,991.6328125,49.41381430625916,-320.0683288574219,1694673319.6435766,0.0005636283312924,180.28488159179688,180.37399291992188,0.0885472446680069,110.7258472442627,421690.1612066234,9,ppo,miniant
5576.44287109375,981.5625,5576.44287109375,2.5120718479156494,135358.453125,-645.6767578125,44236800,5576.44287109375,175.88316893577576,-0.9663527011871338,50953.95663392586,-5832.73681640625,135512.859375,5911.3623046875,981.5625,51.925886154174805,-239.38253784179688,1694673329.164172,0.0015815482474863,138.90016174316406,138.99493408203125,0.0931872799992561,117.72830033302309,421155.2669640339,9,ppo,miniant
5660.330078125,990.7890625,5660.330078125,2.5059943199157715,137947.25,-646.5235595703125,47185920,5660.330078125,185.40013217926025,-0.9603135585784912,51077.52997792197,-4351.96875,138045.96875,6003.634765625,990.7890625,54.431880474090576,-184.69564819335935,1694673338.6811352,0.0011355865281075,138.69439697265625,138.79283142089844,0.0973022207617759,124.732932806015,421024.2309458842,9,ppo,miniant
5707.0361328125,989.625,5707.0361328125,2.4926698207855225,139568.28125,-654.84912109375,50135040,5707.0361328125,194.9197211265564,-0.9557684659957886,51350.563533385655,-4417.427734375,139669.875,6040.8564453125,989.625,56.9245502948761,-184.25157165527344,1694673348.200724,0.002113566501066,164.0419464111328,164.14173889160156,0.0976775884628295,131.7517066001892,420175.9575793514,9,ppo,miniant
5793.99365234375,995.796875,5793.99365234375,2.5053036212921143,141398.59375,-644.2244873046875,53084160,5793.99365234375,204.43625473976132,-0.946158528327942,51091.611775974605,-1667.279052734375,141435.859375,6144.6201171875,995.796875,59.42985391616821,-66.17361450195312,1694673357.7172575,0.0018885539611801,146.8078155517578,146.9099578857422,0.1002318263053894,138.7561740875244,421034.1478966547,9,ppo,miniant
5804.0732421875,984.53125,5804.0732421875,2.502392292022705,141140.6875,-633.4172973632812,56033280,5804.0732421875,213.95704650878903,-0.9173425436019896,51151.05269787117,-3577.22119140625,141214.71875,6154.26953125,984.53125,61.93224620819092,-146.13540649414062,1694673367.2380495,0.0023362652864307,150.7667999267578,150.87161254882812,0.1024724766612052,145.76829934120178,420574.3470502603,9,ppo,miniant
