,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,6.422266960144043,988.5859375,6.422266960144043,14.148210048675537,294.76995849609375,-1070.625732421875,0,6.422266960144043,20.823450565338135,-1.2940458059310913,9047.080836348096,-134.48435974121094,2209.461181640625,-76.91160583496094,988.5859375,14.148210048675537,-1.0905665159225464,1694094956.1999476,,,,,,,6,ppo,ant
1,317.735595703125,1000.0,317.735595703125,2.470625877380371,8553.154296875,-685.7447509765625,2949120,317.735595703125,45.46378684043884,-1.410466194152832,51808.734447369934,-87.27664184570312,8868.7666015625,630.5804443359375,1000.0,16.618835926055908,8.337629318237305,1694094980.8402839,-0.01851421408355236,107.66123962402344,107.60009765625,-0.04263194277882576,22.1640784740448,133058.54351010176,6,ppo,ant
2,1383.0966796875,1000.0,1383.0966796875,2.4250762462615967,35402.703125,-649.2327270507812,5898240,1383.0966796875,54.975592851638794,-1.1331778764724731,52781.845600656816,-851.7110595703125,35560.45703125,1732.730712890625,1000.0,19.043912172317505,-30.837661743164062,1694094990.35209,-0.020469022914767265,162.16000366210938,162.11740112304688,-0.022132808342576027,29.24401593208313,416546.0524868995,6,ppo,ant
3,1966.294921875,972.5625,1966.294921875,2.418701171875,50350.2265625,-615.09228515625,8847360,1966.294921875,64.48744511604309,-0.9135533571243286,52920.96497426063,-737.4517822265625,50477.3984375,2322.8515625,972.5625,21.462613344192505,-23.349288940429688,1694094999.8639421,-0.013035760261118412,266.1067810058594,266.0921325683594,-0.0015986139187589288,36.33081889152527,416142.51403317554,6,ppo,ant
4,2645.43359375,972.984375,2645.43359375,2.431033134460449,66122.65625,-625.1666259765625,11796480,2645.43359375,74.00583791732788,-0.9223934412002563,52652.511471592385,2162.2314453125,66280.78125,2992.328857421875,972.984375,23.893646478652954,87.53455352783203,1694095009.382335,-0.008462268859148026,337.97967529296875,337.9849853515625,0.013758278451859951,43.41183114051819,416482.8270731252,6,ppo,ant
5,3214.36376953125,980.75,3214.36376953125,2.425884246826172,80902.53125,-636.40478515625,14745600,3214.36376953125,83.52380156517029,-0.9131300449371338,52764.26530551271,1449.28662109375,80999.90625,3557.79541015625,980.75,26.319530725479126,62.112403869628906,1694095018.9002986,-0.006909689400345087,384.4740905761719,384.4933166503906,0.026161711663007736,50.49792408943176,416184.210574341,6,ppo,ant
6,3833.95263671875,981.2890625,3833.95263671875,2.431572198867798,93989.296875,-658.0254516601562,17694720,3833.95263671875,93.04177713394165,-0.9188910722732544,52640.83873783393,-1221.112060546875,94075.0625,4156.296875,981.2890625,28.751102924346924,-50.23735046386719,1694095028.4182742,-0.005796398036181927,362.0393371582031,362.0716247558594,0.0380631685256958,57.57915019989014,416470.2487955297,6,ppo,ant
7,4283.8994140625,1000.0,4283.8994140625,2.4260337352752686,106301.859375,-676.60302734375,20643840,4283.8994140625,102.56074357032776,-0.9153994917869568,52761.01405303688,-1393.708251953125,106367.234375,4606.38134765625,1000.0,31.177136659622192,-48.20170593261719,1694095037.9372406,-0.0049444446340203285,336.0965881347656,336.1403503417969,0.048679180443286896,64.66627669334412,416123.5167347377,6,ppo,ant
8,4750.23046875,1000.0,4750.23046875,2.428956985473633,116900.59375,-698.3414916992188,23592960,4750.23046875,112.07842063903809,-0.9005754590034485,52697.51616249422,-864.1351318359375,116959.7734375,5050.98828125,1000.0,33.606093645095825,-26.30524444580078,1694095047.4549177,-0.004232799168676138,279.29022216796875,279.3443298339844,0.058321502059698105,71.7490496635437,416379.2927442791,6,ppo,ant
9,5025.90234375,997.7265625,5025.90234375,2.427190065383911,123586.8203125,-693.2947998046875,26542080,5025.90234375,121.59751200675964,-0.8883768320083618,52735.878341589254,-2801.364990234375,123671.25,5329.4453125,997.7265625,36.033283710479736,-118.5980224609375,1694095056.974009,-0.0033187204971909523,233.6295623779297,233.6931915283203,0.06693468242883682,78.83563446998596,416155.3245392645,6,ppo,ant
10,5271.56689453125,992.5390625,5271.56689453125,2.43137526512146,129711.1640625,-693.7787475585938,29491200,5271.56689453125,131.1165156364441,-0.8547527194023132,52645.10248014131,-1892.106201171875,129769.6328125,5569.47265625,992.5390625,38.464658975601196,-70.57481384277344,1694095066.4930127,-0.002623834414407611,227.804443359375,227.87576293945312,0.07394982874393463,85.9173526763916,416441.30902193015,6,ppo,ant
11,5585.39892578125,999.375,5585.39892578125,2.425943374633789,137287.765625,-700.252685546875,32440320,5585.39892578125,140.63532781600952,-0.8326581120491028,52762.97927577241,-2902.7294921875,137375.265625,5883.689453125,999.375,40.890602350234985,-116.0105972290039,1694095076.0118248,-0.002263178350403905,188.99037170410156,189.06912231445312,0.08102536201477051,93.00438833236694,416128.8503626319,6,ppo,ant
12,5844.44921875,999.8828125,5844.44921875,2.4339067935943604,143807.375,-707.9735107421875,35389440,5844.44921875,150.154767036438,-0.8158819079399109,52590.34583282926,-4962.5771484375,143941.234375,6135.5419921875,999.8828125,43.324509143829346,-206.56472778320312,1694095085.531264,-0.001967170275747776,179.28762817382812,179.37310791015625,0.08746734261512756,100.08403658866882,416563.0682816579,6,ppo,ant
13,6084.5068359375,1000.0,6084.5068359375,2.4246463775634766,149641.421875,-708.2271728515625,38338560,6084.5068359375,159.67271971702576,-0.7901145219802856,52791.203362457745,-2834.810546875,149713.8125,6375.49072265625,1000.0,45.74915552139282,-104.26133728027344,1694095095.0492167,-0.000315983867039904,148.74911499023438,148.84283447265625,0.09401854127645493,107.17163133621216,416096.02482170815,6,ppo,ant
14,6273.67529296875,993.5078125,6273.67529296875,2.4302191734313965,154035.453125,-707.7421875,41287680,6273.67529296875,169.19103598594666,-0.7717306613922119,52670.14654454719,517.6520385742188,154077.765625,6558.6689453125,993.5078125,48.17937469482422,21.23369789123535,1694095104.567533,-0.0006924773333594203,146.95616149902344,147.05496215820312,0.09949210286140442,114.25343751907349,416436.135619916,6,ppo,ant
15,6524.115234375,1000.0,6524.115234375,2.4216208457946777,160266.34375,-715.133056640625,44236800,6524.115234375,178.71025395393372,-0.7556328773498535,52857.15979125361,-714.6478271484375,160297.0625,6808.2265625,1000.0,50.6009955406189,-34.46513748168945,1694095114.086751,-0.00030881341081112623,105.72837829589844,105.83414459228516,0.1060674861073494,121.34411692619324,415915.0104909254,6,ppo,ant
16,6680.1240234375,999.2265625,6680.1240234375,2.4256787300109863,163639.09375,-709.4313354492188,47185920,6680.1240234375,188.22762632369995,-0.742499828338623,52768.7357836626,1384.5084228515625,163679.296875,6969.1767578125,999.2265625,53.02667427062988,45.747650146484375,1694095123.6041234,-8.719738980289549e-05,84.31464385986328,84.42586517333984,0.1113099679350853,128.42935132980347,416234.6412275785,6,ppo,ant
17,6807.958984375,1000.0,6807.958984375,2.4194533824920654,166851.453125,-706.9005126953125,50135040,6807.958984375,197.74386930465698,-0.7373816967010498,52904.51179024515,-503.6888427734375,166883.84375,7100.32177734375,1000.0,55.44612765312195,-26.923322677612305,1694095133.1203663,0.001671969541348517,70.67466735839844,70.79301452636719,0.11666878312826157,135.52040362358093,415893.13938467344,6,ppo,ant
18,6954.623046875,1000.0,6954.623046875,2.4293437004089355,170233.75,-700.9459228515625,53084160,6954.623046875,207.26141214370728,-0.7378926277160645,52689.12751145651,-3814.84228515625,170303.53125,7252.939453125,1000.0,57.875471353530884,-170.74380493164062,1694095142.6379092,0.0009842442814260721,39.31757736206055,39.44112777709961,0.12256412953138351,142.60299563407898,416389.9312043838,6,ppo,ant
19,7007.7412109375,996.453125,7007.7412109375,2.424407482147217,171159.109375,-690.4007568359375,56033280,7007.7412109375,216.7792465686798,-0.7289367318153381,52796.40528358486,-7344.826171875,171343.0625,7313.064453125,996.453125,60.2998788356781,-319.33935546875,1694095152.1557436,0.002041455125436187,51.41452407836914,51.54248809814453,0.12592434883117676,149.68987011909485,416138.314038928,6,ppo,ant
