eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-13.192642211914062,46.5703125,-13.192642211914062,10.996344566345217,-1.792541265487671,-0.0796531736850738,0,15.89907431602478,11640.231826833571,33.29801559448242,46.5703125,10.996344566345217,1694118114.3553004,,,,,,,7,ppo,walker2d
-17.244281768798828,163.78125,-17.244281768798828,1.0677998065948486,-1.7369850873947144,-0.2724679410457611,3932160,37.530977725982666,119872.65703688835,146.26451110839844,163.78125,12.064144372940063,1694118135.9872038,0.0023369560949504,237.43084716796875,237.4295654296875,-0.0036421590484678,20.56010675430298,191251.92524484568,7,ppo,walker2d
84.46246337890625,269.140625,84.46246337890625,1.0833008289337158,42.90013122558594,-0.4529281258583069,7864320,44.15021538734436,118157.39135544588,353.150146484375,269.140625,13.14744520187378,1694118142.6064415,-0.0167085267603397,183.6177673339844,183.59765625,-0.0033990880474448,26.090895414352417,710958.2813032041,7,ppo,walker2d
169.78936767578125,196.09375,169.78936767578125,1.0663776397705078,67.88396453857422,-0.3371219038963318,11796480,50.74836134910584,120032.524338701,365.5459899902344,196.09375,14.213822841644289,1694118149.2045877,-0.0068364711478352,100.54681396484376,100.53689575195312,-0.0030934656970202,31.617669105529785,711474.7626227359,7,ppo,walker2d
182.60760498046875,168.6015625,182.60760498046875,1.0678446292877195,69.39518737792969,-0.304828941822052,15728640,57.352845668792725,119867.6253917008,350.90435791015625,168.6015625,15.281667470932009,1694118155.8090718,-0.005769645795226,127.82337951660156,127.81486511230467,-0.0027483003214001,37.14928579330444,710851.8579550906,7,ppo,walker2d
187.76402282714844,158.8203125,187.76402282714844,1.0679771900177002,69.04324340820312,-0.2949100732803345,19660800,63.95109391212464,119852.74704029829,346.2894287109375,158.8203125,16.349644660949707,1694118162.40732,-0.0038375908043235,138.71780395507812,138.71157836914062,-0.0023929048329591,42.67459344863892,711663.5389892996,7,ppo,walker2d
192.5360412597656,151.2890625,192.5360412597656,1.0639936923980713,66.73335266113281,-0.2961569726467132,23592960,70.54947829246521,120301.46505051972,343.5289306640625,151.2890625,17.41363835334778,1694118169.0057044,-0.0039489520713686,102.3508758544922,102.34495544433594,-0.0019776485860347,48.2040433883667,711130.4095093375,7,ppo,walker2d
205.1563415527344,147.75,205.1563415527344,1.0657966136932373,69.62522888183594,-0.3045982122421264,27525120,77.15137887001038,120097.96086370526,352.60174560546875,147.75,18.479434967041016,1694118175.607605,-0.0051905992440879,60.81304168701172,60.806297302246094,-0.0015523668844252,53.735130071640015,710919.9738075583,7,ppo,walker2d
227.51101684570312,146.6875,227.51101684570312,1.0588150024414062,75.30365753173828,-0.3204995393753052,31457280,83.7448992729187,120889.8624451474,373.8780212402344,146.6875,19.538249969482425,1694118182.2011254,-0.0072602978907525,77.2901611328125,77.28182983398438,-0.0010682750726118,59.26495981216431,711081.5675180599,7,ppo,walker2d
236.77764892578125,143.6875,236.77764892578125,1.056354522705078,75.10395812988281,-0.3288759589195251,35389440,90.33118748664856,121171.44126218326,380.1362915039063,143.6875,20.5946044921875,1694118188.7874136,-0.008383946493268,96.87701416015624,96.86812591552734,-0.000509938399773,64.78983306884766,711719.4942423936,7,ppo,walker2d
247.69528198242188,142.84375,247.69528198242188,1.0826070308685305,77.7904052734375,-0.3353748321533203,39321600,96.94787836074828,118233.11354010973,390.2036743164063,142.84375,21.67721152305603,1694118195.4041045,-0.0048060715198516,137.8428955078125,137.83807373046875,-1.6507430700585246e-05,70.31889486312866,711180.3315468885,7,ppo,walker2d
273.4450988769531,145.90625,273.4450988769531,1.0613932609558103,89.0251235961914,-0.3521555662155151,43253760,103.54374480247498,120596.20567473066,418.9991760253906,145.90625,22.73860478401184,1694118201.999971,-0.0078966990113258,134.25381469726562,134.24624633789062,0.0003186992835253,75.84836173057556,711128.2324792339,7,ppo,walker2d
293.328857421875,148.0390625,293.328857421875,1.0537261962890625,99.8944091796875,-0.3627701997756958,47185920,110.13185334205627,121473.68116193869,441.005126953125,148.0390625,23.792330980300903,1694118208.5880797,-0.007961475290358,154.61492919921875,154.60765075683594,0.0006897197454236,81.37707042694092,711225.7519708087,7,ppo,walker2d
323.40576171875,153.265625,323.40576171875,1.1308724880218506,112.75875854492188,-0.3869060277938843,51118080,116.79046869277954,113186.94313971743,476.2844848632813,153.265625,24.923203468322757,1694118215.2466948,-0.0057045733556151,130.80284118652344,130.7982177734375,0.0010781445307657,86.89990401268005,711982.343656612,7,ppo,walker2d
344.69775390625,155.5234375,344.69775390625,1.0861780643463137,122.42648315429688,-0.404026985168457,55050240,123.40449738502502,117844.3978953242,499.817138671875,155.5234375,26.009381532669067,1694118221.8607235,-0.0053547015413641,129.7120361328125,129.70831298828125,0.0016210237517952,92.42276334762572,711979.0241839783,7,ppo,walker2d
339.1241455078125,151.703125,339.1241455078125,1.0799219608306885,120.98793029785156,-0.4031169414520263,58982400,130.01768565177915,118527.08310658016,490.4241943359375,151.703125,27.08930349349976,1694118228.4739118,-0.0029795120935887,207.24581909179688,207.24484252929688,0.0019927094690501,97.9511935710907,711261.5771671082,7,ppo,walker2d
379.5803527832031,161.140625,379.5803527832031,1.0842468738555908,141.17459106445312,-0.4289122521877289,62914560,136.6301929950714,118054.29472425496,540.2921142578125,161.140625,28.173550367355347,1694118235.086419,-0.0026659029535949,226.0377197265625,226.037353515625,0.0022951837163418,103.47453212738036,711917.2507581078,7,ppo,walker2d
