training/total_loss,_timestamp,eval/sps,eval/episode_reward_forward,eval/episode_y_velocity,training/walltime,eval/episode_reward_contact,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/epoch_eval_time,eval/avg_episode_length,_step,eval/episode_reward_survive,eval/episode_x_position,training/entropy_loss,eval/episode_reward_ctrl,training/policy_loss,eval/episode_forward_reward,eval/walltime,training/sps,training/v_loss,_runtime,eval/episode_x_velocity,seed,rl_algorithm,environment
,1694671212.4180152,8991.658290299216,8.059391021728516,4.685648441314697,,-1.3753763437271118,138.88247680664062,2236.456787109375,-150.27783203125,14.235416412353516,995.84375,0.0,995.84375,257.2916564941406,,-1152.8055419921875,,8.059391021728516,14.235416412353516,,,24.23245930671692,8.059391021728516,0,ppo,miniant
95.0635986328125,1694671236.6951606,53153.1097441988,238.2723693847656,-48.88139343261719,21.792106866836548,-1.5320000648498535,-1295.75732421875,7826.53564453125,580.8729248046875,2.408137559890747,1000.0,2949120.0,1000.0,7177.744140625,-0.0412539094686508,-655.8673706054688,-0.0084148766472935,238.2723693847656,16.643553972244263,135329.73282578753,95.11328125,48.50960469245911,238.2723693847656,0,ppo,miniant
146.88882446289062,1694671246.0126138,53207.3946131259,1152.3507080078125,-89.19253540039062,28.69797444343567,-1.1764265298843384,-2277.4912109375,32324.48828125,1509.934814453125,2.405680656433105,995.734375,5898240.0,995.734375,31890.0234375,-0.0192198101431131,-636.973876953125,-0.0199692416936159,1152.3507080078125,19.049234628677368,427045.5474694072,146.92800903320312,57.82705783843994,1152.3507080078125,0,ppo,miniant
220.87374877929688,1694671255.3325672,53205.369781993824,2000.1658935546875,-27.81290435791016,35.606141090393066,-1.0198643207550049,-878.5965576171875,51351.5625,2315.56298828125,2.4057722091674805,986.21875,8847360.0,986.21875,51174.5625,0.0019478342728689,-669.8018798828125,-0.0116422297433018,2000.1658935546875,21.45500683784485,426903.424702254,220.8834381103516,67.14701128005981,2000.1658935546875,0,ppo,miniant
345.2967834472656,1694671264.6507926,53457.2198090989,2415.831298828125,-23.745330810546875,42.52391362190247,-0.9584906101226808,-919.1510620117188,61440.1484375,2749.1376953125,2.3944380283355717,966.2578125,11796480.0,966.2578125,61308.6171875,0.0135605651885271,-631.9929809570312,-0.0076962122693657,2415.831298828125,23.84944486618042,426310.6348997756,345.2909240722656,76.46523666381836,2415.831298828125,0,ppo,miniant
398.96722412109375,1694671273.968408,53458.36956581267,2845.824462890625,-39.97089385986328,49.441245794296265,-0.961655855178833,-1002.8922119140624,70024.375,3166.1748046875,2.3943865299224854,948.234375,14745600.0,948.234375,69918.65625,0.0245656408369541,-626.9224243164062,-0.0060642072930932,2845.824462890625,26.243831396102905,426337.7739426142,398.94873046875,85.78285217285156,2845.824462890625,0,ppo,miniant
417.53948974609375,1694671283.2873657,53546.23782141078,3503.25146484375,-193.8929901123047,56.36373448371887,-1.0158121585845947,-5058.060546875,86932.078125,3836.736328125,2.390457391738892,994.953125,17694720.0,994.953125,86710.8515625,0.034023780375719,-660.4522705078125,-0.0051180552691221,3503.25146484375,28.6342887878418,426020.197693668,417.5105895996094,95.10180974006651,3503.25146484375,0,ppo,miniant
403.1275939941406,1694671292.6048906,53276.56860064771,3997.85791015625,-189.72262573242188,63.27222967147827,-1.0325168371200562,-4655.419921875,99235.796875,4341.55859375,2.402557134628296,1000.0,20643840.0,1000.0,99062.609375,0.0442871116101741,-655.2666015625,-0.0045572030358016,3997.85791015625,31.036845922470093,426883.1228579714,403.0878601074219,104.41933465003969,3997.85791015625,0,ppo,miniant
374.1156311035156,1694671301.920729,53343.82369452573,4430.9765625,-82.25128936767578,70.18191242218018,-1.021796941757202,-2215.8388671875,109008.171875,4775.0,2.3995280265808105,992.4140625,23592960.0,992.4140625,108929.453125,0.0542230270802974,-647.3687133789062,-0.0033766441047191,4430.9765625,33.4363739490509,426809.7547170918,374.0647277832031,113.73517298698424,4430.9765625,0,ppo,miniant
335.8788452148437,1694671311.2384195,53387.422260111765,4747.224609375,-135.5289764404297,77.09624123573303,-1.0198357105255127,-3470.7734375,116533.8046875,5109.2138671875,2.397568464279175,995.1640625,26542080.0,995.1640625,116432.671875,0.0616269260644912,-632.1551513671875,-0.0020488810259848,4747.224609375,35.83394241333008,426522.9611613777,335.8192749023437,123.05286359786987,4747.224609375,0,ppo,miniant
284.4239807128906,1694671320.5569026,53216.117913244205,4893.7109375,-107.01918029785156,84.00350904464722,-1.0123071670532229,-2538.038330078125,119776.03125,5252.041015625,2.4052863121032715,991.453125,29491200.0,991.453125,119696.0234375,0.0675142481923103,-632.1109619140625,-0.0015497682616114,4893.7109375,38.23922872543335,426958.9773533913,284.3580322265625,132.37134671211243,4893.7109375,0,ppo,miniant
227.85623168945312,1694671329.876964,53203.89343977992,5082.6513671875,16.833621978759766,90.91086459159852,-0.9941000938415528,330.4440002441406,123549.65625,5462.65380859375,2.405838966369629,989.890625,32440320.0,989.890625,123498.15625,0.0719809308648109,-608.8937377929688,-0.0004244257579557,5082.6513671875,40.64506769180298,426953.5540705815,227.78466796875,141.69140815734863,5082.6513671875,0,ppo,miniant
207.03707885742188,1694671339.1928751,53325.220918326144,5147.2958984375,42.91100311279297,97.82040047645567,-0.9777148962020874,939.71435546875,125406.734375,5528.142578125,2.400365114212036,978.1328125,35389440.0,978.1328125,125354.71875,0.0771388038992881,-596.3089599609375,3.1669438612880185e-05,5147.2958984375,43.045432806015015,426818.8267844794,206.9599151611328,151.00731921195984,5147.2958984375,0,ppo,miniant
221.1649169921875,1694671348.509122,53477.43292422059,5173.169921875,49.46643829345703,104.73695540428162,-0.9689956307411194,1164.660400390625,125705.40625,5541.13232421875,2.3935329914093018,968.6640625,38338560.0,968.6640625,125645.0859375,0.0816341489553451,-599.73291015625,0.0012345449067652,5173.169921875,45.43896579742432,426385.6834470327,221.08204650878903,160.323566198349,5173.169921875,0,ppo,miniant
232.12765502929688,1694671357.826568,53317.20839845655,5405.998046875,86.11653137207031,111.6478877067566,-0.988358736038208,2115.014892578125,131482.875,5778.78662109375,2.400725841522217,988.4453125,41287680.0,988.4453125,131421.453125,0.0840959921479225,-614.669189453125,0.0012218976626172,5405.998046875,47.83969163894653,426732.5841035727,232.04234313964844,169.64101195335388,5405.998046875,0,ppo,miniant
222.0635223388672,1694671367.1443472,53526.45829864576,5451.22412109375,98.33816528320312,118.56861567497252,-0.9885403513908386,2207.280517578125,133050.40625,5811.5244140625,2.391340732574463,983.9140625,44236800.0,983.9140625,132988.5,0.0863852873444557,-622.6253662109375,0.0019709435291588,5451.22412109375,50.231032371521,426128.58264970034,221.9751739501953,178.95879125595093,5451.22412109375,0,ppo,miniant
215.4681854248047,1694671376.462571,53336.62689201793,5438.58447265625,9.36176586151123,125.48132467269896,-0.9850549697875975,184.18801879882807,132708.046875,5796.51171875,2.3998517990112305,984.359375,47185920.0,984.359375,132665.5625,0.088074542582035,-625.447021484375,0.0020934459753334,5438.58447265625,52.63088417053223,426622.9058636712,215.3780059814453,188.27701497077945,5438.58447265625,0,ppo,miniant
211.79283142089844,1694671385.7814329,53518.40119941943,5601.53564453125,94.87771606445312,132.4027440547943,-0.9764952659606934,2368.904541015625,136788.765625,5959.306640625,2.3917007446289062,989.359375,50135040.0,989.359375,136727.5625,0.08958051353693,-630.6121826171875,0.0020903584081679,5601.53564453125,55.02258491516113,426086.0146155753,211.701171875,197.59587693214417,5601.53564453125,0,ppo,miniant
230.673095703125,1694671395.0973823,53363.10245972602,5365.95361328125,22.345592498779297,139.31250643730164,-0.9296325445175172,626.6732177734375,128584.5625,5726.32763671875,2.3986611366271973,951.546875,53084160.0,951.546875,128539.3515625,0.0922931060194969,-590.2431030273438,0.0023093114141374,5365.95361328125,57.42124605178833,426804.8359327028,230.57850646972656,206.9118266105652,5365.95361328125,0,ppo,miniant
180.06138610839844,1694671404.4172404,53420.57063106456,5772.6103515625,183.40667724609372,146.23048043251038,-0.97998046875,4189.8818359375,141183.625,6145.60546875,2.396080732345581,1000.0,56033280.0,1000.0,141085.734375,0.093686319887638,-626.025146484375,0.0025393818505108,5772.6103515625,59.81732678413391,426298.2199763262,179.9651641845703,216.23168444633484,5772.6103515625,0,ppo,miniant
