training/policy_loss,eval/sps,training/v_loss,eval/episode_reward,eval/avg_episode_length,training/walltime,eval/episode_reward_run,_step,eval/episode_x_velocity,training/sps,eval/epoch_eval_time,eval/episode_reward_ctrl,_timestamp,_runtime,eval/walltime,training/total_loss,eval/episode_x_position,training/entropy_loss,seed,rl_algorithm,environment
,6017.385233957775,,-360.3487548828125,1000,,44.06218719482422,0.0,44.06218719482422,,21.271697759628296,-404.4109497070313,1694011369.6686084,27.591188430786133,21.271697759628296,,-182.0605926513672,,2,ppo,halfcheetah
0.0334352739155292,24388.67985949651,4.089835166931152,238.1033935546875,1000,33.514042377471924,423.7047729492188,2949120.0,423.7047729492188,87996.54684396989,5.248336553573608,-185.60134887695312,1694011408.435078,66.35765814781189,26.520034313201904,4.1196370124816895,10207.365234375,-0.003633887739852,2,ppo,halfcheetah
-0.008144493214786,24411.409971944227,5.373238563537598,1302.9307861328125,1000,50.60394382476807,1513.2298583984375,5898240.0,1513.2298583984375,172565.06768601591,5.243449687957764,-210.2991180419922,1694011430.773553,88.69613289833069,31.763484001159668,5.362636566162109,40882.2578125,-0.002457357943058,2,ppo,halfcheetah
-0.0066233128309249,24425.60156477908,14.604697227478027,3001.07470703125,1000,67.7047209739685,3234.89404296875,8847360.0,3234.89404296875,172455.32026232436,5.240403175354004,-233.81956481933597,1694011453.120001,111.04258108139038,37.00388717651367,14.59720516204834,88317.203125,-0.0008700962061993,2,ppo,halfcheetah
-0.0049997819587588,24007.823155474125,17.146345138549805,4177.1953125,1000,84.81021547317505,4422.40966796875,11796480.0,4422.40966796875,172407.76056703876,5.331595420837402,-245.2138519287109,1694011475.562326,133.48490595817566,42.335482597351074,17.141780853271484,116870.78125,0.0004354648699518,2,ppo,halfcheetah
-0.0042604319751262,23948.368641433884,18.34809684753418,5305.6357421875,1000,101.9108703136444,5561.630859375,14745600.0,5561.630859375,172456.5537116622,5.344831705093384,-255.99508666992188,1694011498.0130455,155.9356255531311,47.68031430244446,18.34552383422852,142900.984375,0.0016884070355445,2,ppo,halfcheetah
-0.0035495336633175,24407.535640501574,18.697412490844727,6006.27294921875,1000,118.9960036277771,6264.7216796875,17694720.0,6264.7216796875,172613.2272881073,5.244282007217407,-258.44891357421875,1694011520.3474252,178.27000522613525,52.924596309661865,18.69663619995117,160220.40625,0.0027756851632148,2,ppo,halfcheetah
-0.003095363965258,24247.275816166697,18.15570640563965,6418.173828125,1000,136.06244897842407,6677.939453125,20643840.0,6677.939453125,172802.2408537582,5.278943538665772,-259.7665405273437,1694011542.6978295,200.62040972709656,58.20353984832764,18.156164169311523,170546.03125,0.0035528475418686,2,ppo,halfcheetah
-0.002549989381805,24422.80481154868,17.462961196899414,6788.7705078125,1000,153.17363095283508,7047.40625,23592960.0,7047.40625,172350.45506559827,5.2410032749176025,-258.6364440917969,1694011565.0551465,222.9777264595032,63.44454312324524,17.464731216430664,177731.9375,0.0043223593384027,2,ppo,halfcheetah
-0.0023310305550694,23866.144970436428,16.765329360961914,7142.94921875,1000,170.25218033790588,7399.83056640625,26542080.0,7399.83056640625,172679.77118583448,5.363245725631714,-256.8822937011719,1694011587.5022662,245.4248461723328,68.80778884887695,16.767847061157227,185480.8125,0.0048462026752531,2,ppo,halfcheetah
-0.0021578113082796,24321.91290679686,16.752357482910156,7155.74755859375,1000,187.32623767852783,7412.47021484375,29491200.0,7412.47021484375,172725.20181735395,5.262743949890137,-256.7221069335937,1694011609.844136,267.766716003418,74.07053279876709,16.755571365356445,184919.9375,0.0053720930591225,2,ppo,halfcheetah
-0.0020863797981292,24315.78591709539,16.884645462036133,7297.265625,1000,204.3966445922852,7552.365234375,32440320.0,7552.365234375,172762.13829579277,5.2640700340271,-255.1002197265625,1694011632.1835926,290.1061725616455,79.33460283279419,16.888282775878906,190415.234375,0.0057232123799622,2,ppo,halfcheetah
-0.0018305443227291,24364.49480076442,16.877731323242188,7325.4677734375,1000,221.4772264957428,7579.724609375,35389440.0,7579.724609375,172659.22300943427,5.253546237945557,-254.2569580078125,1694011654.5233152,312.4458951950073,84.58814907073975,16.88223648071289,189635.640625,0.0063361655920743,2,ppo,halfcheetah
-0.0016904077492654,24326.45451103012,16.888200759887695,7584.47509765625,1000,238.54999589920044,7840.74365234375,38338560.0,7840.74365234375,172738.23187717472,5.261761426925659,-256.2685852050781,1694011676.8631,334.7856800556183,89.8499104976654,16.89329719543457,194322.28125,0.0067850840277969,2,ppo,halfcheetah
-0.0015348218148574,24344.01861944478,16.74582862854004,7472.7744140625,1000,255.62643432617188,7726.82421875,41287680.0,7726.82421875,172701.11754345702,5.257965087890625,-254.0496826171875,1694011699.2027075,357.1252875328064,95.10787558555604,16.751466751098633,193214.59375,0.0071721309795975,2,ppo,halfcheetah
-0.0010975609766319,24336.67573913115,16.716455459594727,7499.919921875,1000,272.70071244239807,7751.26904296875,44236800.0,7751.26904296875,172722.96842801003,5.259551525115967,-251.3495178222656,1694011721.541694,379.464273929596,100.367427110672,16.72291374206543,195651.28125,0.007557027041912,2,ppo,halfcheetah
-0.0011985152959823,24343.850833621414,16.47307777404785,7588.5498046875,1000,289.7775790691376,7841.50244140625,47185920.0,7841.50244140625,172696.7870898619,5.258001327514648,-252.95361328125,1694011743.8820505,401.804630279541,105.62542843818665,16.47974395751953,197048.421875,0.0078647304326295,2,ppo,halfcheetah
-0.0006042468594387,24298.29550147606,16.62052345275879,7665.51708984375,1000,306.8441746234894,7917.115234375,50135040.0,7917.115234375,172800.72001518807,5.267859220504761,-251.5977478027344,1694011766.2216473,424.1442272663117,110.8932876586914,16.628252029418945,198216.109375,0.0083301635459065,2,ppo,halfcheetah
-0.000847382005304,24277.525282055554,16.429426193237305,7790.693359375,1000,323.9140522480011,8041.63134765625,53084160.0,8041.63134765625,172767.49516734507,5.272366046905518,-250.93772888183597,1694011788.5690098,446.4915897846222,116.16565370559692,16.437179565429688,201123.0,0.0086000012233853,2,ppo,halfcheetah
-0.0004785835335496,24318.040492976805,16.16960906982422,7758.751953125,1000,340.98538994789124,8007.845703125,56033280.0,8007.845703125,172752.7187291819,5.263581991195679,-249.0929718017578,1694011810.90903,468.8316099643707,121.4292356967926,16.17804718017578,200950.3125,0.0089156702160835,2,ppo,halfcheetah
