,eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,10.625,8.466912269592285,0,13.37113881111145,15117.67169948056,98.9923095703125,8.466912269592285,1694088028.9234428,,,,,,,9,ppo,inverted_double_pendulum
1,47.6484375,1.5664992332458496,1146880,27.997586488723755,81710.86029501517,449.89715576171875,10.033411502838135,1694088043.5498905,-0.04647432267665863,4988.52099609375,4988.47216796875,-0.002645266940817237,13.056944131851196,87836.78542380322,9,ppo,inverted_double_pendulum
2,67.3125,1.6283702850341797,2293760,32.15408420562744,78606.19981610219,636.8353271484375,11.661781787872314,1694088047.7063882,-0.01855328679084778,841.4581909179688,841.4408569335938,0.0012052443344146013,15.581202268600464,454343.3903621873,9,ppo,inverted_double_pendulum
3,88.734375,1.5770761966705322,3440640,36.27482199668884,81162.85076791413,837.36083984375,13.238857984542847,1694088051.827126,-0.007458031643182039,1650.6239013671875,1650.6190185546875,0.002494158921763301,18.120611429214478,451632.61509330437,9,ppo,inverted_double_pendulum
4,117.7578125,1.6075515747070312,4587520,40.42154097557068,79624.19496452386,1109.3031005859375,14.846409559249878,1694088055.973845,-0.020919043570756912,492.4378356933594,492.42169189453125,0.004779435694217682,20.655800342559814,452384.4333504211,9,ppo,inverted_double_pendulum
5,143.4453125,1.5697376728057861,5734400,44.52893280982971,81542.28710788967,1332.7283935546875,16.416147232055664,1694088060.0812368,-0.013841310515999794,999.6627197265625,999.6549072265625,0.006014169659465551,23.189593076705933,452633.70777898125,9,ppo,inverted_double_pendulum
6,184.4765625,1.5703613758087158,6881280,48.63737082481384,81509.90082399451,1527.8167724609375,17.98650860786438,1694088064.1896749,-0.014830567874014378,575.312744140625,575.3038940429688,0.006040356121957302,25.723833560943604,452553.7363692597,9,ppo,inverted_double_pendulum
7,216.0234375,1.5764226913452148,8028160,52.746145725250244,81196.4967915891,1829.3828125,19.562931299209595,1694088068.2984498,-0.015428918413817883,244.04083251953125,244.03292846679688,0.007548917550593615,28.252460956573486,453558.32258327305,9,ppo,inverted_double_pendulum
8,241.1640625,1.5742287635803223,9175040,56.854655027389526,81309.65648784439,2076.11572265625,21.137160062789917,1694088072.406959,-0.02260865643620491,9.309947967529297,9.297725677490234,0.010386969894170761,30.783040761947632,453208.39025285514,9,ppo,inverted_double_pendulum
9,262.6328125,1.5739786624908447,10321920,60.96344542503357,81322.57637942696,2241.66943359375,22.71113872528076,1694088076.5157495,-0.019363511353731155,3.1571013927459717,3.1504857540130615,0.012748148292303085,33.31415939331055,453111.9109902988,9,ppo,inverted_double_pendulum
10,275.78125,1.5979013442993164,11468800,65.0974645614624,80105.07060192023,2274.892578125,24.309040069580078,1694088080.6497686,-0.006708325352519751,14.321467399597168,14.327790260314941,0.013031010515987873,35.84609627723694,452965.47764708893,9,ppo,inverted_double_pendulum
11,290.734375,1.621983289718628,12615680,69.28139042854309,78915.73286319409,2519.0439453125,25.931023359298706,1694088084.8336945,-0.007837546057999134,42.000579833984375,42.0067138671875,0.013973664492368698,38.40346169471741,448461.5269138631,9,ppo,inverted_double_pendulum
12,327.84375,1.575352668762207,13762560,73.38995122909546,81251.64767110384,2792.265625,27.506376028060913,1694088088.9422553,-0.009157414548099041,7.847744941711426,7.854971885681152,0.016384713351726532,40.932706356048584,453447.6310395298,9,ppo,inverted_double_pendulum
13,334.8359375,1.5776300430297852,14909440,77.49861431121826,81134.35755456351,2850.4326171875,29.0840060710907,1694088093.0509183,-0.005201524123549461,5.663283348083496,5.677381992340088,0.01930059865117073,43.45986890792847,453821.22299448814,9,ppo,inverted_double_pendulum
14,397.9609375,1.5974640846252441,16056320,81.60842895507812,80126.99705234879,3464.107666015625,30.681470155715942,1694088097.160733,-0.0020453985780477524,4.729707717895508,4.748960018157959,0.021297939121723175,45.968501567840576,457173.35117536946,9,ppo,inverted_double_pendulum
15,291.84375,1.5791089534759521,17203200,85.71643280982971,81058.37137978667,2464.030029296875,32.260579109191895,1694088101.2687368,0.005538978613913059,157.1975860595703,157.2251739501953,0.02206694893538952,48.493566274642944,454198.2614981613,9,ppo,inverted_double_pendulum
16,621.25,1.5781021118164062,18350080,89.82358479499817,81110.0872634098,5625.21142578125,33.8386812210083,1694088105.3758888,0.00929464865475893,114.42453002929688,114.45402526855469,0.020195432007312775,51.0188262462616,454163.14078144904,9,ppo,inverted_double_pendulum
17,475.15625,1.5790183544158936,19496960,93.93176627159119,81063.02225178973,4229.2685546875,35.417699575424194,1694088109.4840703,-0.007243821397423744,15.576245307922363,15.589768409729004,0.020766008645296097,53.544251680374146,454133.38462041,9,ppo,inverted_double_pendulum
18,973.2109375,1.5791800022125244,20643840,98.04018449783325,81054.7244903459,8688.2470703125,36.99687957763672,1694088113.5924885,-0.0031967207323759794,2.5803327560424805,2.6001462936401367,0.023010171949863434,56.069751024246216,454120.0942232735,9,ppo,inverted_double_pendulum
19,515.6015625,1.580406904220581,21790720,102.14861226081848,80991.80005995136,4574.43798828125,38.5772864818573,1694088117.7009163,-0.0013993888860568404,1.3781355619430542,1.401487946510315,0.024751687422394753,58.59433126449585,454285.4220734117,9,ppo,inverted_double_pendulum
