eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0.8196883201599121,981.8671875,0.8196883201599121,14.426696300506592,94.7179718017578,-2037.238037109375,0,0.8196883201599121,21.23461651802063,-1.2403564453125,8872.440185457102,668.140869140625,2346.65087890625,-1055.79150390625,981.8671875,14.426696300506592,19.762561798095703,1694678975.6215014,,,,,,,,4,sac,miniant
3030.4580078125,970.2109375,3030.4580078125,2.44314193725586,74778.125,-1337.77099609375,421760,3030.4580078125,110.60298752784728,-0.990591049194336,52391.55288037411,-9182.3642578125,75447.546875,2661.906982421875,970.2109375,16.86983823776245,-367.3521728515625,1694679064.9898725,-1208.29931640625,0.3930683135986328,215040.015625,201.63409423828125,86.92081570625305,5232.314660438544,0.2155797928571701,4,sac,miniant
3332.266357421875,992.2578125,3332.266357421875,2.377939224243164,82485.609375,-1406.52001953125,835328,3332.266357421875,180.8270709514618,-0.9950685501098632,53828.12087669694,-14348.5107421875,83824.953125,2917.009033203125,992.2578125,19.24777746200561,-569.4081420898438,1694679135.213956,-2768.365966796875,0.5163761377334595,628608.0,457.393798828125,154.76091766357422,6096.217253036846,-0.0002845602575689,4,sac,miniant
3376.552734375,936.8046875,3376.552734375,2.388500690460205,82313.421875,-1426.6485595703125,1248896,3376.552734375,250.54867720603943,-0.8860093355178833,53590.10383008831,-3911.509521484375,82496.09375,2885.822265625,936.8046875,21.63627815246582,-154.07791137695312,1694679204.935562,-3270.228515625,0.538712739944458,993630.5625,555.0366821289062,222.08837866783145,6142.634726324368,-0.0002214456326328,4,sac,miniant
3634.574462890625,936.2109375,3634.574462890625,2.4289228916168213,87671.5703125,-1452.4708251953125,1662464,3634.574462890625,320.1636128425598,-0.8836687803268433,52698.25585726863,-8646.06640625,88194.203125,3117.430908203125,936.2109375,24.06520104408264,-345.8917541503906,1694679274.5504978,-3611.45849609375,0.5740588903427124,1048576.0,513.5025024414062,289.2683639526367,6156.119240674208,-4.933124728268013e-05,4,sac,miniant
4098.6455078125,956.3671875,4098.6455078125,2.449979066848755,100236.171875,-1483.8463134765625,2076032,4098.6455078125,389.9789958000183,-0.9036076068878174,52245.34435089598,-5015.8525390625,100444.1875,3570.2626953125,956.3671875,26.5151801109314,-205.011474609375,1694679344.3658807,-3890.431884765625,0.6416429877281189,1048576.0,609.6121826171875,356.6279683113098,6139.703520196667,-0.0015033086529001,4,sac,miniant
4546.060546875,991.546875,4546.060546875,2.3807735443115234,112007.171875,-1515.22705078125,2489600,4546.060546875,459.2957932949066,-0.8833253979682922,53764.03829160294,-10617.1787109375,112597.7265625,4021.497314453125,991.546875,28.89595365524292,-413.9431762695313,1694679413.6826782,-4092.59033203125,0.7428187131881714,1048576.0,622.14306640625,423.557864189148,6179.122118385678,-0.0005081412382423,4,sac,miniant
4828.53076171875,993.9921875,4828.53076171875,2.456218242645264,118403.3125,-1674.0972900390625,2903168,4828.53076171875,528.9239654541016,-0.8720735907554626,52112.63306234073,-2214.254150390625,118520.7265625,4147.5537109375,993.9921875,31.352171897888184,-61.88719177246094,1694679483.3108504,-4372.38623046875,0.7994065880775452,1048576.0,556.6009521484375,490.72424364089966,6157.366280209913,-0.0011604928877204,4,sac,miniant
5302.36865234375,991.8203125,5302.36865234375,2.3827500343322754,130136.921875,-1436.988525390625,3316736,5302.36865234375,598.143315076828,-0.839617133140564,53719.441047398745,4564.10205078125,130282.46875,4856.3603515625,991.8203125,33.73492193222046,202.14508056640625,1694679552.5302,-4761.083984375,0.8782711029052734,1048576.0,475.0896301269531,557.5550112724304,6188.287440901376,-0.0005597398267127,4,sac,miniant
5520.349609375,997.890625,5520.349609375,2.4012575149536133,135500.203125,-1421.572265625,3730304,5520.349609375,667.460921049118,-0.8374560475349426,53305.40319099122,15749.19140625,136504.21875,5095.830078125,997.890625,36.13617944717407,676.3701171875,1694679621.847806,-5196.04345703125,1.020788311958313,1048576.0,522.4281616210938,624.4658303260803,6180.883836863455,-0.0021639298647642,4,sac,miniant
5973.16796875,998.203125,5973.16796875,2.386167049407959,146570.328125,-1397.381103515625,4143872,5973.16796875,736.6907470226288,-0.8026651740074158,53642.5142706411,8149.1748046875,146866.390625,5573.1875,998.203125,38.52234649658203,356.9427795410156,1694679691.077632,-5572.15625,1.1949822902679443,1048576.0,593.8375244140625,691.3037130832672,6187.62867612724,-0.001532691065222,4,sac,miniant
6199.779296875,996.4921875,6199.779296875,2.4599883556365967,152011.125,-1440.524658203125,4557440,6199.779296875,806.3213698863983,-0.792657196521759,52032.766621318464,15483.8359375,152890.703125,5754.95458984375,996.4921875,40.98233485221863,666.627197265625,1694679760.7082548,-5864.67724609375,1.3654403686523438,1048576.0,835.93212890625,758.4685575962067,6157.506996391918,-0.0015408197650685,4,sac,miniant
6287.7744140625,994.578125,6287.7744140625,2.441506147384644,153678.78125,-1375.660400390625,4971008,6287.7744140625,875.6564457416534,-0.7904596328735352,52426.65480777691,13129.125,154309.03125,5905.9013671875,994.578125,43.42384099960327,568.5198974609375,1694679830.043331,-6023.63623046875,1.5524665117263794,1048576.0,979.85302734375,825.3569660186768,6182.954711493306,-0.0021012343931943,4,sac,miniant
6551.93359375,991.8515625,6551.93359375,2.4408228397369385,160155.171875,-1330.3868408203125,5384576,6551.93359375,944.9804253578186,-0.7832075357437134,52441.33163462011,12401.0947265625,160680.828125,6212.615234375,991.8515625,45.86466383934021,528.6558837890625,1694679899.3673103,-6097.4326171875,1.7643194198608398,1048576.0,1077.009765625,892.2347395420074,6183.9379245441605,-0.001727481605485,4,sac,miniant
6805.4853515625,1000.0,6805.4853515625,2.3976778984069824,166269.421875,-1460.8363037109375,5798144,6805.4853515625,1014.3065767288208,-0.7848131656646729,53384.985566678166,12200.119140625,166800.796875,6343.86474609375,1000.0,48.26234173774719,543.2730102539062,1694679968.6934617,-6245.47265625,1.8903223276138303,1048576.0,999.8076171875,959.1568517684937,6179.840806583499,-0.0013894292060285,4,sac,miniant
6867.484375,987.3515625,6867.484375,2.3973774909973145,167076.1875,-1502.3875732421875,6211712,6867.484375,1084.0272040367126,-0.8038699626922607,53391.675061882604,9010.916015625,167358.84375,6351.64453125,987.3515625,50.65971922874451,395.6389770507813,1694680038.414089,-6411.67578125,2.0245347023010254,1048576.0,1137.07861328125,1026.474389076233,6143.540250282649,-0.000180542570888,4,sac,miniant
6972.27099609375,1000.0,6972.27099609375,2.4031078815460205,170280.1875,-1477.60498046875,6625280,6972.27099609375,1153.8526902198792,-0.7815746665000916,53264.3586178296,20245.88671875,171531.5,6493.884765625,1000.0,53.06282711029053,851.3998413085938,1694680108.2395751,-6499.212890625,2.1023659706115723,1048576.0,1201.079345703125,1093.8909599781036,6134.515512543282,-0.0018765936838462,4,sac,miniant
7150.77783203125,994.5859375,7150.77783203125,2.4362728595733643,174258.65625,-1454.3880615234375,7038848,7150.77783203125,1223.1769177913666,-0.7745562791824341,52539.27100038176,7156.7060546875,174454.78125,6690.201171875,994.5859375,55.49909996986389,305.49395751953125,1694680177.5638027,-6594.99609375,2.1441755294799805,1048576.0,1135.7642822265625,1160.7730491161346,6183.538901520853,0.0010654107900336,4,sac,miniant
7209.3720703125,998.8671875,7209.3720703125,3.1674723625183105,175691.71875,-1430.729248046875,7452416,7209.3720703125,1310.867446422577,-0.7798634767532349,40410.77090826868,16554.2890625,176530.09375,6776.7314453125,998.8671875,58.6665723323822,705.84716796875,1694680265.2543314,-6632.5634765625,2.228151559829712,1048576.0,1263.8121337890625,1245.290547132492,4893.282571142351,-0.0009619852644391,4,sac,miniant
7322.7021484375,996.671875,7322.7021484375,2.4584109783172607,178080.578125,-1424.487060546875,7865984,7322.7021484375,1392.0593221187592,-0.7939167022705078,52066.15213198152,3999.3115234375,178178.375,6894.0927734375,996.671875,61.12498331069946,176.74203491210938,1694680346.446207,-6825.9228515625,2.1248745918273926,1048576.0,1014.3267211914062,1324.0189683437347,5253.096577287151,0.0017476143548265,4,sac,miniant
