,training/alpha_loss,eval/epoch_eval_time,training/critic_loss,eval/avg_episode_length,_timestamp,training/walltime,eval/episode_reward_healthy,eval/episode_reward_forward,_runtime,training/alpha,eval/episode_reward,training/sps,training/actor_loss,eval/sps,eval/walltime,eval/episode_x_velocity,eval/episode_reward_ctrl,_step,eval/episode_x_position,training/buffer_current_size
0,,10.74879002571106,,10.0234375,1694048840.100227,,10.0234375,0.6351350545883179,15.639987230300903,,10.639108657836914,,,11908.31709372167,10.74879002571106,0.6351350545883179,-0.019464727491140366,0.0,0.005393122788518667,
1,0.031628888100385666,1.0719480514526367,253.21615600585938,212.0234375,1694048921.9059074,80.73012185096741,212.0234375,373.21722412109375,97.44566750526428,0.9477294683456421,584.9915771484375,5691.04236153043,-1059.4462890625,119408.77155991136,11.820738077163696,373.21722412109375,-0.24899575114250183,421760.0,206.0865936279297,215040.015625
2,0.0009509155643172562,1.1083669662475586,244.15379333496094,660.359375,1694048985.14693,142.858500957489,660.359375,270.7411193847656,160.6866900920868,0.6426121592521667,930.2236328125,6656.6681112172755,-1431.475341796875,115485.21734940505,12.929105043411255,270.7411193847656,-0.8768788576126099,835328.0,675.74267578125,628608.0
3,0.0013376025017350912,1.0553679466247559,209.56202697753906,685.171875,1694049049.3021111,205.9542737007141,685.171875,595.4737548828125,224.84187126159668,0.5674633383750916,1279.839111328125,6554.607099956737,-1600.987060546875,121284.71440635044,13.98447299003601,595.4737548828125,-0.8065770268440247,1248896.0,1318.1826171875,993630.5625
4,0.0014081330737099051,1.0205278396606445,153.1359405517578,629.625,1694049112.6605551,268.28765988349915,629.625,551.66552734375,288.2003152370453,0.4027714133262634,1180.531982421875,6634.7751233546405,-1831.6978759765625,125425.28976236822,15.005000829696655,551.66552734375,-0.7585330009460449,1662464.0,1142.5667724609375,1048576.0
5,0.0003292360052000731,1.0508248805999756,135.66334533691406,1000.0,1694049175.7312973,330.3030104637146,1000.0,454.95654296875,351.27105736732483,0.31679776310920715,1453.829833984375,6668.800484568077,-2014.915771484375,121809.06863084316,16.05582571029663,454.95654296875,-1.12678861618042,2076032.0,1684.15283203125,1048576.0
6,0.0005697667365893722,1.1051366329193115,145.62608337402344,894.1640625,1694049239.6794155,393.1416893005371,894.1640625,552.2832641601562,415.2191755771637,0.27825623750686646,1445.341796875,6581.42417465428,-2151.851318359375,115822.782619989,17.160962343215942,552.2832641601562,-1.1055951118469238,2489600.0,1608.1614990234375,1048576.0
7,0.0003539944882504642,1.0541071891784668,160.0341339111328,990.6015625,1694049304.746122,457.15005898475647,990.6015625,379.77325439453125,480.2858819961548,0.2534855604171753,1369.380615234375,6461.155033948024,-2156.509521484375,121429.77613098208,18.21506953239441,379.77325439453125,-0.9941887259483337,2903168.0,1309.66015625,1048576.0
8,0.00015198155597317964,1.0605838298797607,191.47265625,971.6484375,1694049369.4805546,520.81982588768,971.6484375,299.1981201171875,545.0203146934509,0.24553312361240387,1269.570556640625,6495.516162805518,-2124.296630859375,120688.24395947227,19.27565336227417,299.1981201171875,-1.27617347240448,3316736.0,1115.263916015625,1048576.0
9,0.0004790092643816024,1.0443925857543945,183.02728271484375,890.53125,1694049434.1013422,584.3922555446625,890.53125,368.6463928222656,609.6411023139954,0.23298032581806183,1258.0357666015625,6505.4616007518935,-2066.786865234375,122559.27679488643,20.320045948028564,368.6463928222656,-1.1418137550354004,3730304.0,1084.555908203125,1048576.0
10,4.20618052885402e-05,1.0502026081085205,125.9824447631836,1000.0,1694049498.4691095,647.7051808834076,1000.0,288.4762268066406,674.0088696479797,0.2228459268808365,1287.2938232421875,6532.1259093190565,-2047.9659423828125,121881.2436873832,21.370248556137085,288.4762268066406,-1.182458519935608,4143872.0,1077.5635986328125,1048576.0
11,0.0005887252045795321,1.0495274066925049,61.74650955200195,1000.0,1694049562.9203131,711.102400302887,1000.0,370.52362060546875,738.4600732326508,0.19285273551940918,1369.360595703125,6523.440677477528,-2032.82275390625,121959.65458718316,22.41977596282959,370.52362060546875,-1.1630915403366089,4557440.0,1411.951416015625,1048576.0
12,0.00024789199233055115,1.0920016765594482,85.32351684570312,918.75,1694049627.3381557,774.4232802391052,918.75,177.3651885986328,802.8779158592224,0.1682361662387848,1094.97314453125,6531.305320086803,-2043.19140625,117215.93725321695,23.511777639389038,177.3651885986328,-1.1419837474822998,4971008.0,585.0897216796875,1048576.0
13,-7.147200813051313e-05,1.0704751014709473,106.5452880859375,997.5078125,1694049693.344408,839.3541569709778,997.5078125,403.67059326171875,868.8841681480408,0.15664634108543396,1399.92529296875,6369.358012949674,-2044.12646484375,119573.07537944069,24.582252740859985,403.67059326171875,-1.253029465675354,5384576.0,1388.0,1048576.0
14,-0.000175190027221106,1.0966358184814453,108.73851776123047,987.8359375,1694049757.7118661,902.6200828552246,987.8359375,417.1619873046875,933.251626253128,0.16237100958824158,1403.781494140625,6536.978542868021,-2043.1268310546875,116720.60846712688,25.67888855934143,417.1619873046875,-1.216503620147705,5798144.0,1573.60498046875,1048576.0
15,8.017068466870114e-05,1.0840480327606201,108.8779067993164,939.8984375,1694049822.708443,966.5278084278107,939.8984375,397.31890869140625,998.2482030391693,0.19432884454727173,1336.0152587890625,6471.330285886511,-2035.5869140625,118075.94878802294,26.76293659210205,397.31890869140625,-1.2021664381027222,6211712.0,1315.1436767578125,1048576.0
16,8.476323273498565e-05,1.0559091567993164,109.61154174804688,991.8046875,1694049887.5543864,1030.3131432533264,991.8046875,438.23321533203125,1063.094146490097,0.21313311159610748,1428.68310546875,6483.747418294688,-2048.23046875,121222.54947385343,27.818845748901367,438.23321533203125,-1.354790449142456,6625280.0,1533.569091796875,1048576.0
17,0.0002031918993452564,1.055849313735962,70.44961547851562,999.578125,1694049951.5902793,1093.288420200348,999.578125,348.7536315917969,1127.1300394535065,0.20259499549865723,1347.2330322265625,6567.1485708259415,-2085.693115234375,121229.42008371583,28.87469506263733,348.7536315917969,-1.0988242626190186,7038848.0,1263.387939453125,1048576.0
18,-6.545859650941566e-05,1.09320068359375,112.93016052246094,979.2578125,1694050015.9219732,1156.5220811367035,979.2578125,438.6926574707031,1191.461733341217,0.20753979682922363,1416.8167724609375,6540.314033316123,-2081.560791015625,117087.37647255877,29.96789574623108,438.6926574707031,-1.133643627166748,7452416.0,1557.12158203125,1048576.0
19,0.00019030703697353601,1.1055028438568115,110.34082794189453,998.8671875,1694050079.4583585,1218.9484972953796,998.8671875,350.87847900390625,1254.9981186389923,0.21086977422237396,1348.658447265625,6624.887755029671,-2030.142578125,115784.41494862313,31.07339859008789,350.87847900390625,-1.0872528553009033,7865984.0,1276.32666015625,1048576.0
