eval/episode_reward_healthy,eval/walltime,eval/episode_reward_ctrl,training/total_loss,_runtime,eval/episode_reward,training/walltime,_timestamp,training/policy_loss,eval/episode_x_velocity,_step,training/entropy_loss,eval/sps,eval/episode_reward_forward,training/v_loss,training/sps,eval/epoch_eval_time,eval/avg_episode_length,eval/episode_x_position,seed,rl_algorithm,environment
55.6015625,11.63673186302185,-0.1070242822170257,,17.116504907608032,37.22221755981445,,1694010050.11884,,-18.27231979370117,0.0,,10999.65192175191,-18.27231979370117,,,11.63673186302185,55.6015625,-2.5399327278137207,3,ppo,walker2d
163.1796875,12.753008127212524,-0.2764079868793487,279.673095703125,38.26350283622742,143.8831787109375,20.02643871307373,1694010071.265838,0.0204751528799533,-19.02011108398437,3932160.0,-0.0036504971794784,114666.95486247122,-19.02011108398437,279.6562805175781,196348.43999662276,1.1162762641906738,163.1796875,-3.201902389526367,3,ppo,walker2d
271.6171875,13.815059661865234,-0.4594146311283111,164.20489501953125,44.86770224571228,312.6363220214844,25.56347751617432,1694010077.8700373,-0.0145561918616294,41.47856140136719,7864320.0,-0.0033918786793947,120521.45853906788,41.47856140136719,164.22283935546875,710155.7601146124,1.06205153465271,271.6171875,29.332069396972656,3,ppo,walker2d
254.9375,14.900598526000977,-0.4378558993339538,51.22112274169922,51.49205017089844,369.0173950195313,31.09701657295227,1694010084.4943852,-0.0068600848317146,114.51773071289062,11796480.0,-0.0030999011360108,117913.7884684653,114.51773071289062,51.2310791015625,710604.905767052,1.0855388641357422,254.9375,55.89803314208984,3,ppo,walker2d
193.84375,15.964365243911743,-0.3518200516700744,87.10069274902344,58.09839487075806,380.7724914550781,36.63402986526489,1694010091.10073,-0.0063754590228199,187.28057861328125,15728640.0,-0.0027899432461708,120327.13361383544,187.28057861328125,87.10984802246094,710159.0320289208,1.0637667179107666,193.84375,81.30070495605469,3,ppo,walker2d
175.8671875,17.025901079177856,-0.3325103521347046,110.34089660644533,64.6929247379303,369.5035400390625,42.16168975830078,1694010097.6952598,-0.0048705502413213,193.9688720703125,19660800.0,-0.0024712092708796,120580.00846284388,193.9688720703125,110.34822845458984,711360.6980331759,1.0615358352661133,175.8671875,80.6071548461914,3,ppo,walker2d
182.9609375,18.09131503105164,-0.3662379384040832,160.94761657714844,71.2934021949768,433.4385986328125,47.691349506378174,1694010104.2957373,-0.0107059199362993,250.8438720703125,23592960.0,-0.0021511481609195,120141.09612032217,250.8438720703125,160.96046447753906,711103.4275422051,1.0654139518737793,182.9609375,109.95984649658205,3,ppo,walker2d
186.078125,19.153339624404907,-0.3865910172462463,141.31979370117188,77.89430546760559,481.4033203125,53.22484016418457,1694010110.8966403,-0.0125398784875869,295.7117919921875,27525120.0,-0.0016700192354619,120524.51591148994,295.7117919921875,141.33399963378906,710611.1211108105,1.0620245933532717,186.078125,131.5059051513672,3,ppo,walker2d
186.5625,20.216418981552124,-0.4044193029403686,79.51313781738281,84.49710988998413,518.0028076171875,58.75919008255005,1694010117.499445,-0.0111177265644073,331.8447570800781,31457280.0,-0.0011890472378581,120404.93415608142,331.8447570800781,79.52544403076172,710500.791963174,1.0630793571472168,186.5625,146.6655731201172,3,ppo,walker2d
186.671875,21.28132653236389,-0.4220357835292816,81.0760498046875,91.09699201583862,537.53955078125,64.2886974811554,1694010124.099327,-0.006201499607414,351.2896728515625,35389440.0,-0.0006568279932253,120198.22744465186,351.2896728515625,81.0829086303711,711123.0199261096,1.0649075508117676,186.671875,156.04678344726562,3,ppo,walker2d
187.9765625,22.34343433380127,-0.4309103786945343,73.3764877319336,97.69690489768982,550.5880126953125,69.82117223739624,1694010130.69924,-0.004196005873382,363.0423278808594,39321600.0,-0.000237722750171,120515.07373053308,363.0423278808594,73.38092041015625,710741.6071920386,1.062107801437378,187.9765625,163.02391052246094,3,ppo,walker2d
184.9296875,23.406604290008545,-0.4383992254734039,33.51576232910156,104.2977557182312,550.7225341796875,75.3534300327301,1694010137.3000908,-0.0049447319470345,366.231201171875,43253760.0,0.0002065236330963,120394.67373271518,366.231201171875,33.52050018310547,710769.480647946,1.0631699562072754,184.9296875,161.69882202148438,3,ppo,walker2d
181.046875,24.47201943397522,-0.440181016921997,34.073638916015625,110.8992314338684,545.7200317382812,80.88406896591187,1694010143.9015665,-0.003019600873813,365.11334228515625,47185920.0,0.0006472506793215,120140.961694462,365.11334228515625,34.076011657714844,710977.528547111,1.0654151439666748,181.046875,157.4171142578125,3,ppo,walker2d
179.0078125,25.608201265335083,-0.4422356188297272,41.652740478515625,117.57704949378969,545.893310546875,86.42018127441406,1694010150.5793846,-0.0019442925695329,367.3277282714844,51118080.0,0.0010597261134535,112658.02397737736,367.3277282714844,41.65362548828125,710274.6080423811,1.1361818313598633,179.0078125,155.69467163085938,3,ppo,walker2d
176.515625,26.744870901107788,-0.4436742067337036,23.261871337890625,124.24927949905396,541.6741943359375,91.95055198669434,1694010157.2516146,-0.0025543889496475,365.6022338867188,55050240.0,0.0014405732508748,112609.6765248646,365.6022338867188,23.262985229492188,711012.0106900932,1.136669635772705,176.515625,152.623046875,3,ppo,walker2d
172.75,27.891371965408325,-0.4450631141662597,35.68760681152344,130.9365918636322,529.56005859375,97.48478770256042,1694010163.938927,-0.0015066694468259,357.255126953125,58982400.0,0.001782476902008,111644.03068224872,357.255126953125,35.68733215332031,710515.4536021837,1.146501064300537,172.75,144.618896484375,3,ppo,walker2d
177.4921875,28.964014768600464,-0.4541348814964294,112.36529541015624,137.54622340202332,554.5457153320312,103.01607036590576,1694010170.5485585,-0.000480696267914,377.5076599121094,62914560.0,0.0020237348508089,119331.43038770925,377.5076599121094,112.36375427246094,710894.7850482509,1.072642803192139,177.4921875,158.30941772460938,3,ppo,walker2d
177.4609375,30.029554843902588,-0.4600079357624054,39.22982406616211,144.150324344635,558.0310668945312,108.54905319213869,1694010177.1526594,-0.0010084006935358,381.0301513671875,66846720.0,0.0021607116796076,120126.87553183468,381.0301513671875,39.22867584228516,710676.3428501696,1.065540075302124,177.4609375,159.3350830078125,3,ppo,walker2d
178.1015625,31.09798240661621,-0.4654722213745117,28.91966819763184,150.75529646873474,565.7386474609375,114.08000302314758,1694010183.7576315,-0.0015319966478273,388.1025085449219,70778880.0,0.002423645928502,119802.22568847056,388.1025085449219,28.918773651123047,710937.5640969658,1.068427562713623,178.1015625,162.8257293701172,3,ppo,walker2d
173.203125,32.16648459434509,-0.456728458404541,41.824195861816406,157.361807346344,543.672607421875,119.61256527900696,1694010190.3641424,-0.0009109163074754,370.92620849609375,74711040.0,0.0026259846054017,119793.85860881204,370.92620849609375,41.82247924804688,710730.3665377763,1.0685021877288818,173.203125,149.70620727539062,3,ppo,walker2d
