eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-0.9230337142944336,1000,10.404979944229126,983.1466064453124,-0.0787819847464561,0,-0.9230337142944336,-0.9230337142944336,15.540925979614258,12301.801703230783,143.63314819335938,397.6417236328125,-1.0018157958984375,10.404979944229126,6.120279788970947,1694142376.02116,,,,,,,,9,sac,swimmer
24.735916137695312,1000,1.8431642055511477,1711.81103515625,-0.0938842147588729,421760,24.735916137695312,24.735916137695312,100.24261474609376,69445.79306309018,326.3674621582031,1033.04150390625,24.642032623291016,12.248144149780272,9.88822078704834,1694142460.722849,-15.074176788330078,0.0437566973268985,215040.015625,0.0085413446649909,82.85440874099731,5535.589408269867,0.0893324017524719,9,sac,swimmer
29.179035186767575,1000,1.9032773971557615,1801.717529296875,-0.0928699076175689,835328,29.179035186767575,29.179035186767575,167.73324704170227,67252.41427827698,405.02197265625,1147.73828125,29.086170196533203,14.151421546936035,11.443229675292969,1694142528.213481,-28.46329116821289,0.0224233753979206,628608.0,0.0492306463420391,148.43681263923645,6306.081744757516,1.7164746168418787e-05,9,sac,swimmer
34.98224639892578,1000,1.8502659797668457,1859.3211669921875,-0.0804034173488617,1248896,34.98224639892578,34.98224639892578,235.08446431159973,69179.24309246038,439.7976684570313,1085.365234375,34.9018440246582,16.00168752670288,16.251991271972656,1694142595.5646982,-29.938234329223636,0.01763366907835,993630.5625,0.068934179842472,213.9324290752411,6314.437858663331,5.048297680332325e-05,9,sac,swimmer
37.78533554077149,1000,1.8508265018463133,1967.894287109375,-0.0822234898805618,1662464,37.78533554077149,37.78533554077149,304.24323868751526,69158.29218584893,514.0703125,1246.1917724609375,37.70310974121094,17.852514028549194,17.81764030456543,1694142664.7234726,-27.36583709716797,0.0160089489072561,1048576.0,0.0714134126901626,281.2348442077637,6144.92064193624,3.041536444925441e-07,9,sac,swimmer
42.61548614501953,1000,1.9548609256744385,2070.815673828125,-0.0826168656349182,2076032,42.61548614501953,42.61548614501953,371.57077288627625,65477.80372449731,585.3045654296875,1358.574951171875,42.53286743164063,19.807374954223636,20.83807373046875,1694142732.0510068,-32.01643753051758,0.020000122487545,1048576.0,0.0661539956927299,346.6018853187561,6326.858199038972,-3.49791043845471e-05,9,sac,swimmer
46.56873321533203,1000,1.9049577713012693,2146.361328125,-0.0822194516658783,2489600,46.56873321533203,46.56873321533203,441.0110206604004,67193.09053899063,586.4735107421875,1429.4306640625,46.486515045166016,21.712332725524902,21.27096176147461,1694142801.4912546,-35.05559539794922,0.0230899900197982,1048576.0,0.0611471235752105,414.13192987442017,6124.207420877707,-1.2663342204177752e-05,9,sac,swimmer
49.72252655029297,1000,1.9270663261413572,2191.46044921875,-0.0814445912837982,2903168,49.72252655029297,49.72252655029297,508.982400894165,66422.20782109744,699.5823974609375,1508.729248046875,49.641090393066406,23.63939905166626,26.44485092163086,1694142869.4626348,-37.214149475097656,0.023035954684019,1048576.0,0.0529164336621761,480.1707701683045,6262.496406047574,1.84756481758086e-05,9,sac,swimmer
61.28069686889648,1000,1.9299192428588867,2408.220703125,-0.0933097302913665,3316736,61.28069686889648,61.28069686889648,573.5119061470032,66324.01872442452,751.343994140625,1733.6788330078125,61.187381744384766,25.569318294525143,30.477453231811523,1694142933.99214,-40.90732955932617,0.0259017646312713,1048576.0,0.0531262718141078,542.7647705078125,6607.15080929193,-9.309394954470918e-06,9,sac,swimmer
61.50511932373047,1000,1.9291059970855715,2372.62353515625,-0.0915473997592926,3730304,61.50511932373047,61.50511932373047,643.499701499939,66351.97868514126,816.871826171875,1713.42724609375,61.41357421875,27.49842429161072,34.415985107421875,1694143003.9799354,-47.0517807006836,0.0277908537536859,1048576.0,0.0596391856670379,610.8181147575378,6077.115012634653,-4.096013435628265e-05,9,sac,swimmer
77.10843658447266,1000,1.883394241333008,2630.97509765625,-0.1000914424657821,4143872,77.10843658447266,77.10843658447266,712.7932395935059,67962.40382969717,925.9073486328124,1997.1048583984373,77.00833892822266,29.38181853294373,41.31993865966797,1694143073.2734735,-54.14729309082031,0.0363199636340141,1048576.0,0.0785218328237533,678.222912311554,6135.587005785151,-7.551324961241335e-05,9,sac,swimmer
83.62132263183594,1000,1.8382699489593504,2694.2802734375,-0.0999111756682396,4557440,83.62132263183594,83.62132263183594,781.2419922351837,69630.68730599721,973.5849609375,2099.469970703125,83.52141571044922,31.22008848190308,46.25634765625,1694143141.722226,-64.51202392578125,0.0504771955311298,1048576.0,0.1524922847747802,744.8277781009674,6209.276080633358,-6.170308915898204e-05,9,sac,swimmer
