,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,3.0728209018707275,1000.0,3.0728209018707275,14.263416290283203,83.70062255859375,-1118.805908203125,0,3.0728209018707275,21.36652898788452,-1.358603596687317,8974.007165954949,76.24446868896484,2386.83251953125,-117.0917739868164,1000.0,14.263416290283203,3.7923688888549805,1694095400.523108,,,,,,,8,ppo,ant
1,300.3604736328125,1000.0,300.3604736328125,2.4538686275482178,8164.65966796875,-694.6494140625,2949120,300.3604736328125,46.11267113685608,-1.4442124366760254,52162.53167060992,-228.5109405517578,8497.8876953125,604.2667846679688,1000.0,16.71728491783142,-0.3471348285675049,1694095425.2692502,-0.018272805958986282,105.42218780517578,105.36085510253906,-0.04306289181113243,22.286853551864624,132325.54308920214,8,ppo,ant
2,1362.58349609375,992.40625,1362.58349609375,2.4344727993011475,34557.6484375,-660.068603515625,5898240,1362.58349609375,55.63151955604553,-1.1510677337646484,52578.11877657633,-2412.2119140625,34866.84375,1693.770263671875,992.40625,19.15175771713257,-92.96001434326172,1694095434.7880986,-0.021336788311600685,147.47279357910156,147.4290771484375,-0.02238490991294384,29.365269422531128,416635.5938793281,8,ppo,ant
3,2018.43212890625,953.2890625,2018.43212890625,2.4237170219421387,50499.0078125,-632.9664306640625,8847360,2018.43212890625,65.14962458610535,-0.9410221576690674,52811.445742718286,-871.760009765625,50650.87890625,2337.81396484375,953.2890625,21.575474739074707,-29.74519920349121,1694095444.3062036,-0.013586641289293766,264.5757141113281,264.5594177246094,-0.002732409629970789,36.45310354232788,416081.97231407097,8,ppo,ant
4,2665.90185546875,957.8828125,2665.90185546875,2.428617477416992,66400.921875,-631.3701171875,11796480,2665.90185546875,74.66819715499878,-0.929214596748352,52704.883000404465,3178.82373046875,66592.859375,2991.4853515625,957.8828125,24.0040922164917,130.65603637695312,1694095453.8247762,-0.008967249654233456,329.2515869140625,329.2544860839844,0.011879165656864643,43.536561727523804,416339.0144892102,8,ppo,ant
5,3102.30029296875,934.1953125,3102.30029296875,2.4273509979248047,75479.46875,-633.4007568359375,14745600,3102.30029296875,84.18660473823547,-0.889739990234375,52732.381970893366,2559.216796875,75612.609375,3402.205078125,934.1953125,26.431443214416504,103.7384033203125,1694095463.3431838,-0.0068107652477920055,388.7997131347656,388.8175964355469,0.024671919643878937,50.621679067611694,416241.5184451153,8,ppo,ant
6,3816.475830078125,973.1640625,3816.475830078125,2.429999828338623,93777.25,-679.9478759765625,17694720,3816.475830078125,93.7047188282013,-0.9072123765945435,52674.900840430455,553.7816772460938,93853.421875,4108.78515625,973.1640625,28.861443042755127,2.618004560470581,1694095472.8612978,-0.006250299513339996,383.13165283203125,383.1600646972656,0.03469182923436165,57.70385003089905,416414.6862999616,8,ppo,ant
7,4336.87646484375,991.3046875,4336.87646484375,2.42572283744812,106552.578125,-709.3704833984375,20643840,4336.87646484375,103.22212839126587,-0.9113631248474121,52767.776278454396,-415.41534423828125,106630.0546875,4617.8994140625,991.3046875,31.287165880203247,-26.74163818359375,1694095482.3787074,-0.004919791128486395,404.6278381347656,404.6667175292969,0.04382648691534996,64.78960871696472,416203.8436052755,8,ppo,ant
8,4773.85205078125,995.96875,4773.85205078125,2.4324018955230713,117667.0625,-724.1043090820312,23592960,4773.85205078125,112.74008512496948,-0.8807854652404785,52622.882853194984,263.724365234375,117734.8515625,5044.8359375,995.96875,33.71956777572632,-3.846569061279297,1694095491.8966641,-0.0036812545731663704,417.0157775878906,417.0649108886719,0.052842333912849426,71.86904406547546,416575.5960495336,8,ppo,ant
9,5117.302734375,968.2421875,5117.302734375,2.4292118549346924,125182.765625,-700.3674926757812,26542080,5117.302734375,122.25831890106201,-0.8003143072128296,52691.9872138699,-2297.523681640625,125272.203125,5384.376953125,968.2421875,36.14877963066101,-119.02566528320312,1694095501.414898,-0.003773040371015668,414.2530822753906,414.30950927734375,0.06022300943732262,78.95271849632263,416326.30477164686,8,ppo,ant
10,5561.279296875,960.8828125,5561.279296875,2.4325618743896484,134918.75,-682.85693359375,29491200,5561.279296875,131.77634119987488,-0.7534632682800293,52619.42207826321,-5863.53271484375,135118.96875,5838.55224609375,960.8828125,38.58134150505066,-275.6288757324219,1694095510.9329202,-0.0031135641038417816,519.4956665039062,519.5592651367188,0.06665004789829254,86.03204464912415,416582.02155765065,8,ppo,ant
11,6113.216796875,980.171875,6113.216796875,2.429314613342285,148482.65625,-671.6708374023438,32440320,6113.216796875,141.2954535484314,-0.7239410877227783,52689.75837752682,-8645.0068359375,148815.625,6420.994140625,980.171875,41.010656118392944,-397.6591796875,1694095520.4520326,-0.002346125664189458,541.4431762695312,541.5125122070312,0.07167039811611176,93.11572313308716,416326.0665594318,8,ppo,ant
12,6566.5234375,991.75,6566.5234375,2.4342150688171387,160597.40625,-653.46337890625,35389440,6566.5234375,150.8129744529724,-0.6892768740653992,52583.68565691248,-14425.7216796875,161312.9375,6904.1201171875,991.75,43.44487118721008,-643.91552734375,1694095529.9695535,-0.002703956328332424,437.0990295410156,437.1731872558594,0.07682130485773087,100.19303941726685,416700.32560115046,8,ppo,ant
13,6907.2001953125,992.1953125,6907.2001953125,2.4262607097625732,168568.53125,-651.3525390625,38338560,6907.2001953125,160.33013796806335,-0.6726261377334595,52756.07830805854,-16423.037109375,169444.34375,7247.3701171875,992.1953125,45.871131896972656,-742.871826171875,1694095539.486717,-0.001852704444900155,281.7870788574219,281.8683776855469,0.08314219862222672,107.27807903289795,416246.0847069386,8,ppo,ant
14,7107.8095703125,996.984375,7107.8095703125,2.4324467182159424,173220.9375,-646.510498046875,41287680,7107.8095703125,169.84880757331848,-0.6671745181083679,52621.91317139334,-16087.0615234375,174042.6875,7457.61669921875,996.984375,48.3035786151886,-741.9778442382812,1694095549.0053866,-0.000861319073010236,162.26156616210938,162.3499298095703,0.08921370655298233,114.35849642753601,416517.81747123314,8,ppo,ant
15,7323.1005859375,1000.0,7323.1005859375,2.4217827320098877,179175.84375,-640.65625,44236800,7323.1005859375,179.36770009994507,-0.6842073202133179,52853.626507515044,-25842.9765625,181092.234375,7681.76025390625,1000.0,50.725361347198486,-1129.186767578125,1694095558.524279,-0.0014919700333848596,90.93367767333984,91.0259780883789,0.09378015249967575,121.44983458518982,415876.3740263834,8,ppo,ant
16,7474.75341796875,1000.0,7474.75341796875,2.4293243885040283,183017.5625,-641.8670654296875,47185920,7474.75341796875,188.88717675209045,-0.6708998084068298,52689.546363473535,-27410.505859375,185112.3125,7832.2158203125,1000.0,53.154685735702515,-1191.709228515625,1694095568.0437558,-0.0002188692451454699,70.57963562011719,70.6793212890625,0.09990301728248596,128.53427410125732,416281.34354332444,8,ppo,ant
17,7589.9541015625,998.078125,7589.9541015625,2.4230403900146484,185281.171875,-627.9019775390625,50135040,7589.9541015625,198.40612149238586,-0.6558708548545837,52826.19329314035,-26815.05078125,187270.90625,7959.47412109375,998.078125,55.57772612571716,-1178.3463134765625,1694095577.5627005,-0.00026400297065265477,71.27458190917969,71.38105010986328,0.10672539472579956,135.6245665550232,415937.709090354,8,ppo,ant
18,7757.02294921875,999.609375,7757.02294921875,2.430813789367676,189731.625,-637.6802978515625,53084160,7757.02294921875,207.92478203773499,-0.6718886494636536,52657.26258418851,-26978.30859375,191691.15625,8118.2802734375,999.609375,58.00853991508484,-1181.330810546875,1694095587.081361,0.001273204106837511,32.31575393676758,32.42983627319336,0.1128065437078476,142.7067587375641,416413.43866242527,8,ppo,ant
19,7732.796875,995.90625,7732.796875,2.4209303855895996,189138.9375,-608.36865234375,56033280,7732.796875,217.44309830665588,-0.6432167291641235,52872.234890317406,-26809.62890625,191071.203125,8119.6923828125,995.90625,60.42947030067444,-1159.641357421875,1694095596.5996773,0.0017747239908203483,46.69025421142578,46.80863952636719,0.11661675572395325,149.79855823516846,415849.3201896389,8,ppo,ant
