eval/episode_reward,eval/sps,eval/avg_episode_length,training/entropy_loss,training/policy_loss,training/total_loss,training/walltime,training/sps,_step,eval/epoch_eval_time,eval/walltime,training/v_loss,_runtime,_timestamp,seed,rl_algorithm,environment
116.11743927001952,15005.581545863231,12.4453125,,,,,,0.0,8.53015923500061,8.53015923500061,,13.663434982299805,1694006634.354807,1,ppo,inverted_double_pendulum
456.9778442382813,80772.13741365308,48.390625,-0.0027567590586841,-0.0422506742179393,5418.19775390625,12.942533016204834,88613.25666034901,1146880.0,1.584704875946045,10.114864110946655,5418.2421875,28.193531036376957,1694006648.884903,1,ppo,inverted_double_pendulum
648.77734375,81143.13766031513,68.734375,0.0004940415965393,-0.0161297731101512,2035.559814453125,15.469765424728394,453808.6786683863,2293760.0,1.5774593353271484,11.692323446273804,2035.575439453125,32.30212950706482,1694006652.9935014,1,ppo,inverted_double_pendulum
845.5323486328125,81283.06601378298,90.4296875,0.001928225159645,-0.0141296479851007,2679.936279296875,17.99926257133484,453402.3695336624,3440640.0,1.5747437477111816,13.267067193984984,2679.948486328125,36.41036295890808,1694006657.1017349,1,ppo,inverted_double_pendulum
946.8663330078124,76676.22641121392,104.4921875,0.0028200417291373,-0.014192147180438,2019.1490478515625,20.53375887870789,452508.0571881825,4587520.0,1.6693570613861084,14.936424255371094,2019.1605224609373,40.61850094795227,1694006661.3098729,1,ppo,inverted_double_pendulum
1115.123779296875,81278.11915058023,128.9375,0.0043706241995096,-0.0119477631524205,370.84368896484375,23.074239015579224,451442.22281242086,5734400.0,1.5748395919799805,16.511263847351074,370.8512573242188,44.73791480064392,1694006665.4292867,1,ppo,inverted_double_pendulum
1130.81103515625,81113.51854425904,135.40625,0.0066291606053709,-0.0085010742768645,133.04299926757812,25.61613392829895,451190.9576831734,6881280.0,1.5780353546142578,18.08929920196533,133.04486083984375,48.861997842788696,1694006669.5533698,1,ppo,inverted_double_pendulum
1182.79150390625,80898.77882787306,139.5859375,0.0095779299736022,-0.0087141646072268,166.1977996826172,28.157341718673703,451312.9561242482,8028160.0,1.5822241306304932,19.671523332595825,166.1969451904297,52.98966765403748,1694006673.6810396,1,ppo,inverted_double_pendulum
1299.0047607421875,81187.07898649928,147.359375,0.0108857518061995,-0.0136029198765754,57.8808708190918,30.69915795326233,451204.9236264381,9175040.0,1.5766055583953855,21.24812889099121,57.88358688354492,57.112266302108765,1694006677.8036382,1,ppo,inverted_double_pendulum
1328.4156494140625,81095.48305859976,146.453125,0.0125399492681026,-0.0057477462105453,92.94271850585938,33.24094843864441,451209.4944865615,10321920.0,1.578386306762695,22.826515197753903,92.9359359741211,61.236525535583496,1694006681.9278977,1,ppo,inverted_double_pendulum
1391.414794921875,81581.28133162939,156.6875,0.0148849738761782,-0.0107804369181394,18.33364486694336,35.782270193099976,451292.7172599201,11468800.0,1.5689873695373535,24.39550256729126,18.329540252685547,65.35093760490417,1694006686.0423095,1,ppo,inverted_double_pendulum
1547.2008056640625,81440.55996035303,171.2578125,0.0159235186874866,-0.0042041987180709,35.19277572631836,38.32418203353882,451187.9530023352,12615680.0,1.5716984272003174,25.967200994491577,35.18105697631836,69.46857190132141,1694006690.1599438,1,ppo,inverted_double_pendulum
1574.560546875,81667.67956910473,175.7109375,0.0168147664517164,-0.003622518852353,47.95028305053711,40.86338996887207,451668.4057422342,13762560.0,1.5673274993896484,27.534528493881226,47.93709182739258,73.57908654212952,1694006694.2704585,1,ppo,inverted_double_pendulum
1570.074951171875,76862.42741232463,169.0546875,0.0176350008696317,-0.0048317415639758,29.322378158569336,43.40724730491638,450842.8927006552,14909440.0,1.6653130054473877,29.199841499328613,29.309574127197266,77.79259181022644,1694006698.4839635,1,ppo,inverted_double_pendulum
1703.00048828125,76810.8084056666,190.109375,0.0185951143503189,-0.0013149094302207,93.00509643554688,45.94587731361389,451771.2293917252,16056320.0,1.6664321422576904,30.866273641586304,92.9878158569336,82.00175380706787,1694006702.6931255,1,ppo,inverted_double_pendulum
1836.763671875,80736.14662442515,201.46875,0.0197673216462135,-0.0064048119820654,8.978883743286133,48.488386154174805,451082.0106910552,17203200.0,1.5854113101959229,32.45168495178223,8.965520858764648,86.13363075256348,1694006706.825003,1,ppo,inverted_double_pendulum
1909.4637451171875,80894.20772720917,210.7734375,0.0206178035587072,-0.0073089092038571,12.047968864440918,51.02813386917114,451572.41139663896,18350080.0,1.5823135375976562,34.03399848937988,12.034659385681152,90.25967645645142,1694006710.9510484,1,ppo,inverted_double_pendulum
2044.093505859375,80064.74007748908,216.046875,0.021381476894021,-0.0027986215427517,52.920406341552734,53.57001829147339,451192.8197589893,19496960.0,1.5987062454223633,35.632704734802246,52.90182113647461,94.40449285507202,1694006715.0958648,1,ppo,inverted_double_pendulum
2350.93310546875,80534.28097621417,248.4765625,0.0227687023580074,-0.0115505475550889,3.94343638420105,56.11133003234863,451294.4954974344,20643840.0,1.5893852710723877,37.22209000587464,3.932217836380005,98.5393934249878,1694006719.230765,1,ppo,inverted_double_pendulum
2807.3916015625,81009.04380911913,296.625,0.0237953010946512,-0.0060279266908764,9.16971206665039,58.65280818939209,451264.9447021745,21790720.0,1.5800704956054688,38.8021605014801,9.151944160461426,102.66516757011414,1694006723.3565395,1,ppo,inverted_double_pendulum
