training/policy_loss,training/sps,eval/episode_reward,training/total_loss,eval/episode_reward_ctrl,eval/epoch_eval_time,eval/walltime,eval/sps,training/entropy_loss,eval/episode_reward_dist,_runtime,eval/avg_episode_length,_timestamp,training/walltime,_step,training/v_loss,seed,rl_algorithm,environment
,,-713.2069091796875,,-135.54478454589844,10.06743574142456,10.06743574142456,12714.26044204259,,-42.73637771606445,17.24431800842285,1000,1694008232.053343,,0.0,,0,ppo,reacher
-0.0562179759144783,220372.59715155984,-508.9840087890625,476.496826171875,-85.04888153076172,0.6579151153564453,10.725350856781006,194553.97362416904,-0.0010999706573784,-42.16992950439453,32.774818897247314,1000,1694008247.583844,14.869362354278564,3276800.0,476.5541076660156,0,ppo,reacher
-0.0703608840703964,1056953.1146670587,-372.8257446289063,37.54859924316406,-50.26901626586914,0.7030341625213623,11.428385019302368,182067.9660017384,-0.0006343807326629,-42.91847229003906,36.58209943771362,1000,1694008251.3911245,17.969594478607178,6553600.0,37.61959457397461,0,ppo,reacher
-0.0565380826592445,1056149.2651507356,-286.19793701171875,21.48417091369629,-29.188915252685547,0.7003626823425293,12.128747701644896,182762.45040908465,-0.0001158225932158,-42.34177780151367,40.38914227485657,1000,1694008255.198167,21.07218623161316,9830400.0,21.54082298278809,0,ppo,reacher
-0.0373105183243751,1055304.7432332025,-235.974853515625,16.054241180419922,-17.47161102294922,0.6987338066101074,12.827481508255005,183188.50295935923,0.0004038972547277,-41.494537353515625,44.1969301700592,1000,1694008259.0059552,24.177260875701904,13107200.0,16.091148376464844,0,ppo,reacher
-0.0227737072855234,1056457.7623294764,-196.3282623291016,14.414010047912598,-11.333606719970703,0.7021446228027344,13.52962613105774,182298.6260139192,0.0008957252139225,-37.71735382080078,48.004794120788574,1000,1694008262.8138192,27.2789466381073,16384000.0,14.435888290405272,0,ppo,reacher
-0.024268127977848,1056752.057906517,-132.58338928222656,15.013750076293944,-8.477161407470703,0.7027945518493652,14.232420682907104,182130.0402275104,0.0012836267706006,-24.616315841674805,51.81248664855957,1000,1694008266.6215117,30.37976861000061,19660800.0,15.036735534667969,0,ppo,reacher
-0.0273821130394935,1056929.543020605,-90.38446044921876,8.669526100158691,-5.979268550872803,0.7028584480285645,14.935279130935667,182113.4829623589,0.0016565592959523,-16.554561614990234,55.6197075843811,1000,1694008270.4287326,33.48006987571716,22937600.0,8.69525146484375,0,ppo,reacher
-0.0299829971045255,1057189.132929854,-59.465965270996094,3.620693445205689,-4.14918851852417,0.7042267322540283,15.639505863189695,181759.6437873192,0.0020826808176934,-10.644384384155272,59.42767143249512,1000,1694008274.2366965,36.579609870910645,26214400.0,3.64859390258789,0,ppo,reacher
-0.0289531499147415,1056805.1996688077,-41.33613967895508,1.4462461471557615,-2.891000270843506,0.7032797336578369,16.342785596847534,182004.39153031984,0.0025332369841635,-7.36528730392456,63.23571515083313,1000,1694008278.0447402,39.68027591705322,29491200.0,1.4726662635803225,0,ppo,reacher
-0.0292576551437377,1058280.6740646265,-30.89635467529297,0.5555740594863892,-2.158872127532959,0.709848165512085,17.05263376235962,180320.25187761203,0.0030150089878588,-5.483400344848633,67.04569458961487,1000,1694008281.8547196,42.77661895751953,32768000.0,0.5818167328834534,0,ppo,reacher
-0.0178019236773252,1058265.110148881,-25.281959533691406,0.3990663886070251,-1.5925288200378418,0.7096941471099854,17.762327909469604,180359.3851256084,0.0034604961983859,-4.645183086395264,70.85579919815063,1000,1694008285.6648242,45.87300753593445,36044800.0,0.4134078025817871,0,ppo,reacher
-0.0122435335069894,1058020.955132919,-21.37217712402344,0.2807174324989319,-1.2409464120864868,0.710169792175293,18.472497701644897,180238.5871805787,0.0039139511063694,-4.019423961639404,74.66703867912292,1000,1694008289.4760635,48.97011065483093,39321600.0,0.2890470027923584,0,ppo,reacher
-0.0126265902072191,1059270.615043684,-18.186203002929688,0.1523790210485458,-1.1072790622711182,0.7135312557220459,19.186028957366943,179389.4786998119,0.0043506538495421,-3.355020523071289,78.47767472267151,1000,1694008293.2866998,52.063560009002686,42598400.0,0.1606549471616745,0,ppo,reacher
-0.0055164811201393,1058612.1882282875,-16.629581451416016,0.1839412152767181,-0.8809506297111511,0.7100682258605957,19.89609718322754,180264.3680399377,0.0046973414719104,-3.198182344436645,82.28712701797485,1000,1694008297.096152,55.15893340110779,45875200.0,0.1847603321075439,0,ppo,reacher
-0.00549400690943,1058075.364978732,-16.50777816772461,0.1078108996152877,-0.8746143579483032,0.7087147235870361,20.60481190681457,180608.63664882013,0.0050622187554836,-3.170154571533203,86.0968759059906,1000,1694008300.905901,58.25587725639343,49152000.0,0.1082426905632019,0,ppo,reacher
-0.0031250028405338,1057766.0853167495,-16.350975036621094,0.1412470936775207,-0.8137125968933105,0.7071423530578613,21.31195425987244,181010.2300427853,0.0052893669344484,-3.1925525665283203,89.9058289527893,1000,1694008304.714854,61.353726625442505,52428800.0,0.1390827298164367,0,ppo,reacher
-0.0015757395885884,1059923.1586259117,-15.845064163208008,0.1258758008480072,-0.7673345804214478,0.6155552864074707,21.927509546279907,207942.32918872143,0.0055135432630777,-3.1099724769592285,93.61706399917604,1000,1694008308.426089,64.4452714920044,55705600.0,0.1219380050897598,0,ppo,reacher
0.0001326580677414,1057682.8110381863,-14.412759780883787,0.079553909599781,-0.724876344203949,0.7078876495361328,22.63539719581604,180819.654197776,0.0057910932227969,-2.7969064712524414,97.42702984809875,1000,1694008312.236055,67.54336476325989,58982400.0,0.073630154132843,0,ppo,reacher
0.0003933294210582,1059128.6617779718,-14.601635932922363,0.1003905832767486,-0.7113947868347168,0.7127130031585693,23.34811019897461,179595.43242895158,0.0059503419324755,-2.8565266132354736,101.23753118515016,1000,1694008316.0465562,70.6372287273407,62259200.0,0.094046913087368,0,ppo,reacher
