training/entropy_loss,_runtime,eval/sps,training/sps,training/walltime,eval/avg_episode_length,eval/epoch_eval_time,eval/walltime,_step,training/v_loss,eval/episode_reward,training/total_loss,training/policy_loss,_timestamp,seed,rl_algorithm,environment
,13.901889324188232,14524.252134983251,,,9.2265625,8.812846183776855,8.812846183776855,0.0,,85.80919647216797,,,1694006971.7547662,4,ppo,inverted_double_pendulum
-0.0026033308822661,28.63105034828186,79518.05390161682,87439.63252098538,13.116249084472656,46.40625,1.609697341918945,10.4225435256958,1146880.0,5149.7568359375,438.0434265136719,5149.70849609375,-0.0461522080004215,1694006986.4839272,4,ppo,inverted_double_pendulum
0.0015496333362534,32.728846311569214,82270.34190396972,451957.6104729741,15.653832197189333,58.0625,1.5558462142944336,11.978389739990234,2293760.0,1464.5628662109375,548.61572265625,1464.550537109375,-0.0137293729931116,1694006990.5817232,4,ppo,inverted_double_pendulum
0.004179807845503,36.837464809417725,81662.23860659545,452068.5103202922,18.19079279899597,64.5703125,1.567431926727295,13.54582166671753,3440640.0,534.9860229492188,610.2965087890625,534.9841918945312,-0.0059833955019712,1694006994.6903417,4,ppo,inverted_double_pendulum
0.0062044947408139,40.94944715499878,81533.69282593716,451898.7634898266,20.72870635986328,68.53125,1.5699031352996826,15.115724802017212,4587520.0,479.3081665039063,647.909423828125,479.30999755859375,-0.004350412171334,1694006998.802324,4,ppo,inverted_double_pendulum
0.0085994731634855,45.0550811290741,81943.54426480875,451646.9900396359,23.26803469657898,69.9765625,1.5620510578155518,16.677775859832764,5734400.0,494.0025329589844,661.40478515625,494.0086059570313,-0.0025246746372431,1694007002.907958,4,ppo,inverted_double_pendulum
0.0099038016051054,49.16713643074036,81617.22321612087,451657.8460627847,25.807301998138428,71.34375,1.5682964324951172,18.24607229232788,6881280.0,243.6881103515625,674.31787109375,243.6949157714844,-0.0030776609200984,1694007007.020013,4,ppo,inverted_double_pendulum
0.0113968960940837,53.275641441345215,81770.647788387,451732.58019455336,28.3461492061615,75.4140625,1.5653538703918457,19.811426162719727,8028160.0,348.4764709472656,712.8109741210938,348.4867248535156,-0.0011412281310185,1694007011.1285183,4,ppo,inverted_double_pendulum
0.0122814737260341,57.38353514671326,81824.96038841605,451641.1805853654,30.88551020622253,74.4765625,1.564314842224121,21.375741004943848,9175040.0,305.9259033203125,703.8590087890625,305.936767578125,-0.0014088939642533,1694007015.236412,4,ppo,inverted_double_pendulum
0.0132838152348995,61.49323320388794,81669.50580806764,451844.3457943091,33.42372941970825,76.1640625,1.5672924518585205,22.943033456802368,10321920.0,336.143798828125,719.6167602539062,336.1549987792969,-0.0021091583184897,1694007019.34611,4,ppo,inverted_double_pendulum
0.0141896978020668,65.59246873855591,82209.00348377421,451878.896540607,35.96175456047058,79.0625,1.557007074356079,24.500040531158447,11468800.0,328.04315185546875,746.2134399414062,328.0533142089844,-0.0040330947376787,1694007023.4453456,4,ppo,inverted_double_pendulum
0.0143558960407972,69.67664790153503,82859.22120767723,452402.4301410806,38.49684262275696,85.5078125,1.544788837432861,26.04482936859131,12615680.0,1420.5789794921875,803.5685424804688,1420.5946044921875,0.0013087190454825,1694007027.5295248,4,ppo,inverted_double_pendulum
0.0131716867908835,73.76899719238281,82490.2673419486,452159.95548299816,41.03329014778137,90.7734375,1.5516982078552246,27.596527576446533,13762560.0,2625.439208984375,846.068359375,2625.448974609375,-0.0036015375517308,1694007031.621874,4,ppo,inverted_double_pendulum
0.0134744569659233,77.94851779937744,78007.29202098654,452503.6302461058,43.567811250686646,109.4453125,1.6408722400665283,29.23739981651306,14909440.0,960.157958984375,1000.5032958984376,960.1658935546876,-0.0054884161800146,1694007035.8013947,4,ppo,inverted_double_pendulum
0.0136816706508398,82.04895877838135,82003.93591340746,452344.65829024,46.10322308540344,123.53125,1.5609006881713867,30.79830050468445,16056320.0,826.8793334960938,1107.2088623046875,826.8905029296875,-0.0025834224652498,1694007039.9018357,4,ppo,inverted_double_pendulum
0.0143044460564851,86.16924738883972,80977.84911843392,452292.8548505356,48.63892531394959,140.21875,1.580679178237915,32.37897968292236,17203200.0,521.9008178710938,1216.54541015625,521.91162109375,-0.0035212945658713,1694007044.0221243,4,ppo,inverted_double_pendulum
0.0146835967898368,90.26715874671936,82314.71776128635,451746.0706009807,51.1776967048645,151.71875,1.5550074577331543,33.93398714065552,18350080.0,775.8738403320312,1300.58740234375,775.8877563476562,-0.0008246685029007,1694007048.1200356,4,ppo,inverted_double_pendulum
0.0152296451851725,94.4293339252472,79035.28912966671,451818.7120457511,53.716059923172,173.6015625,1.6195297241210938,35.55351686477661,19496960.0,622.205810546875,1491.211669921875,622.2158203125,-0.0051431795582175,1694007052.2822108,4,ppo,inverted_double_pendulum
0.0159000288695096,98.54435443878174,81541.39539786353,451354.32865552267,56.25703477859497,184.7421875,1.5697548389434814,37.12327170372009,20643840.0,564.3662109375,1628.310546875,564.3749389648438,-0.0071952687576413,1694007056.397231,4,ppo,inverted_double_pendulum
0.016743678599596,102.66978764533997,81088.89328582627,451052.1916592591,58.79971170425415,214.109375,1.578514575958252,38.701786279678345,21790720.0,387.8991394042969,1885.9390869140625,387.9098815917969,-0.0059812464751303,1694007060.5226643,4,ppo,inverted_double_pendulum
