eval/walltime,eval/episode_x_position,eval/avg_episode_length,_runtime,eval/episode_reward_ctrl,_step,_timestamp,eval/episode_reward,eval/epoch_eval_time,eval/episode_x_velocity,eval/sps,training/total_loss,training/policy_loss,eval/episode_reward_run,training/v_loss,training/sps,training/walltime,training/entropy_loss,seed,rl_algorithm,environment
21.60390281677246,-6760.08544921875,1000,29.14618754386902,-344.5834655761719,0.0,1694012331.7048116,-506.129150390625,21.60390281677246,-161.54571533203125,5924.855387732331,,,-161.54571533203125,,,,,4,ppo,halfcheetah
26.91784644126892,9340.3173828125,1000,68.21589756011963,-164.52755737304688,2949120.0,1694012370.7745216,231.02972412109372,5.31394362449646,395.5572814941406,24087.5720641709,3.247788429260254,0.0255979839712381,395.5572814941406,3.225819826126098,87376.87059830259,33.751723766326904,-0.0036296301987022,4,ppo,halfcheetah
32.25742816925049,21201.1328125,1000,90.66196751594543,-180.95864868164065,5898240.0,1694012393.2205915,689.0360717773438,5.339581727981567,869.9947509765625,23971.91512758916,4.504570960998535,-0.0076238727197051,869.9947509765625,4.514837741851807,172449.7230765044,50.85305595397949,-0.0026428615674376,4,ppo,halfcheetah
37.57259941101074,28226.78125,1000,113.10201096534728,-183.61477661132807,8847360.0,1694012415.660635,957.8721923828124,5.315171241760254,1141.487060546875,24082.008683808566,6.684579372406006,-0.0053963991813361,1141.487060546875,6.691597938537598,172263.73214022355,67.97285223007202,-0.0016223542625084,4,ppo,halfcheetah
42.88958811759949,32908.18359375,1000,135.54160976409912,-183.4770050048828,11796480.0,1694012438.1002338,1154.5277099609375,5.316988706588745,1338.0048828125,24073.77691838691,7.643753051757812,-0.0045913374051451,1338.0048828125,7.649157047271728,172285.36929402742,85.09049844741821,-0.0008120526908896,4,ppo,halfcheetah
48.13622236251831,38608.609375,1000,157.8883707523346,-181.0457000732422,14745600.0,1694012460.4469948,1370.6435546875,5.246634244918823,1551.689208984375,24396.592944126685,8.238917350769043,-0.004576024133712,1551.689208984375,8.243657112121582,172511.1821903553,102.18573808670044,-0.0001642313436605,4,ppo,halfcheetah
53.4473569393158,46459.1328125,1000,180.2748351097107,-179.5650634765625,17694720.0,1694012482.8334591,1663.20947265625,5.311134576797485,1842.774658203125,24100.31192942989,8.991141319274902,-0.0044609606266021,1842.774658203125,8.99513053894043,172763.12036404223,119.25604796409608,0.0004723785677924,4,ppo,halfcheetah
58.75809288024902,57054.9765625,1000,202.68101239204407,-179.50877380371094,20643840.0,1694012505.2396364,2027.93310546875,5.310735940933228,2207.442138671875,24102.12095341107,10.33106803894043,-0.0046658874489367,2207.442138671875,10.334698677062988,172559.70169443518,136.34648084640503,0.0010344544425606,4,ppo,halfcheetah
64.0298638343811,66189.484375,1000,225.09173393249512,-180.8891448974609,23592960.0,1694012527.650358,2431.201416015625,5.27177095413208,2612.09033203125,24280.265799422108,11.826861381530762,-0.0041193105280399,2612.09033203125,11.829434394836426,172123.0792983226,153.4802668094635,0.001546932850033,4,ppo,halfcheetah
69.39342474937439,76815.671875,1000,247.56970167160037,-182.36224365234372,26542080.0,1694012550.1283257,2789.124755859375,5.363560914993286,2971.48681640625,23864.742477742555,13.918118476867676,-0.0037574651651084,2971.48681640625,13.919828414916992,172390.96494325213,170.58742785453796,0.0020469361916184,4,ppo,halfcheetah
