,eval/walltime,eval/avg_episode_length,training/alpha_loss,eval/sps,eval/episode_reward_ctrl,eval/episode_reward,_runtime,training/walltime,training/critic_loss,training/buffer_current_size,_timestamp,training/alpha,eval/episode_reward_forward,eval/episode_x_velocity,_step,training/sps,eval/episode_reward_healthy,eval/epoch_eval_time,eval/episode_x_position,training/actor_loss
0,10.870270490646362,34.890625,,11775.235962172357,-0.1258290708065033,15.73117446899414,15.35667896270752,,,,1694051426.2198389,,-19.03362274169922,-19.03362274169922,0.0,,34.890625,10.870270490646362,-1.8517870903015137,
1,11.933475494384766,830.2578125,0.14436277747154236,120390.70503800394,-2.268951892852783,1050.89111328125,100.10401630401611,83.68031525611877,210.3651885986328,215040.015625,1694051510.9671762,0.5080167055130005,222.902099609375,222.902099609375,421760.0,5471.305962255207,830.2578125,1.0632050037384033,1220.3988037109375,-919.3819580078125
2,12.978329181671143,1000.0,0.0018024913733825088,122505.1904945973,-2.8619544506073,2098.1953125,164.6754641532898,147.20220828056335,296.251220703125,628608.0,1694051575.538624,0.4167686104774475,1101.05712890625,1101.05712890625,835328.0,6510.6372041030045,1000.0,1.044853687286377,4178.22607421875,-1699.6685791015625
3,14.071099996566772,998.2265625,0.0007464935770258307,117133.43571700827,-2.7582972049713135,2385.9794921875,230.94985699653625,212.37895131111145,221.0230255126953,993630.5625,1694051641.813017,0.3674449622631073,1390.510986328125,1390.510986328125,1248896.0,6345.3308767847175,998.2265625,1.0927708148956299,5215.16845703125,-2231.071044921875
4,15.119022130966187,1000.0,0.0005172824603505433,122146.47997044119,-2.721008777618408,2404.653564453125,298.81270003318787,279.1892020702362,139.1771697998047,1048576.0,1694051709.67586,0.3099573850631714,1407.374267578125,1407.374267578125,1662464.0,6190.18781251193,1000.0,1.047922134399414,5293.6826171875,-3091.575439453125
5,16.236398696899414,1000.0,-0.0005288689280860126,114554.0401530571,-2.695664882659912,2596.70703125,366.62929487228394,345.8837180137634,144.81387329101562,1048576.0,1694051777.4924548,0.2754315733909607,1599.40283203125,1599.40283203125,2076032.0,6200.9296289095755,1000.0,1.1173765659332275,5915.24755859375,-3708.434814453125
6,17.29819345474243,1000.0,0.0009000460267998278,120550.60458202443,-2.687798023223877,2657.4091796875,434.34487676620483,412.53275060653687,185.9083251953125,1048576.0,1694051845.2080367,0.2704385221004486,1660.0970458984375,1660.0970458984375,2489600.0,6205.161334102275,1000.0,1.0617947578430176,6137.310546875,-4034.408203125
7,18.380158185958862,938.796875,-0.0009581048507243395,118303.30167610198,-2.769514799118042,2523.52294921875,502.1683142185211,479.2694983482361,221.56680297851562,1048576.0,1694051913.031474,0.2560976445674896,1587.49560546875,1587.49560546875,2903168.0,6197.005607775365,938.796875,1.0819647312164307,5816.69873046875,-4254.427734375
8,19.462231159210205,1000.0,-0.001758500118739903,118291.46754806554,-2.8382081985473633,2854.7255859375,569.9845280647278,545.9986655712128,215.42430114746094,1048576.0,1694051980.847688,0.2485339641571045,1857.563720703125,1857.563720703125,3316736.0,6197.709595536466,1000.0,1.0820729732513428,6905.7607421875,-4386.72607421875
9,20.629414558410645,979.6328125,-0.0022072759456932545,109665.71327837971,-2.535816192626953,2828.32177734375,637.7984075546265,612.6399705410004,350.5533142089844,1048576.0,1694052048.6615674,0.28143879771232605,1851.224609375,1851.224609375,3730304.0,6205.880875044308,979.6328125,1.1671833992004395,6848.6904296875,-4465.83251953125
10,21.70232582092285,1000.0,-0.0014065445866435766,119301.57178170518,-2.540842056274414,2885.739990234375,705.7026343345642,679.4666447639465,603.0463256835938,1048576.0,1694052116.5657942,0.3276638686656952,1888.28076171875,1888.28076171875,4143872.0,6188.6664989531055,1000.0,1.072911262512207,6904.478515625,-4498.9208984375
11,22.75309109687805,983.6875,-0.0008078764076344669,121815.97824846406,-2.6087403297424316,2701.105712890625,773.5652141571045,746.274078130722,646.0084228515625,1048576.0,1694052184.428374,0.3513728678226471,1720.026611328125,1720.026611328125,4557440.0,6190.448864118083,983.6875,1.0507652759552002,6548.03466796875,-4477.12939453125
12,23.807663202285767,795.328125,4.604673813446425e-05,121376.242879583,-2.2484307289123535,2117.195556640625,841.3723213672638,813.022011756897,575.3482055664062,1048576.0,1694052252.2354813,0.3842274844646454,1324.11572265625,1324.11572265625,4971008.0,6195.967088902075,795.328125,1.0545721054077148,4683.73828125,-4383.48388671875
13,24.878751039505005,990.9453125,8.500423427904025e-05,119504.67137439821,-2.9226534366607666,2888.756103515625,909.0960516929626,879.6701395511627,553.8189086914062,1048576.0,1694052319.9592116,0.4201287031173706,1900.7333984375,1900.7333984375,5384576.0,6205.245573838646,990.9453125,1.0710878372192383,7112.787109375,-4364.68603515625
14,25.95568299293518,933.375,-0.0006485714693553746,118856.16318867916,-2.58461332321167,2233.743408203125,976.8800179958344,946.3724875450134,600.3126220703125,1048576.0,1694052387.743178,0.3905148208141327,1302.95263671875,1302.95263671875,5798144.0,6200.2015287097065,933.375,1.0769319534301758,4396.376953125,-4461.80078125
15,27.042485237121582,752.78125,-0.0001810898829717189,117776.71667932832,-2.0895304679870605,2143.0546875,1044.8046612739563,1013.2059075832367,642.5977172851562,1048576.0,1694052455.6678212,0.4072801470756531,1392.36279296875,1392.36279296875,6211712.0,6188.041847379242,752.78125,1.0868022441864014,4553.4189453125,-4542.25830078125
