eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_run,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
388.1157531738281,1000,19.950348138809204,9539.625,-357.5648803710937,0,26.32564353942871,6415.928138667562,30.550878524780277,388.1157531738281,19.950348138809204,1694126178.8335006,,,,,,,7,ppo,halfcheetah
537.2601318359375,1000,5.187215328216553,13120.62890625,-174.90689086914062,2949120,66.69772458076477,24676.052930312504,362.3532104492188,537.2601318359375,25.13756346702576,1694126219.2055817,0.0232780147343873,4.179031848907471,4.198894023895264,-0.003415705403313,35.18093490600586,83827.22084786171,7,ppo,halfcheetah
1587.4609375,1000,5.236639022827148,42735.546875,-188.7911376953125,5898240,88.93933963775635,24443.15895024125,1398.669677734375,1587.4609375,30.374202489852905,1694126241.4471967,-0.0069767418317496,6.642055988311768,6.632734775543213,-0.0023446488194167,52.18118739128113,173475.0705940617,7,ppo,halfcheetah
3781.5263671875,1000,5.227712869644165,99674.7890625,-219.40628051757807,8847360,111.18133306503296,24484.894865450515,3562.120361328125,3781.5263671875,35.60191535949707,1694126263.68919,-0.0075303465127944,13.86408519744873,13.855679512023926,-0.0008747794781811,69.1906943321228,173380.68706264743,7,ppo,halfcheetah
4709.0234375,1000,5.323862552642822,123467.3125,-235.00054931640625,11796480,133.55714201927185,24042.69432847387,4474.02294921875,4709.0234375,40.92577791213989,1694126286.064999,-0.0054895645007491,17.17618751525879,17.171245574951172,0.0005478339735418,86.23755168914795,173000.80233173558,7,ppo,halfcheetah
6066.947265625,1000,5.323082685470581,154668.59375,-254.9344940185547,14745600,155.97199940681458,24046.216743801026,5812.01220703125,6066.947265625,46.24886059761048,1694126308.4798565,-0.0039347247220575,18.587778091430664,18.585634231567383,0.001791697810404,103.32414841651917,172598.4435084004,7,ppo,halfcheetah
6061.603515625,1000,5.263962984085083,156523.359375,-251.4840087890625,17694720,178.321209192276,24316.28041211376,5810.1201171875,6061.603515625,51.51282358169556,1694126330.8290665,-0.0030732140876352,18.17536354064941,18.175046920776367,0.0027559765148907,120.4040219783783,172666.38358410602,7,ppo,halfcheetah
6837.419921875,1000,5.27446985244751,175083.3125,-251.583984375,20643840,200.6713457107544,24267.841807950463,6585.8359375,6837.419921875,56.787293434143066,1694126353.1792028,-0.0028202657122164,17.702051162719727,17.702598571777344,0.0033671620767563,137.47498297691345,172756.53082758852,7,ppo,halfcheetah
7084.84765625,1000,5.242346525192261,179186.90625,-252.63494873046875,23592960,223.02043652534485,24416.54693845437,6832.212890625,7084.84765625,62.02963995933533,1694126375.5282936,-0.0024872762151062,17.77765655517578,17.779109954833984,0.0039396514184772,154.57665467262268,172446.29954742538,7,ppo,halfcheetah
7428.16455078125,1000,5.269010305404663,187798.59375,-253.94444274902344,26542080,245.36783838272092,24292.98721786605,7174.220703125,7428.16455078125,67.29865026473999,1694126397.8756957,-0.0022037199232727,17.534494400024414,17.536630630493164,0.0043403785675764,171.65027618408203,172729.61088077482,7,ppo,halfcheetah
7314.34130859375,1000,5.2746946811676025,184552.671875,-250.45703125,29491200,267.7142465114593,24266.807414844723,7063.88427734375,7314.34130859375,72.57334494590759,1694126420.2221036,-0.0020494621712714,17.767759323120117,17.770597457885742,0.004887054208666,188.7163181304932,172806.3255241312,7,ppo,halfcheetah
7339.9326171875,1000,5.251722097396851,187634.625,-251.02374267578125,32440320,290.0528461933136,24372.957598698235,7088.908203125,7339.9326171875,77.82506704330444,1694126442.5607033,-0.0017850761068984,17.5709171295166,17.5744571685791,0.0053261639550328,205.79791855812076,172648.92786217682,7,ppo,halfcheetah
