,_runtime,_step,eval/avg_episode_length,training/sps,training/policy_loss,training/v_loss,training/entropy_loss,_timestamp,eval/episode_reward,training/total_loss,eval/epoch_eval_time,eval/episode_reward_ctrl,eval/sps,eval/episode_reward_dist,training/walltime,eval/walltime
0,15.447070360183716,0.0,1000,,,,,1694008447.8075674,-712.4464111328125,,9.444979429244995,-136.0394287109375,13552.17350751096,-42.03961944580078,,9.444979429244995
1,30.173102378845215,3276800.0,1000,232456.1752282334,-0.05756243318319321,456.5347595214844,-0.0010975771583616734,1694008462.5335994,-514.841552734375,456.4761047363281,0.6261188983917236,-85.44696807861328,204434.01457580403,-43.24062728881836,14.096420526504517,10.071098327636719
2,33.911274433135986,6553600.0,1000,1053306.1217370273,-0.07015618681907654,37.31468200683594,-0.0006351523334160447,1694008466.2717714,-372.370361328125,37.2438850402832,0.6230423450469971,-50.517860412597656,205443.4999764659,-42.5541877746582,17.20738697052002,10.694140672683716
3,37.65085458755493,9830400.0,1000,1052872.8154733647,-0.0568358413875103,21.586509704589844,-0.00012109399540349841,1694008470.0113516,-285.1407775878906,21.529552459716797,0.6228325366973877,-29.403831481933594,205512.7059975524,-41.85807800292969,20.319633722305298,11.316973209381104
4,41.39861750602722,13107200.0,1000,1054724.3204980448,-0.03735661506652832,16.167469024658203,0.00040039990562945604,1694008473.7591145,-236.88290405273438,16.130512237548828,0.6351227760314941,-17.62902069091797,201535.8365823316,-41.569091796875,23.426417112350464,11.952095985412598
5,45.20724105834961,16384000.0,1000,1055121.5661611708,-0.0231372881680727,15.172357559204102,0.0008824755204841495,1694008477.567738,-196.08644104003906,15.150102615356445,0.6985864639282227,-11.5712308883667,183227.14024580867,-37.421142578125,26.532030820846558,12.65068244934082
6,49.0151047706604,19660800.0,1000,1055472.7452038366,-0.025086741894483566,14.727181434631348,0.0012617332395166159,1694008481.3756018,-128.37107849121094,14.703356742858887,0.6988613605499268,-8.514762878417969,183155.0679798324,-23.527034759521484,29.636611223220825,13.349543809890747
7,52.82359337806702,22937600.0,1000,1055734.9448469542,-0.026996832340955734,8.301515579223633,0.0016606716671958566,1694008485.1840904,-90.27682495117188,8.276180267333984,0.7002205848693848,-6.022002220153809,182799.53883943072,-16.480018615722656,32.74042057991028,14.049764394760132
8,56.63131666183472,26214400.0,1000,1055817.5071301258,-0.027254583314061165,3.4995241165161133,0.00211049010977149,1694008488.9918137,-59.53017044067383,3.4743800163269043,0.6996750831604004,-4.178936958312988,182942.0585078289,-10.629009246826172,35.843987226486206,14.749439477920532
9,60.68930220603943,29491200.0,1000,1008587.6896179842,-0.025498906150460243,1.6763290166854858,0.0025559463538229465,1694008493.0497992,-39.917205810546875,1.653386116027832,0.8036789894104004,-2.8554916381835938,159267.57036899036,-7.047122001647949,39.09288668632507,15.553118467330933
10,64.73038458824158,32768000.0,1000,991979.1800577177,-0.02794428914785385,0.622487485408783,0.003036483656615019,1694008497.0908816,-30.935251235961914,0.5975797176361084,0.7318661212921143,-2.179548978805542,174895.37536457513,-5.471871852874756,42.39618182182312,16.284984588623047
11,68.66742491722107,36044800.0,1000,1027585.1861222606,-0.01756543666124344,0.4512506425380707,0.003481891006231308,1694008501.027922,-24.425804138183594,0.43716707825660706,0.743220329284668,-1.6202912330627441,172223.49141498454,-4.40277624130249,45.58501720428467,17.028204917907715
12,72.59662675857544,39321600.0,1000,1027630.6709715229,-0.012644538655877113,0.2887556552886963,0.003907376900315285,1694008504.9571238,-20.754880905151367,0.2800184488296509,0.7353134155273438,-1.2671668529510498,174075.43136990422,-3.835026264190674,48.77371144294739,17.76351833343506
13,76.47103071212769,42598400.0,1000,1034954.0116068748,-0.012584900483489037,0.1638922542333603,0.0043376958929002285,1694008508.8315277,-18.588993072509766,0.15564507246017456,0.7031221389770508,-1.1138732433319092,182045.18518819928,-3.450216770172119,51.93984246253967,18.46664047241211
14,80.27798342704773,45875200.0,1000,1039307.2996769835,-0.00618067616596818,0.1874237060546875,0.004663868807256222,1694008512.6384804,-17.674453735351562,0.18590688705444336,0.6484124660491943,-0.9513646364212036,197405.21150049695,-3.383819580078125,55.09271168708801,19.115052938461304
15,84.08512902259827,49152000.0,1000,1039841.5279128911,-0.004313867539167404,0.10694832354784012,0.005014060065150261,1694008516.445626,-16.724483489990234,0.10764851421117783,0.651831865310669,-0.9088571071624756,196369.65728730377,-3.189746856689453,58.24396109580994,19.766884803771973
16,87.89246273040771,52428800.0,1000,1039187.696480481,-0.0031378916464746,0.1470199078321457,0.005245419219136238,1694008520.2529597,-15.778718948364258,0.14912742376327515,0.6499037742614746,-0.8213111162185669,196952.23365251915,-3.042011260986328,61.39719319343567,20.416788578033447
17,91.6948413848877,55705600.0,1000,1038775.0332933561,-0.0012719410005956888,0.12362895905971527,0.005479343235492706,1694008524.0553384,-15.349592208862305,0.12783634662628174,0.6436202526092529,-0.7817949056625366,198875.03458923913,-2.973205327987671,64.551677942276,21.0604088306427
18,95.49826669692993,58982400.0,1000,1038272.1752723143,-0.0021578045561909676,0.07945143431425095,0.005726265721023083,1694008527.8587637,-15.76524543762207,0.08301989734172821,0.6432139873504639,-0.8151702880859375,199000.64755628124,-3.0401675701141357,67.70769047737122,21.703622817993164
19,99.31366896629333,62259200.0,1000,1039198.6969389528,0.0001253894151886925,0.10333900153636932,0.005861424840986729,1694008531.674166,-15.244016647338867,0.10932581126689911,0.6582508087158203,-0.7687849998474121,194454.75539895627,-2.957070827484131,70.86088919639587,22.361873626708984
