_runtime,training/entropy_loss,_step,training/total_loss,eval/walltime,training/walltime,eval/sps,_timestamp,eval/epoch_eval_time,training/v_loss,eval/episode_reward,eval/avg_episode_length,training/policy_loss,training/sps,seed,rl_algorithm,environment
16.730854511260986,,0.0,,8.86284327507019,,14442.317891375134,1694006754.9588945,8.86284327507019,,106.72331237792967,11.4453125,,,2,ppo,inverted_double_pendulum
31.42679500579834,-0.0024549150839447,1146880.0,5300.30810546875,10.393845558166504,13.162090063095093,83605.3619339689,1694006769.654835,1.5310022830963137,5300.3515625,419.104248046875,44.3828125,-0.0413692519068717,87135.09742770357,2,ppo,inverted_double_pendulum
35.48788928985596,0.0010035688756033,2293760.0,1453.4227294921875,11.941296815872192,15.671903848648071,82716.66029066259,1694006773.7159293,1.5474512577056885,1453.436279296875,528.1737060546875,55.8984375,-0.0145327011123299,456958.2040714275,2,ppo,inverted_double_pendulum
39.586262226104736,0.0030408604070544,3440640.0,2523.684326171875,13.507702589035034,18.199857234954838,81715.73559866678,1694006777.8143022,1.5664057731628418,2523.6845703125,555.0263671875,58.75,-0.0035531483590602,453679.2514499427,2,ppo,inverted_double_pendulum
43.688111782073975,0.0052769118919968,4587520.0,557.4807739257812,15.078031301498411,20.72737193107605,81511.59625630615,1694006781.9161518,1.570328712463379,557.4783325195312,570.0258178710938,60.3125,-0.0028497094754129,453757.9946656806,2,ppo,inverted_double_pendulum
47.79679226875305,0.0071452315896749,5734400.0,389.4039916992188,16.655198097229004,23.254880905151367,81158.18843415771,1694006786.0248322,1.5771667957305908,389.3989868164063,600.1912841796875,63.5078125,-0.0021287538111209,453759.0219316959,2,ppo,inverted_double_pendulum
51.90875577926636,0.0084169702604413,6881280.0,485.43890380859375,18.23503875732422,25.783035278320312,81020.8290197352,1694006790.1367958,1.5798406600952148,485.43206787109375,618.0101318359375,65.375,-0.001578249852173,453643.18420256494,2,ppo,inverted_double_pendulum
56.01786637306213,0.0099980700761079,8028160.0,389.0829162597656,19.812797784805294,28.310348749160767,81127.72468451936,1694006794.2459064,1.577759027481079,389.0741882324219,653.5584716796875,69.1328125,-0.0012746792053803,453794.1229817474,2,ppo,inverted_double_pendulum
60.1222734451294,0.0115780709311366,9175040.0,239.1712188720703,21.385106325149536,30.838504552841187,81408.95804838401,1694006798.3503134,1.5723085403442385,239.1616973876953,701.8837890625,74.21875,-0.0020548827014863,453642.9275167312,2,ppo,inverted_double_pendulum
64.22569155693054,0.012922572903335,10321920.0,241.2879943847656,22.9554922580719,33.36759877204895,81508.62620235153,1694006802.4537315,1.5703859329223633,241.28077697753903,908.3441772460938,95.9375,-0.0057052834890782,453474.6041842834,2,ppo,inverted_double_pendulum
68.31798481941223,0.0144338766112923,11468800.0,197.9443817138672,24.51358723640442,35.89778542518616,82151.6029382151,1694006806.5460248,1.5580949783325195,197.94088745117188,1561.3350830078125,164.609375,-0.010935946367681,453278.8118923837,2,ppo,inverted_double_pendulum
72.41472816467285,0.0161375850439071,12615680.0,469.322509765625,26.08134174346924,38.42292594909668,81645.4358276055,1694006810.642768,1.5677545070648191,469.30950927734375,1880.185791015625,198.15625,-0.003171952208504,454184.62423782295,2,ppo,inverted_double_pendulum
76.51102304458618,0.017707971855998,13762560.0,312.71337890625,27.64470148086548,40.95205593109131,81874.94978806522,1694006814.739063,1.5633597373962402,312.70245361328125,6481.49755859375,682.0625,-0.0067967129871249,453468.1918939964,2,ppo,inverted_double_pendulum
80.61894202232361,0.0188120361417531,14909440.0,433.9370422363281,29.221654653549194,43.47810006141663,81169.18258401103,1694006818.846982,1.5769531726837158,433.9191589355469,9507.068359375,1000.0,-0.0009699907386675,454022.1551285007,2,ppo,inverted_double_pendulum
84.73816871643066,0.0217103343456983,16056320.0,5.263180732727051,30.805668354034424,46.00936579704285,80807.38188109729,1694006822.9662087,1.5840137004852295,5.245024681091309,9508.119140625,1000.0,-0.0035544913262128,453085.5784354338,2,ppo,inverted_double_pendulum
88.8533980846405,0.0248233564198017,17203200.0,0.2313486337661743,32.38846182823181,48.538004636764526,80869.67888524244,1694006827.081438,1.5827934741973877,0.2038682848215103,9508.162109375,1000.0,0.0026570081245154,453556.2698729384,2,ppo,inverted_double_pendulum
92.96418356895448,0.0259755738079547,18350080.0,0.2929880321025848,33.96339511871338,51.069841384887695,81273.28362007094,1694006831.1922235,1.5749332904815674,0.2654219269752502,9508.130859375,1000.0,0.0015905725304037,452983.3927286873,2,ppo,inverted_double_pendulum
97.07730841636658,0.0264962594956159,19496960.0,0.1455362439155578,35.54292678833008,53.59951710700989,81036.67844220017,1694006835.3053484,1.5795316696166992,0.1134056001901626,9508.142578125,1000.0,0.0056343781761825,453370.3628375976,2,ppo,inverted_double_pendulum
101.19214057922365,0.0275521967560052,20643840.0,0.2014540284872055,37.120381355285645,56.13298034667969,81143.38294194783,1694006839.4201806,1.5774545669555664,0.1701249182224273,9508.16015625,1000.0,0.0037769358605146,452692.57593391376,2,ppo,inverted_double_pendulum
105.30877709388731,0.0286660380661487,21790720.0,0.5367683172225952,38.70191502571106,58.66436219215393,80934.09732185431,1694006843.536817,1.581533670425415,0.4788441956043243,9376.8212890625,986.1875,0.0292580220848321,453064.7962299568,2,ppo,inverted_double_pendulum
