,training/total_loss,_runtime,eval/episode_reward,eval/avg_episode_length,eval/sps,training/sps,training/v_loss,eval/epoch_eval_time,_step,eval/walltime,_timestamp,training/policy_loss,training/entropy_loss,training/walltime
0,,11.825192213058472,15.6953125,15.6953125,18617.028738773435,,,6.875425815582275,0.0,6.875425815582275,1694006415.2175763,,,
1,261.92529296875,22.938350200653076,22.28125,22.28125,137455.1401893087,16095.566781991782,261.9410400390625,0.9312129020690918,163840.0,7.806638717651367,1694006426.3307343,-0.009344927035272121,-0.006421827245503664,10.179200410842896
2,159.1922607421875,24.181623935699463,54.8984375,54.8984375,138833.23903160574,515716.0773459932,159.2832489013672,0.9219694137573242,327680.0,8.728608131408691,1694006427.574008,-0.08606512099504471,-0.004922761581838131,10.496894598007202
3,156.65191650390625,25.42512035369873,103.6953125,103.6953125,138781.41608659146,515745.8801632207,156.70755004882812,0.9223136901855469,491520.0,9.650921821594238,1694006428.8175044,-0.05145258456468582,-0.004165996797382832,10.814570426940918
4,62.80142593383789,26.670587062835693,252.25,252.25,138430.01492412624,516297.2724089899,62.85651397705078,0.9246549606323242,655360.0,10.575576782226562,1694006430.062971,-0.05130010470747948,-0.003788077738136053,11.131906986236572
5,41.08770751953125,27.920751333236694,961.28125,961.28125,137764.68650099795,516088.27892410697,41.131019592285156,0.9291205406188965,819200.0,11.504697322845459,1694006431.3131354,-0.03994595259428024,-0.0033701895736157894,11.449372053146362
6,16.834169387817383,29.17362070083618,998.5,998.5,137429.41916861577,515596.12681720505,16.85946273803711,0.931387186050415,983040.0,12.436084508895874,1694006432.5660048,-0.021697521209716797,-0.0035951011814177036,11.76714015007019
7,6.000770092010498,30.416614294052124,1000.0,1000.0,138905.6190095485,515471.20544819406,6.011019706726074,0.9214890003204346,1146880.0,13.357573509216309,1694006433.8089983,-0.006585381459444761,-0.0036642311606556177,12.084985256195068
8,2.828537940979004,31.657720804214478,1000.0,1000.0,139156.24394123032,515713.75519319903,2.834690570831299,0.9198293685913086,1310720.0,14.277402877807617,1694006435.0501049,-0.0023200418800115585,-0.003832457587122917,12.40268087387085
9,1.5438687801361084,32.90725517272949,1000.0,1000.0,137918.6366971308,515822.5317981641,1.5478720664978027,0.9280834197998047,1474560.0,15.205486297607422,1694006436.2996392,-4.788982914760709e-05,-0.003955494612455368,12.720309495925903
10,0.6576560735702515,34.155649185180664,1000.0,1000.0,138089.338791703,515525.3434998826,0.6630926132202148,0.926936149597168,1638400.0,16.13242244720459,1694006437.5480332,-0.0016357377171516418,-0.0038007681723684072,13.038121223449707
11,0.07202834635972977,35.40176272392273,1000.0,1000.0,138329.61024699447,516284.8599063287,0.07803031802177429,0.9253261089324951,1802240.0,17.057748556137085,1694006438.7941468,-0.0020721442997455597,-0.0039298273622989655,13.355465412139893
12,0.04138149321079254,36.64506435394287,1000.0,1000.0,138854.78349480915,515389.6331495856,0.04733044654130936,0.9218263626098633,1966080.0,17.97957491874695,1694006440.0374484,-0.002152862260118127,-0.0037960901390761137,13.673360824584961
13,0.032919421792030334,37.88746976852417,1000.0,1000.0,138859.3086816471,516755.40060128167,0.03881946951150894,0.9217963218688965,2129920.0,18.901371240615845,1694006441.2798538,-0.0019949853885918856,-0.0039050625637173653,13.990416049957275
14,0.027229251340031624,39.12889122962952,1000.0,1000.0,139107.4955770281,515805.10897141433,0.03313969820737839,0.9201517105102539,2293760.0,19.8215229511261,1694006442.5212753,-0.0020682886242866516,-0.003842156147584319,14.308055400848389
15,0.029263552278280258,40.37438106536865,1000.0,1000.0,138379.88354221176,516898.0520346998,0.03513026982545853,0.9249899387359619,2457600.0,20.74651288986206,1694006443.766765,-0.0020119883120059967,-0.003854726441204548,14.625023126602173
16,0.05823174864053726,41.622854709625244,1000.0,1000.0,138035.54974369865,516092.54240597686,0.06367355585098267,0.9272973537445068,2621440.0,21.673810243606567,1694006445.0152388,-0.0018582431366667151,-0.00358356605283916,14.942485570907593
17,0.08100453019142151,42.87366247177124,1000.0,1000.0,137719.5576215321,516026.2726054194,0.08459530770778656,0.9294250011444092,2785280.0,22.603235244750977,1694006446.2660465,-0.0010291493963450193,-0.0025616204366087914,15.259988784790039
18,0.04710894450545311,44.120938301086426,1000.0,1000.0,138266.90899669548,515521.47611906595,0.050910789519548416,0.9257457256317139,2949120.0,23.52898097038269,1694006447.5133224,-0.001764634856954217,-0.002037209225818515,15.577802896499634
19,0.025174789130687714,45.3718740940094,1000.0,1000.0,137719.31032465963,515452.64644794766,0.029853977262973785,0.9294266700744629,3112960.0,24.458407640457153,1694006448.7642581,-0.001986076822504401,-0.0026931101456284523,15.895659446716309
