,eval/epoch_eval_time,eval/episode_x_position,_timestamp,eval/episode_reward_contact,eval/episode_reward_forward,eval/sps,training/alpha,eval/avg_episode_length,eval/walltime,eval/episode_y_position,_step,eval/episode_y_velocity,eval/episode_forward_reward,eval/episode_distance_from_origin,_runtime,eval/episode_reward,training/buffer_current_size,training/actor_loss,training/sps,training/walltime,training/alpha_loss,eval/episode_x_velocity,eval/episode_reward_survive,training/critic_loss,eval/episode_reward_ctrl,seed,rl_algorithm,environment
0,14.944897413253784,261.7994384765625,1694029534.9628615,-1.2196553945541382,10.015472412109375,8564.796161563749,,999.359375,14.944897413253784,100.00244903564453,0.0,1.7855100631713867,10.015472412109375,2296.74609375,22.687130451202393,-485.04010009765625,,,,,,10.015472412109375,999.359375,,-1493.1953125,0,sac,ant
1,2.4009501934051514,57217.8125,1694029627.3457153,-0.8542613983154297,2408.022705078125,53312.22628090581,0.3183450698852539,898.21875,17.345847606658936,-2095.55029296875,421760.0,-79.18035888671875,2408.022705078125,57368.640625,115.06998419761658,1944.901611328125,215040.015625,-870.9102783203125,5079.097160671147,89.97718167304993,0.22186802327632904,2408.022705078125,898.21875,301.9986877441406,-1360.4854736328125,0,sac,ant
2,2.4339404106140137,74479.109375,1694029698.6132903,-0.9426571130752563,3027.075927734375,52589.61946718706,0.4052993059158325,977.7890625,19.77978801727295,3535.90087890625,835328.0,143.88238525390625,3027.075927734375,74718.53125,186.33755922317505,2490.55419921875,628608.0,-2021.5921630859375,6008.724973606284,158.8050947189331,-6.459114229073748e-05,3027.075927734375,977.7890625,640.642333984375,-1513.3677978515625,0,sac,ant
3,2.417250871658325,74720.7421875,1694029777.2582083,-0.8937174081802368,3042.410400390625,52952.716451887005,0.4362287223339081,951.203125,22.197038888931274,2779.966796875,1248896.0,116.43827056884766,3042.410400390625,74930.3515625,264.98247718811035,2471.370361328125,993630.5625,-2502.725830078125,5425.828942234967,235.0271806716919,-0.0004931528237648308,3042.410400390625,951.203125,729.9774169921875,-1521.349365234375,0,sac,ant
4,2.44997501373291,88237.9375,1694029863.8356674,-0.9384161233901978,3569.403076171875,52245.430782974596,0.48305797576904297,988.3203125,24.647013902664185,1235.20068359375,1662464.0,60.53696823120117,3569.403076171875,88407.875,351.5599362850189,2886.4501953125,1048576.0,-2830.83740234375,4916.309944182904,319.1488094329834,-3.57882454409264e-05,3569.403076171875,988.3203125,688.3521728515625,-1670.3345947265625,0,sac,ant
5,2.370788097381592,91591.359375,1694029950.213061,-0.9270538687705994,3779.331298828125,53990.485333281846,0.49261343479156494,972.421875,27.017802000045776,2580.05322265625,2076032.0,101.49939727783203,3779.331298828125,91747.9609375,437.9373300075531,3106.74365234375,1048576.0,-3101.84912109375,4923.353726493293,403.15008640289307,0.0003954748681280762,3779.331298828125,972.421875,587.0286254882812,-1644.08251953125,0,sac,ant
6,2.3687660694122314,92313.7109375,1694030036.5891435,-0.9307557344436646,3750.34228515625,54036.572734158166,0.49476757645606995,978.4921875,29.386568069458008,4374.7607421875,2489600.0,177.53924560546875,3750.34228515625,92525.578125,524.3134124279022,3137.6396484375,1048576.0,-3369.933349609375,4923.319951994115,487.1519396305084,-0.00015794836508575827,3750.34228515625,978.4921875,516.8583374023438,-1590.26416015625,0,sac,ant
7,2.4023079872131348,100759.2578125,1694030123.1358538,-0.948702335357666,4116.06201171875,53282.09400347955,0.5239446759223938,978.0625,31.788876056671143,7282.248046875,2903168.0,298.8228759765625,4116.06201171875,101111.9921875,610.8601226806641,3495.377685546875,1048576.0,-3603.602783203125,4915.303623354482,571.2907907962799,1.488817451900104e-05,4116.06201171875,978.0625,500.8699035644531,-1597.7979736328125,0,sac,ant
8,2.425185203552246,106194.609375,1694030209.687208,-0.9750980734825134,4316.16162109375,52779.47424902408,0.5662062764167786,996.1953125,34.21406126022339,14914.0849609375,3316736.0,607.75146484375,4316.16162109375,107326.921875,697.4114768505096,3693.6904296875,1048576.0,-3842.833984375,4916.365443403776,655.4114699363708,-0.0004435559385456145,4316.16162109375,996.1953125,510.8150939941406,-1617.691162109375,0,sac,ant
9,2.4081778526306152,108518.8125,1694030296.1611476,-0.8777955770492554,4446.3662109375,53152.22040605388,0.636753261089325,972.109375,36.622239112854004,11065.57421875,3730304.0,449.2773742675781,4446.3662109375,109172.4609375,783.885416507721,3793.39697265625,1048576.0,-4052.147705078125,4919.89580504091,739.471786737442,-0.001107826130464673,4446.3662109375,972.109375,490.0986633300781,-1624.200439453125,0,sac,ant
10,2.4375,105396.140625,1694030382.6403403,-0.8910983800888062,4342.92626953125,52512.820512820515,0.7310548424720764,957.578125,39.059739112854004,-87.11294555664062,4143872.0,-15.424577713012695,4342.92626953125,105470.21875,870.3646092414856,3588.52392578125,1048576.0,-4226.44775390625,4921.314114124038,823.5078775882721,-0.0016865083016455173,4342.92626953125,957.578125,555.6160888671875,-1711.090087890625,0,sac,ant
11,2.4424540996551514,119453.703125,1694030469.1171412,-0.91480553150177,4858.02099609375,52406.30725386907,0.8070340156555176,998.921875,41.502193212509155,4875.3017578125,4557440.0,210.2227020263672,4858.02099609375,119629.015625,956.8414101600647,4247.8935546875,1048576.0,-4368.2822265625,4921.705171905648,907.5372912883759,-0.0002215281274402514,4858.02099609375,998.921875,676.3677368164062,-1608.1341552734375,0,sac,ant
12,2.4520909786224365,114619.9453125,1694030555.6897943,-0.8316223621368408,4726.3349609375,52200.34701645095,0.891710102558136,962.671875,43.95428419113159,7646.7705078125,4971008.0,329.02069091796875,4726.3349609375,114953.9375,1043.4140632152557,4046.26708984375,1048576.0,-4438.52001953125,4916.692012652704,991.6523830890656,-0.0008688935777172446,4726.3349609375,962.671875,749.791748046875,-1641.9083251953125,0,sac,ant
13,2.404355049133301,125418.921875,1694030642.1832166,-0.8435858488082886,5127.3603515625,53236.72976091457,0.9127874970436096,983.765625,46.35863924026489,-1175.5440673828125,5384576.0,-41.11780548095703,5127.3603515625,125499.140625,1129.907485485077,4546.212890625,1048576.0,-4543.6982421875,4918.521142262572,1075.7361936569214,0.0005952654173597693,5127.3603515625,983.765625,645.5888671875,-1564.0694580078125,0,sac,ant
14,2.459761142730713,125764.328125,1694030728.742482,-0.8462482690811157,5136.900390625,52037.57298885546,0.9544373750686646,987.9765625,48.818400382995605,-18947.09765625,5798144.0,-762.1092529296875,5136.900390625,127258.28125,1216.4667508602142,4574.48828125,1048576.0,-4817.48291015625,4917.909682402754,1159.8304586410522,-0.0011592311784625053,5136.900390625,987.9765625,572.7491455078125,-1549.54248046875,0,sac,ant
15,2.384981632232666,133847.828125,1694030815.2249568,-0.8013092279434204,5441.60400390625,53669.17642890803,1.0338819026947021,986.015625,51.20338201522827,-8130.8486328125,6211712.0,-333.17236328125,5441.60400390625,134150.015625,1302.9492256641388,4931.19140625,1048576.0,-5140.14794921875,4918.0582628282045,1243.9221830368042,-0.0006268604774959385,5441.60400390625,986.015625,605.8030395507812,-1495.627685546875,0,sac,ant
