,eval/episode_reward_survive,eval/epoch_eval_time,_timestamp,training/v_loss,training/policy_loss,_step,eval/walltime,eval/episode_reward_forward,eval/episode_x_position,eval/episode_distance_from_origin,eval/episode_y_position,eval/episode_forward_reward,training/walltime,eval/avg_episode_length,eval/episode_x_velocity,training/entropy_loss,training/sps,eval/episode_reward_contact,eval/episode_reward,eval/episode_y_velocity,eval/episode_reward_ctrl,_runtime,training/total_loss,eval/sps,seed,rl_algorithm,environment
0,1000.0,14.797801733016968,1694007101.1840715,,,0.0,14.797801733016968,2.2333083152770996,38.55258560180664,2137.982421875,-58.71455383300781,2.2333083152770996,,1000.0,2.2333083152770996,,,-1.345583200454712,-100.0909652709961,-4.382889270782471,-1100.978759765625,26.05758261680603,,8649.933436694548,0,ppo,ant
1,1000.0,2.399454355239868,1694007125.646664,104.91413116455078,-0.02034599520266056,2949120.0,17.197256088256836,349.7452697753906,9318.658203125,9613.3046875,-206.69256591796875,349.7452697753906,22.058189153671265,1000.0,349.7452697753906,-0.04293215274810791,133697.2849155735,-1.4185125827789307,646.8020629882812,-7.587748050689697,-701.5247802734375,50.520174980163574,104.8508529663086,53345.4615298169,0,ppo,ant
2,994.9296875,2.4276177883148193,1694007135.1716537,151.42466735839844,-0.021753080189228058,5898240.0,19.624873876571655,1369.506591796875,35024.53515625,35219.98828125,234.66000366210938,1369.506591796875,29.149847269058228,994.9296875,1369.506591796875,-0.02248789742588997,415857.6107329842,-1.11061429977417,1676.740478515625,10.635147094726562,-686.585205078125,60.045164823532104,151.38043212890625,52726.58678648661,0,ppo,ant
3,972.125,2.425360679626465,1694007144.6987627,262.0736389160156,-0.01339021511375904,8847360.0,22.05023455619812,2112.738037109375,53208.94140625,53344.7265625,1311.950927734375,2112.738037109375,36.245914459228516,972.125,2112.738037109375,-0.00183231255505234,415599.22150754445,-0.9963110685348511,2442.477294921875,64.19456481933594,-641.3895263671875,69.57227373123169,262.0584411621094,52775.65562731625,0,ppo,ant
4,987.625,2.4284870624542236,1694007154.22091,331.8371887207031,-0.008188700303435326,11796480.0,24.478721618652344,2551.61474609375,64573.62890625,64692.48828125,996.3903198242188,2551.61474609375,43.33404278755188,987.625,2551.61474609375,0.013578634709119797,416064.7019066582,-0.9481350183486938,2913.19091796875,37.62131881713867,-625.100830078125,79.09442114830017,331.84259033203125,52707.71336563905,0,ppo,ant
5,967.5859375,2.414523124694824,1694007163.7380078,352.4256286621094,-0.0062462748028337955,14745600.0,26.893244743347168,2920.602783203125,72222.671875,72327.0078125,1261.5992431640625,2920.602783203125,50.43061089515686,967.5859375,2920.602783203125,0.026183603331446648,415569.886074876,-0.9419848918914795,3285.44580078125,51.017913818359375,-601.8007202148438,88.61151885986328,352.445556640625,53012.538455674614,0,ppo,ant
6,947.2734375,2.421905994415283,1694007173.256697,355.976806640625,-0.005033835768699646,17694720.0,29.31515073776245,3286.10205078125,80374.7421875,80461.96875,1061.3741455078125,3286.10205078125,57.52141499519348,947.2734375,3286.10205078125,0.03628217428922653,415907.69655937457,-0.9407204389572144,3641.14990234375,51.62901306152344,-591.2852783203125,98.1302080154419,356.008056640625,52850.93653310967,0,ppo,ant
7,954.78125,2.4153945446014404,1694007182.7734973,353.7872009277344,-0.004191464278846979,20643840.0,31.73054528236389,3592.65478515625,87989.3828125,88068.40625,456.0930480957031,3592.65478515625,64.61708116531372,954.78125,3592.65478515625,0.044236961752176285,415622.7095940205,-0.9381093978881836,3956.572509765625,25.29951286315918,-589.9254150390625,107.64700841903687,353.8272705078125,52993.41272674814,0,ppo,ant
8,971.4765625,2.42486572265625,1694007192.291574,340.6770324707031,-0.003486319212242961,23592960.0,34.15541100502014,3932.261962890625,96194.609375,96277.984375,1553.3533935546875,3932.261962890625,71.70445132255554,971.4765625,3932.261962890625,0.05154028907418251,416109.2104081246,-0.9572240114212036,4300.4619140625,69.13969421386719,-602.3192138671875,117.16508507728577,340.72503662109375,52786.428050039016,0,ppo,ant
9,923.1328125,2.4173033237457275,1694007201.809553,354.756591796875,-0.0031172113958746195,26542080.0,36.57271432876587,3949.01416015625,95074.859375,95143.484375,536.1970825195312,3949.01416015625,78.79923367500305,923.1328125,3949.01416015625,0.056916434317827225,415674.48492378806,-0.8947746753692627,4292.10302734375,26.402751922607422,-579.1494750976562,126.68306398391724,354.8104248046875,52951.567452303774,0,ppo,ant
10,934.8203125,2.424400568008423,1694007211.3281324,428.3449401855469,-0.0022156715858727694,29491200.0,38.99711489677429,4253.9169921875,102140.015625,102271.296875,3627.456787109375,4253.9169921875,85.88760018348694,934.8203125,4253.9169921875,0.062183625996112823,416050.7214843184,-0.8840526342391968,4604.19677734375,155.61273193359375,-583.6563720703125,136.20164346694946,428.4049072265625,52796.55585345305,0,ppo,ant
11,941.375,2.4199318885803223,1694007220.8481011,558.9579467773438,-0.002485624747350812,32440320.0,41.417046785354614,4621.66943359375,111855.671875,112141.515625,6845.712890625,4621.66943359375,92.98184156417847,941.375,4621.66943359375,0.0661759227514267,415706.1822038719,-0.8414084315299988,4971.0556640625,284.98529052734375,-591.1477661132812,145.72161221504211,559.0216674804688,52894.05069788659,0,ppo,ant
12,934.3125,2.4274067878723145,1694007230.3679006,747.096923828125,-0.0021668868139386177,35389440.0,43.84445357322693,5162.27197265625,123097.3125,123585.4453125,9948.7548828125,5162.27197265625,100.0683982372284,934.3125,5162.27197265625,0.0708635002374649,416156.97666194657,-0.7844336032867432,5515.0166015625,416.55999755859375,-580.7839965820312,155.2414116859436,747.1656494140625,52731.17000393467,0,ppo,ant
13,965.7734375,2.415210723876953,1694007239.8876796,686.8176879882812,-0.0030051495414227247,38338560.0,46.25966429710388,6131.0908203125,147978.125,148366.71875,10022.9287109375,6131.0908203125,107.1673641204834,965.7734375,6131.0908203125,0.07731904834508896,415429.52149641473,-0.7478824257850647,6498.9873046875,427.90936279296875,-597.1287841796875,164.7611906528473,686.8920288085938,52997.44603424557,0,ppo,ant
14,979.3203125,2.4238033294677734,1694007249.4057186,476.84234619140625,-0.0023979761172086,41287680.0,48.683467626571655,6677.080078125,162044.6875,162389.0,9955.70703125,6677.080078125,114.2561764717102,979.3203125,6677.080078125,0.08392412215471268,416024.55445017084,-0.7264949083328247,7055.708984375,429.4546203613281,-599.9646606445312,174.2792296409607,476.9239501953125,52809.56521670702,0,ppo,ant
