,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,-19.066532135009766,28.78125,-19.066532135009766,12.330610275268555,-1.4243800640106201,-0.10266979038715363,0,16.286087036132812,10380.670310919564,9.612049102783203,28.78125,12.330610275268555,1694119928.718496,,,,,,,,6,sac,walker2d
1,-6.977051734924316,1000.0,-6.977051734924316,1.0550048351287842,-39.26633071899414,-1.7008910179138184,421760,101.95990586280823,121326.45817151641,991.322021484375,1000.0,13.385615110397339,1694120014.392315,-903.4819946289062,0.6314822435379028,215040.015625,302.82733154296875,84.61473870277405,5375.564670294702,0.1297219693660736,6,sac,walker2d
2,978.74365234375,985.828125,978.74365234375,1.0755717754364014,3275.68798828125,-2.453418254852295,835328,166.71972608566284,119006.46978958277,1962.118408203125,985.828125,14.46118688583374,1694120079.1521351,-2027.555908203125,0.5351888537406921,628608.0,375.16290283203125,148.29441905021667,6494.504962077889,0.003269993467256427,6,sac,walker2d
3,1165.80419921875,1000.0,1165.80419921875,1.0628595352172852,3990.52099609375,-2.5142321586608887,1248896,233.9089913368225,120429.8364541956,2163.2900390625,1000.0,15.524046421051025,1694120146.3414004,-2641.081298828125,0.36116892099380493,993630.5625,226.57537841796875,214.41595673561096,6254.66397904648,0.002680797828361392,6,sac,walker2d
4,1423.827880859375,998.4296875,1423.827880859375,1.0915396213531494,5226.45703125,-2.811650037765503,1662464,301.6768608093262,117265.55545580854,2419.4462890625,998.4296875,16.615586042404175,1694120214.1092699,-3284.666259765625,0.21037276089191437,1048576.0,87.77098846435547,281.0874569416046,6203.0702582393815,0.0014892957406118512,6,sac,walker2d
5,1430.64111328125,1000.0,1430.64111328125,1.0492527484893799,5278.7763671875,-2.5189566612243652,2076032,369.42605471611023,121991.57942095738,2428.122314453125,1000.0,17.664838790893555,1694120281.8584638,-3681.21533203125,0.16703560948371887,1048576.0,70.36659240722656,347.78263235092163,6200.868315614722,0.00033472347422502935,6,sac,walker2d
6,1545.6591796875,1000.0,1545.6591796875,1.0471482276916504,5628.9052734375,-2.644404172897339,2489600,437.2185411453247,122236.75370407221,2543.014892578125,1000.0,18.711987018585205,1694120349.6509502,-3891.08154296875,0.1881086826324463,1048576.0,102.6202163696289,414.52307319641113,6196.6626944740965,-0.0009238919010385871,6,sac,walker2d
7,1678.953857421875,998.7265625,1678.953857421875,1.0486042499542236,5898.79296875,-2.7158360481262207,2903168,505.07469606399536,122067.02386108752,2674.96484375,998.7265625,19.76059126853943,1694120417.507105,-4108.4580078125,0.2546200156211853,1048576.0,141.05035400390625,481.32650232315063,6190.819923560789,-0.00028521654894575477,6,sac,walker2d
8,1873.7010498046875,1000.0,1873.7010498046875,1.1069939136505127,6804.158203125,-2.8544156551361084,3316736,573.039793252945,115628.4586767933,2870.846923828125,1000.0,20.86758518218994,1694120485.4722023,-4392.1083984375,0.267461895942688,1048576.0,117.49164581298828,548.179922580719,6186.190600370677,8.907849405659363e-05,6,sac,walker2d
9,1828.50634765625,1000.0,1828.50634765625,1.0509929656982422,6705.052734375,-2.564493179321289,3730304,640.9563820362091,121789.58773045772,2825.94189453125,1000.0,21.918578147888184,1694120553.388791,-4606.14794921875,0.22306044399738312,1048576.0,86.18576049804688,615.0408189296722,6185.498887743743,0.0008017899817787111,6,sac,walker2d
10,1916.0592041015625,1000.0,1916.0592041015625,1.1091301441192627,6964.716796875,-2.4871232509613037,4143872,708.8790512084961,115405.75348949888,2913.572021484375,1000.0,23.027708292007446,1694120621.3114603,-4740.06640625,0.20347127318382263,1048576.0,72.94906616210938,681.8497142791748,6190.31339818552,-0.00028710445621982217,6,sac,walker2d
11,2122.12744140625,997.5859375,2122.12744140625,1.0533556938171387,7878.4013671875,-2.647681713104248,4557440,776.7825248241425,121516.40775411297,3117.066162109375,997.5859375,24.081063985824585,1694120689.2149339,-4831.2900390625,0.19623471796512604,1048576.0,63.7711181640625,748.6956827640533,6186.880216920706,0.00023965182481333613,6,sac,walker2d
12,1805.9150390625,1000.0,1805.9150390625,1.0495221614837646,6726.169921875,-2.3376355171203613,4971008,844.6187887191772,121960.26410632403,2803.5771484375,1000.0,25.13058614730835,1694120757.0511978,-4935.80419921875,0.20355701446533203,1048576.0,75.9211654663086,815.4777646064758,6192.798855475124,-0.001081014284864068,6,sac,walker2d
13,2263.26904296875,1000.0,2263.26904296875,1.051368236541748,8309.6298828125,-2.5361433029174805,5384576,912.3371379375458,121746.11668032577,3260.73291015625,1000.0,26.181954383850098,1694120824.769547,-4970.0693359375,0.28920233249664307,1048576.0,133.9210968017578,882.1402225494385,6203.911658250806,-0.000489595637191087,6,sac,walker2d
14,2308.171875,959.0703125,2308.171875,1.1286118030548096,8388.2958984375,-2.6436009407043457,5798144,980.1460499763489,113413.66416117823,3264.59912109375,959.0703125,27.310566186904907,1694120892.578459,-5036.2587890625,0.3047178089618683,1048576.0,121.58979797363281,948.8160283565521,6202.6696939578105,0.00011219693988095969,6,sac,walker2d
15,2338.5869140625,978.7890625,2338.5869140625,1.053480863571167,8407.171875,-2.7038216590881348,6211712,1047.8564457893372,121501.96973307723,3314.67236328125,978.7890625,28.364047050476074,1694120960.2888548,-5145.5791015625,0.30206573009490967,1048576.0,117.33116912841797,1015.4685256481171,6204.838780321862,0.00036238820757716894,6,sac,walker2d
16,2459.51708984375,998.7109375,2459.51708984375,1.067366600036621,8938.4169921875,-2.6672163009643555,6625280,1115.5649707317352,119921.30913184688,3455.5615234375,998.7109375,29.431413650512695,1694121027.9973798,-5240.232421875,0.36190876364707947,1048576.0,203.4402313232422,1082.1051745414734,6206.314496124561,-0.0011874086922034621,6,sac,walker2d
17,2429.16943359375,998.7109375,2429.16943359375,1.050110101699829,8964.3544921875,-2.5693657398223877,7038848,1183.273414850235,121891.98046262431,3425.311279296875,998.7109375,30.481523752212524,1694121095.705824,-5232.39697265625,0.4096350371837616,1048576.0,241.38320922851562,1148.7590599060059,6204.709564013889,0.0004919244674965739,6,sac,walker2d
18,2448.116943359375,998.828125,2448.116943359375,1.0683820247650146,8962.2138671875,-2.6045966148376465,7452416,1250.9818742275238,119807.33205255205,3444.34033203125,998.828125,31.54990577697754,1694121163.4142833,-5242.81494140625,0.3893672227859497,1048576.0,217.69158935546875,1215.3946888446808,6206.409492744618,-0.0003381348215043545,6,sac,walker2d
19,2532.45703125,994.1875,2532.45703125,1.1061275005340576,8731.9775390625,-2.8050875663757324,7865984,1318.6900470256805,115719.02871793656,3523.83935546875,994.1875,32.6560332775116,1694121231.122456,-5250.0126953125,0.4176935851573944,1048576.0,223.21438598632812,1281.9922950267792,6209.952935382957,0.0007964156684465706,6,sac,walker2d
