,eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,1.854043960571289,1000,10.289451837539673,1039.065185546875,-0.052890025079250336,0,1.854043960571289,1.854043960571289,15.641493558883667,12439.924110729526,-35.65241241455078,393.5626525878906,1.8011544942855835,10.289451837539673,-1.7837224006652832,1694141078.0043275,,,,,,,,8,sac,swimmer
1,7.343587875366211,1000,1.8954391479492188,1167.4195556640625,-0.07612255215644836,421760,7.343587875366211,7.343587875366211,95.97718954086304,67530.52459557477,-320.11956787109375,741.4129638671875,7.267464637756348,12.184890985488892,-10.59432601928711,1694141158.3400235,-23.340492248535156,0.05111659690737724,215040.015625,0.05475696176290512,78.4361481666565,5841.084394314038,0.08866537362337112,8,sac,swimmer
2,21.972843170166016,1000,1.848714828491211,1519.6845703125,-0.08688442409038544,835328,21.972843170166016,21.972843170166016,159.2798719406128,69237.28745361147,-286.88433837890625,972.177001953125,21.885955810546875,14.033605813980103,-9.739863395690918,1694141221.642706,-15.730271339416504,0.013042748905718327,628608.0,0.05446798726916313,139.88520574569702,6730.257815069611,3.105681389570236e-05,8,sac,swimmer
3,17.88433074951172,1000,1.8930003643035889,1385.38525390625,-0.09670558571815491,1248896,17.88433074951172,17.88433074951172,224.28413200378418,67617.52528615577,-456.8995056152344,946.6802368164062,17.78762435913086,15.926606178283691,-16.435104370117188,1694141286.646966,-15.986583709716797,0.017585402354598045,993630.5625,0.04236849769949913,202.9912567138672,6553.539536305291,-3.47519526258111e-05,8,sac,swimmer
4,20.515953063964844,1000,1.9193694591522217,1400.9373779296875,-0.0896914154291153,1662464,20.515953063964844,20.515953063964844,288.85934925079346,66688.56763852913,-536.69677734375,985.96240234375,20.426258087158203,17.845975637435913,-22.36285400390625,1694141351.2221832,-24.38129234313965,0.02134738303720951,1048576.0,0.026609227061271667,265.64129972457886,6601.240480063034,2.7353005407348974e-06,8,sac,swimmer
5,39.91986083984375,1000,1.9125268459320068,1706.6326904296875,-0.0928850919008255,2076032,39.91986083984375,39.91986083984375,353.4342215061188,66927.1651126149,-623.1641845703125,1312.882568359375,39.82697296142578,19.75850248336792,-27.8027286529541,1694141415.7970555,-32.30135726928711,0.02725728414952755,1048576.0,0.03388243168592453,328.29767775535583,6600.573046160669,-7.332882523769513e-05,8,sac,swimmer
6,35.776634216308594,1000,1.8426940441131592,1663.7318115234375,-0.09592708200216293,2489600,35.776634216308594,35.776634216308594,420.54066348075867,69463.51208379961,-660.4181518554688,1256.7918701171875,35.68070983886719,21.60119652748108,-28.596790313720703,1694141482.9034975,-36.31721878051758,0.04260844737291336,1048576.0,0.06309574842453003,393.55591082572937,6337.407259464323,-0.00010194654896622524,8,sac,swimmer
7,36.96169662475586,1000,1.8773725032806396,1642.603759765625,-0.09665191173553467,2903168,36.96169662475586,36.96169662475586,486.73606181144714,68180.39562011519,-622.1632080078125,1237.896728515625,36.86504364013672,23.47856903076172,-29.07823371887207,1694141549.0988958,-34.522422790527344,0.058440618216991425,1048576.0,0.09805911034345627,457.86890840530396,6430.550830542326,-9.244216198567301e-05,8,sac,swimmer
8,13.705126762390137,1000,1.8774635791778564,1266.187744140625,-0.0717792809009552,3316736,13.705126762390137,13.705126762390137,551.5496852397919,68177.08818407617,-217.7989501953125,629.0716552734375,13.633347511291504,25.356032609939575,-10.01583480834961,1694141613.9125192,-31.95001220703125,0.06508360803127289,1048576.0,0.12338887155056,520.8000254631042,6571.756856312443,2.329114795429632e-05,8,sac,swimmer
9,34.751739501953125,1000,1.8872170448303223,1553.912109375,-0.09457888454198837,3730304,34.751739501953125,34.751739501953125,616.8916811943054,67824.7371443746,-499.3304443359375,1082.7100830078125,34.65715789794922,27.243249654769897,-24.617177963256836,1694141679.2545152,-32.14402770996094,0.04964881017804146,1048576.0,0.11977291107177734,584.2495005130768,6518.068111269252,0.0001106712079490535,8,sac,swimmer
