eval/episode_reward_forward,eval/episode_reward,training/walltime,training/total_loss,eval/epoch_eval_time,eval/walltime,training/v_loss,eval/episode_reward_ctrl,_step,eval/episode_x_position,eval/sps,_timestamp,eval/avg_episode_length,eval/episode_reward_healthy,_runtime,training/entropy_loss,training/policy_loss,training/sps,eval/episode_x_velocity,seed,rl_algorithm,environment
-16.986949920654297,32.66593170166016,,,12.654237031936646,12.654237031936646,,-0.0893081352114677,0.0,-2.1174919605255127,10115.189060940997,1694009555.926726,49.7421875,49.7421875,19.088095903396606,,,,-16.986949920654297,0,ppo,walker2d
-12.384029388427734,144.1353759765625,21.84393191337585,191.5106658935547,1.097989797592163,13.752226829528809,191.5228576660156,-0.2618481516838074,3932160.0,2.544501304626465,116576.6751937929,1694009578.872982,156.78125,156.78125,42.03435206413269,-0.0036803358234465,-0.0084870774298906,180011.54808545214,-12.384029388427734,0,ppo,walker2d
95.50003051757812,414.2726440429688,27.37198519706726,148.38613891601562,1.0724523067474363,14.824679136276243,148.40512084960938,-0.5398824214935303,7864320.0,56.44205093383789,119352.62686711168,1694009585.4783657,319.3125,319.3125,48.63973569869995,-0.0033618207089602,-0.0156177682802081,711310.0757549619,95.50003051757812,0,ppo,walker2d
188.96066284179688,463.5168762207031,32.89893937110901,69.25489807128906,1.0794107913970947,15.90408992767334,69.26579284667969,-0.4984865486621856,11796480.0,90.27073669433594,118583.2131938648,1694009592.0894165,275.0546875,275.0546875,55.250786542892456,-0.002965135499835,-0.0079288706183433,711451.5293917287,188.96066284179688,0,ppo,walker2d
230.88229370117188,415.2700500488281,38.42935943603516,262.5096435546875,1.1117186546325684,17.015808582305908,262.5159912109375,-0.370051771402359,15728640.0,95.34622192382812,115137.0443111841,1694009598.7365043,184.7578125,184.7578125,61.89787435531616,-0.0024099494330585,-0.0039263661019504,711005.6657246902,230.88229370117188,0,ppo,walker2d
297.7490234375,486.9932556152344,43.95052027702332,285.0584716796875,1.0516595840454102,18.06746816635132,285.0634765625,-0.4042571783065796,19660800.0,138.32774353027344,121712.38863019102,1694009605.3143015,189.6484375,189.6484375,68.47567176818848,-0.0017756111919879,-0.0031863197218626,712198.0527733068,297.7490234375,0,ppo,walker2d
327.9989013671875,518.6622924804688,49.4752140045166,241.11265563964844,1.1295371055603027,19.19700527191162,241.11801147460935,-0.4147655367851257,23592960.0,155.91946411132812,113320.7571224551,1694009611.973689,191.078125,191.078125,75.13505911827087,-0.001296296948567,-0.0040497756563127,711742.6221171061,327.9989013671875,0,ppo,walker2d
346.1681823730469,535.3308715820312,55.00588059425354,190.92172241210935,1.1276805400848389,20.32468581199646,190.92758178710935,-0.4232878684997558,27525120.0,168.5126953125,113507.3236169972,1694009618.6370518,189.5859375,189.5859375,81.79842185974121,-0.0008910891483537,-0.0049654077738523,710973.9732452449,346.1681823730469,0,ppo,walker2d
354.6778259277344,535.7615966796875,60.536438941955566,118.73394012451172,1.1340782642364502,21.45876407623291,118.7407455444336,-0.4162405431270599,31457280.0,166.00888061523438,112866.98990406944,1694009625.3064587,181.5,181.5,88.46782875061035,-0.0005137301050126,-0.0062865274958312,710987.8881639196,354.6778259277344,0,ppo,walker2d
370.7474670410156,551.26904296875,66.06310272216797,98.9687728881836,1.1610164642333984,22.61978054046631,98.974365234375,-0.4315893352031708,35389440.0,173.59158325195312,110248.22122958994,1694009631.9990835,180.953125,180.953125,95.16045355796814,-0.0001183210042654,-0.0054755350574851,711488.912004862,370.7474670410156,0,ppo,walker2d
367.7450866699219,539.8792114257812,71.58961415290833,129.01573181152344,1.082144260406494,23.701924800872803,129.0187530517578,-0.4205922484397888,39321600.0,159.777587890625,118283.6749990416,1694009638.6124272,172.5546875,172.5546875,101.77379727363586,0.0002554920502007,-0.0032666171900928,711508.5256366202,367.7450866699219,0,ppo,walker2d
381.994140625,557.5684814453125,77.11744523048401,99.47528076171876,1.1375434398651123,24.839468240737915,99.47832489013672,-0.4412028193473816,43253760.0,173.97024536132812,112523.17539203425,1694009645.2828789,176.015625,176.015625,108.44424891471864,0.0006383711006492,-0.003685058793053,711338.6687866211,381.994140625,0,ppo,walker2d
422.6627197265625,605.7176513671875,82.64198970794678,137.52870178222656,1.1242034435272217,25.963671684265137,137.53001403808594,-0.4763186573982239,47185920.0,200.30453491210935,113858.3952370722,1694009651.9368029,183.53125,183.53125,115.09817290306091,0.0010796964634209,-0.0023975684307515,711761.8504188248,422.6627197265625,0,ppo,walker2d
452.7454223632813,640.0496826171875,88.17000460624695,140.0679168701172,1.088651418685913,27.05232310295105,140.06863403320312,-0.5004563331604004,51118080.0,220.42950439453125,117576.66210044162,1694009658.558093,187.8046875,187.8046875,121.71946310997008,0.0015283066313713,-0.002228284953162,711315.0149448971,452.7454223632813,0,ppo,walker2d
466.360107421875,654.1062622070312,93.6951506137848,147.2279510498047,1.074038028717041,28.12636113166809,147.22816467285156,-0.5116174221038818,55050240.0,229.46810913085935,119176.41329041062,1694009665.16197,188.2578125,188.2578125,128.323340177536,0.0019456752343103,-0.002149574458599,711684.3599491192,466.360107421875,0,ppo,walker2d
500.5149536132813,696.3082275390625,99.22430157661438,275.49462890625,1.059004306793213,29.185365438461304,275.4935913085937,-0.54268878698349,58982400.0,260.83062744140625,120868.25254525997,1694009671.7546127,196.3359375,196.3359375,134.91598272323608,0.0022502865176647,-0.0012062693713232,711168.8623505558,500.5149536132813,0,ppo,walker2d
536.4293212890625,736.9398803710938,104.750581741333,260.9334716796875,1.058650255203247,30.24401569366455,260.9319763183594,-0.5675549507141113,62914560.0,289.8398742675781,120908.67533529822,1694009678.3441296,201.078125,201.078125,141.50549960136414,0.0026251811068505,-0.0011227185605093,711538.3011350108,536.4293212890625,0,ppo,walker2d
574.7423706054688,784.370849609375,110.2805655002594,223.581298828125,1.0594980716705322,31.303513765335083,223.5791473388672,-0.605837881565094,66846720.0,330.3875732421875,120811.92351599073,1694009684.938227,210.234375,210.234375,148.0995969772339,0.0029878325294703,-0.000825386669021,711061.7628221393,574.7423706054688,0,ppo,walker2d
