training/walltime,eval/episode_reward_forward,eval/episode_reward_healthy,eval/sps,eval/avg_episode_length,eval/walltime,training/alpha_loss,eval/episode_reward_ctrl,_runtime,eval/episode_x_velocity,_timestamp,training/sps,eval/episode_reward,_step,eval/episode_x_position,eval/epoch_eval_time,training/buffer_current_size,training/critic_loss,training/alpha,training/actor_loss,seed,rl_algorithm,environment
,-20.242202758789062,51.4375,11738.977723880656,51.4375,10.90384554862976,,-0.2263126969337463,15.211668252944946,-20.242202758789062,1694052748.7703323,,30.968982696533203,0.0,-3.2452592849731445,10.90384554862976,,,,,2,sac,walker2d
80.80658006668091,78.00868225097656,864.6875,119796.23762756235,864.6875,11.972326517105104,0.1428363174200058,-2.367119789123535,97.09073948860168,78.00868225097656,1694052830.6494036,5687.829148979619,940.3291015625,421760.0,168.169189453125,1.0684809684753418,215040.015625,162.0778350830078,0.405377060174942,-899.2262573242188,2,sac,walker2d
144.20625567436218,385.3603515625,794.484375,114399.42841934638,794.484375,13.09121322631836,0.0015191158745437,-1.9031985998153689,161.6139578819275,385.3603515625,1694052895.172622,6523.187950663482,1177.94140625,835328.0,965.0654296875,1.1188867092132568,628608.0,140.5351104736328,0.2491710186004638,-1709.9923095703125,2,sac,walker2d
208.5450348854065,964.003173828125,931.6484375,116553.59378578723,931.6484375,14.189420461654665,0.000594162964262,-2.587883472442627,227.0553596019745,964.003173828125,1694052960.6140237,6427.974000616528,1893.063720703125,1248896.0,3429.9443359375,1.0982072353363037,993630.5625,107.5778350830078,0.2305855453014373,-1991.55810546875,2,sac,walker2d
275.0319118499756,1016.2325439453124,988.9921875,120429.40422236838,988.9921875,15.252283811569214,0.0001423236535629,-2.5953311920166016,294.60950779914856,1016.2325439453124,1694053028.168172,6220.295175247752,2002.629638671875,1662464.0,3426.896484375,1.0628633499145508,1048576.0,76.16661071777344,0.2455305457115173,-2599.063232421875,2,sac,walker2d
341.5034816265106,1229.806640625,1000.0,120780.9391097452,1000.0,16.312053680419922,0.0002298447798239,-2.7116737365722656,362.1452991962433,1229.806640625,1694053095.7039633,6221.727595577149,2227.09521484375,2076032.0,4459.7646484375,1.059769868850708,1048576.0,77.99787902832031,0.2212411165237426,-3113.63427734375,2,sac,walker2d
407.9919195175171,1387.6353759765625,988.5703125,113647.33336607389,988.5703125,17.438344955444336,-7.992446626303717e-05,-2.698190212249756,429.7648596763611,1387.6353759765625,1694053163.3235238,6220.149143494032,2373.507568359375,2489600.0,4899.40234375,1.126291275024414,1048576.0,87.22156524658203,0.2176470756530761,-3458.985595703125,2,sac,walker2d
474.7293651103973,1423.765869140625,995.1640625,117026.83676040656,995.1640625,18.532111167907715,0.0006140711484476,-2.644904613494873,497.6007199287415,1423.765869140625,1694053231.159384,6196.940807757267,2416.28515625,2903168.0,5296.0712890625,1.093766212463379,1048576.0,91.02349090576172,0.2080537974834442,-3707.332763671875,2,sac,walker2d
541.4398214817047,1543.462890625,1000.0,114409.08247212872,1000.0,19.650903463363647,0.0003791251219809,-2.883399486541748,565.435024023056,1543.462890625,1694053298.993688,6199.447920099651,2540.57958984375,3316736.0,5740.8017578125,1.1187922954559326,1048576.0,72.24156188964844,0.1823588162660598,-3939.971923828125,2,sac,walker2d
608.1040091514587,1587.110107421875,1000.0,118140.33473221357,1000.0,20.73436069488525,0.0005106418393552,-2.620154619216919,633.1873469352722,1587.110107421875,1694053366.746011,6203.750686181968,2584.48974609375,3730304.0,6051.435546875,1.0834572315216064,1048576.0,58.76131820678711,0.1661498099565506,-4100.48193359375,2,sac,walker2d
674.7894423007965,1590.3291015625,998.8984375,119120.30182624044,998.8984375,21.80890464782715,0.0001164658606285,-2.673713207244873,700.9521715641022,1590.3291015625,1694053434.5108356,6201.774217674209,2586.55419921875,4143872.0,6042.005859375,1.0745439529418943,1048576.0,52.37049102783203,0.1501474678516388,-4165.65673828125,2,sac,walker2d
741.2894277572632,1566.447509765625,995.96875,111378.71499466104,995.96875,22.95813679695129,-0.0012743348488584,-2.639039993286133,768.606644153595,1566.447509765625,1694053502.1653082,6219.06902928177,2559.777587890625,4557440.0,6099.4033203125,1.1492321491241455,1048576.0,67.41331481933594,0.1788498610258102,-4234.28759765625,2,sac,walker2d
808.0577349662781,1799.4208984375,972.7890625,118035.58100440992,972.7890625,24.042555570602417,-0.0030647823587059,-2.590580940246582,836.4638843536377,1799.4208984375,1694053570.0225484,6194.076460637916,2769.619873046875,4971008.0,6644.03955078125,1.084418773651123,1048576.0,117.77679443359376,0.2242184281349182,-4287.22412109375,2,sac,walker2d
874.7293095588684,1892.976806640625,997.84375,117850.45111136428,997.84375,25.12867784500122,-0.0008787519764155,-2.5811898708343506,904.225865840912,1892.976806640625,1694053637.78453,6203.0633373696055,2888.239501953125,5384576.0,7001.5361328125,1.0861222743988037,1048576.0,106.80323028564452,0.2331785559654235,-4327.67822265625,2,sac,walker2d
941.2242741584778,1960.159423828125,1000.0,121051.4463827354,1000.0,26.186079502105716,0.0003271476307418,-2.651824951171875,971.7829320430756,1960.159423828125,1694053705.341596,6219.538614543898,2957.5078125,5798144.0,7344.853515625,1.0574016571044922,1048576.0,83.81146240234375,0.210281029343605,-4434.54638671875,2,sac,walker2d
1007.7780213356018,1745.71923828125,954.5078125,116633.32917668356,954.5078125,27.283535957336422,-3.089428355451673e-05,-2.693367481231689,1039.438454389572,1745.71923828125,1694053772.9971185,6214.045302353048,2697.53369140625,6211712.0,6486.7587890625,1.097456455230713,1048576.0,62.63668823242188,0.1978051960468292,-4615.2724609375,2,sac,walker2d
1074.360673904419,2081.346435546875,1000.0,112665.84948546336,1000.0,28.419638872146606,-0.0003344753058627,-2.604911088943481,1107.1616497039795,2081.346435546875,1694053840.7203138,6211.347611490138,3078.74169921875,6625280.0,7700.48876953125,1.1361029148101809,1048576.0,101.68724060058594,0.2627196311950683,-4721.60693359375,2,sac,walker2d
1140.930466413498,1913.7724609375,1000.0,119830.4096908748,1000.0,29.487815141677856,-0.0256330855190753,-2.529175281524658,1174.8044698238373,1913.7724609375,1694053908.363134,6212.54752962609,2911.2431640625,7038848.0,6935.7041015625,1.06817626953125,1048576.0,767.9154052734375,0.77846360206604,-5226.19384765625,2,sac,walker2d
1207.5060288906095,1993.651123046875,1000.0,119712.30742198545,1000.0,30.557045221328732,0.0042307656258344,-2.738446950912476,1242.4540889263153,1993.651123046875,1694053976.012753,6212.009100819563,2990.91259765625,7452416.0,7483.91455078125,1.069230079650879,1048576.0,481.1909790039063,0.5520205497741699,-4805.30126953125,2,sac,walker2d
1274.1991920471191,2160.427734375,996.0625,122522.21665630188,996.0625,31.60175371170044,0.0022092510480433,-2.9267449378967285,1310.1963274478912,2160.427734375,1694054043.7549915,6201.055406975923,3153.563720703125,7865984.0,7864.6005859375,1.044708490371704,1048576.0,252.43896484375,0.375541090965271,-4676.158203125,2,sac,walker2d
