eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
167.49526977539062,1000,1.9145352840423584,4190.0400390625,-0.0692951828241348,29491200,167.49526977539062,167.49526977539062,148.68346762657166,66856.95534936302,131.599365234375,3742.35595703125,167.42599487304688,29.710938215255737,5.774904727935791,1694135926.9413545,0.0001415583974448,0.0054231961257755,0.007950191386044,0.0023854367900639,113.12912678718568,295096.7914988689,5,ppo,swimmer
149.67709350585938,1000,1.8858613967895508,3934.69189453125,-0.0621687248349189,32440320,149.67709350585938,149.67709350585938,160.65660214424133,67873.49283351598,200.00315856933597,3562.0283203125,149.61492919921875,31.596799612045288,11.646251678466797,1694135938.914489,0.0001739756698952,0.0036465148441493,0.0061903675086796,0.0023698771838098,123.21010565757751,292543.01967258943,5,ppo,swimmer
147.69390869140625,1000,1.8729405403137207,3958.134521484375,-0.0613274052739143,35389440,147.69390869140625,147.69390869140625,172.641521692276,68341.73175543512,209.97657775878903,3603.02490234375,147.632568359375,33.46974015235901,9.6883544921875,1694135950.8994086,0.0005024672136642,0.0038645185995846,0.0071192597970366,0.0027522740419954,133.31579637527466,291827.65259533265,5,ppo,swimmer
161.01702880859375,1000,1.8775267601013184,4105.3642578125,-0.0659323334693908,38338560,161.01702880859375,161.01702880859375,184.5847029685974,68174.79394706078,193.0087127685547,3711.619140625,160.95108032226562,35.34726691246033,7.649246692657471,1694135962.84259,0.0003804603184107,0.0027186733204871,0.0059146787971258,0.0028155450709164,143.37580108642578,293152.94422586256,5,ppo,swimmer
157.4259490966797,1000,1.8691227436065676,4072.865234375,-0.0648464635014534,41287680,157.4259490966797,157.4259490966797,196.51889872550964,68481.32389262863,255.1414031982422,3688.81787109375,157.361083984375,37.216389656066895,11.581548690795898,1694135974.7767856,0.0005466113216243,0.0034922722261399,0.0071716178208589,0.0031327346805483,153.43536901474,293165.67282171693,5,ppo,swimmer
148.036376953125,1000,1.8570008277893064,3944.9912109375,-0.062425322830677,44236800,148.036376953125,148.036376953125,208.44142317771912,68928.34838010247,270.5848999023437,3597.543701171875,147.97393798828125,39.0733904838562,12.53093433380127,1694135986.69931,0.0010023706126958,0.0028888520319014,0.0072804787196218,0.0033892567735165,163.4951558113098,293159.29448977864,5,ppo,swimmer
157.5493927001953,1000,1.873633623123169,4093.177734375,-0.0644338950514793,47185920,157.5493927001953,157.5493927001953,220.37546348571777,68316.45121026179,229.9233245849609,3704.5791015625,157.48495483398438,40.94702410697937,12.775430679321287,1694135998.6333504,0.0013015621807426,0.0024755778722465,0.007161904592067,0.0033847645390778,173.54975056648254,293310.6775370318,5,ppo,swimmer
153.61334228515625,1000,1.8512263298034668,4032.50830078125,-0.0639464557170867,50135040,153.61334228515625,153.61334228515625,232.29228568077087,69143.35537437444,210.773681640625,3658.236572265625,153.54937744140625,42.79825043678284,8.716461181640625,1694136010.5501726,0.0017419811338186,0.0032972595654428,0.0088518727570772,0.0038126308936625,183.6096248626709,293156.74462427525,5,ppo,swimmer
148.6616668701172,1000,1.8727078437805176,3969.59765625,-0.0615415498614311,53084160,148.6616668701172,148.6616668701172,244.23075318336487,68350.22367482628,177.04421997070312,3641.748779296875,148.60012817382812,44.67095828056336,8.65476131439209,1694136022.48864,0.0023359332699328,0.0023784425575286,0.0084228944033384,0.0037085183430463,193.67024946212769,293134.88152209105,5,ppo,swimmer
147.98318481445312,1000,1.8709831237792969,3946.30419921875,-0.0624125786125659,56033280,147.98318481445312,147.98318481445312,256.16939091682434,68413.23065568121,179.63168334960938,3614.3681640625,147.92076110839844,46.54194140434265,7.95142936706543,1694136034.4272778,0.0039398409426212,0.003585820319131,0.0117344381287693,0.0042087757028639,203.7323181629181,293092.8110010159,5,ppo,swimmer
