eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
2.741058349609375,1000,11.071723461151125,1042.805908203125,-0.0532993786036968,0,2.741058349609375,2.741058349609375,16.86048698425293,11560.982393493769,-33.76167297363281,293.217041015625,2.6877589225769043,11.071723461151125,-1.5455641746520996,1694135795.118374,,,,,,,5,ppo,swimmer
97.72219848632812,1000,1.896093845367432,2914.15869140625,-0.0581687614321708,2949120,97.72219848632812,97.72219848632812,41.90964198112488,67507.20715260574,171.35293579101562,2446.275390625,97.6640167236328,12.967817306518556,8.180900573730469,1694135820.1675289,-0.0094851683825254,0.0028040739707648,-0.0076059359125792,-0.0009248408605344,23.148354053497314,127400.85075528032,5,ppo,swimmer
122.97044372558594,1000,1.824854850769043,3377.520263671875,-0.0628810077905654,5898240,122.97044372558594,122.97044372558594,53.73102641105652,70142.56500787301,164.7259979248047,2955.1904296875,122.90753173828124,14.792672157287598,9.012584686279297,1694135831.9889133,-0.0020166293252259,0.0070876320824027,0.0049410271458327,-0.0001299757277593,33.13970160484314,295167.3920704276,5,ppo,swimmer
151.60040283203125,1000,1.8215599060058596,3831.48974609375,-0.068001389503479,8847360,151.60040283203125,151.60040283203125,65.55234622955322,70269.44300759563,299.2465515136719,3369.57666015625,151.5323944091797,16.614232063293457,14.318765640258787,1694135843.810233,-0.0017463628901168,0.0069429147988557,0.0055901729501783,0.0003936213324777,43.13407111167908,295078.1435470105,5,ppo,swimmer
119.15184783935548,1000,1.910749912261963,3390.9013671875,-0.0574181824922561,11796480,119.15184783935548,119.15184783935548,77.47244954109192,66989.40514327824,129.5104522705078,3034.900146484375,119.09442901611328,18.52498197555542,8.731331825256348,1694135855.7303364,-0.0008338954648934,0.0076422351412475,0.0073053366504609,0.0004969974397681,53.137885093688965,294799.56397664704,5,ppo,swimmer
147.33563232421875,1000,1.9010932445526123,3902.81640625,-0.0648209452629089,14745600,147.33563232421875,147.33563232421875,89.39198088645935,67329.68010210486,177.94732666015625,3481.7666015625,147.27081298828125,20.426075220108032,12.369636535644531,1694135867.6498678,-0.0013098933268338,0.0059279659762978,0.0053962231613695,0.0007781501044519,63.15081238746643,294531.2507994272,5,ppo,swimmer
128.9246063232422,1000,1.9060628414154053,3619.82080078125,-0.0586506202816963,17694720,128.9246063232422,128.9246063232422,101.31285238265993,67154.13428077202,170.27330017089844,3272.17138671875,128.86595153808594,22.33213806152344,7.9921956062316895,1694135879.5707393,-0.0009000013815239,0.0038004501257091,0.004030012525618,0.0011295636650174,73.16006112098694,294639.49578188965,5,ppo,swimmer
143.74365234375,1000,1.8276050090789795,3852.469970703125,-0.0629243403673172,20643840,143.74365234375,143.74365234375,113.13630056381226,70037.0153091808,160.3177490234375,3454.151611328125,143.6807403564453,24.159743070602417,8.309905052185059,1694135891.3941877,-0.0005616566631942,0.0048605725169181,0.0056640426628291,0.0013651270419359,83.15012240409851,295205.396285762,5,ppo,swimmer
161.22775268554688,1000,1.8154869079589844,4116.0283203125,-0.0677835345268249,23592960,161.22775268554688,161.22775268554688,124.952978849411,70504.50181648557,203.19049072265625,3685.316162109375,161.1599884033203,25.9752299785614,11.196990966796877,1694135903.2108655,-0.0002012219483731,0.0049236402846872,0.006642694119364,0.0019202762050554,93.1453537940979,295052.69912517554,5,ppo,swimmer
156.1925811767578,1000,1.821172952651977,4026.73828125,-0.0654025822877883,26542080,156.1925811767578,156.1925811767578,136.7697470188141,70284.37349325193,193.93060302734372,3603.423828125,156.12716674804688,27.79640293121338,8.242929458618164,1694135915.027634,-0.0001580811949679,0.0033177938312292,0.0050646723248064,0.0019049594411626,103.13538885116576,295206.1712649868,5,ppo,swimmer
