,eval/episode_reward_forward,eval/episode_reward_survive,eval/epoch_eval_time,eval/episode_reward,training/critic_loss,eval/episode_reward_contact,training/actor_loss,eval/episode_x_velocity,eval/episode_distance_from_origin,eval/avg_episode_length,eval/episode_forward_reward,_runtime,eval/walltime,eval/episode_x_position,training/buffer_current_size,training/alpha,eval/episode_y_position,_timestamp,eval/episode_y_velocity,eval/sps,eval/episode_reward_ctrl,training/walltime,_step,training/sps,training/alpha_loss
0,7.40158748626709,994.234375,13.909801959991455,-307.7024841308594,,-1.1538810729980469,,7.40158748626709,2125.420166015625,994.234375,7.40158748626709,19.993969440460205,13.909801959991455,95.2708740234375,,,127.6540756225586,1694034501.9670534,5.943113327026367,9202.143953462773,-1308.1845703125,,0.0,,
1,2619.4765625,981.3671875,2.401627779006958,2108.89892578125,296.1952819824219,-0.8178181052207947,-772.1140747070312,2619.4765625,66971.625,981.3671875,2619.4765625,111.24824619293213,16.311429738998413,65591.6875,215040.015625,0.3107552230358124,12579.0,1694034593.2213302,514.8865966796875,53297.18498381391,-1491.127197265625,88.8476779460907,421760.0,5118.867148052614,0.22008095681667328
2,2922.101318359375,878.9375,2.4222168922424316,2379.45166015625,576.7842407226562,-0.7442858219146729,-1826.6510009765625,2922.101318359375,71336.6640625,878.9375,2922.101318359375,180.98239469528198,18.733646631240845,70148.375,628608.0,0.442026823759079,12317.947265625,1694034662.9554787,527.481689453125,52844.152978183796,-1420.843017578125,156.15369939804077,835328.0,6144.59139135489,-0.000879247032571584
3,4029.87060546875,990.9375,2.3865416049957275,3224.08544921875,677.1129760742188,-0.889686107635498,-2491.8994140625,4029.87060546875,99687.7578125,990.9375,4029.87060546875,257.6155581474304,21.120188236236572,99580.1484375,993630.5625,0.5252379179000854,2281.23486328125,1694034739.5886421,91.78080749511719,53634.09535038428,-1795.8333740234375,230.39487171173096,1248896.0,5570.60169056271,-0.0016413816483691335
4,3789.06396484375,895.9921875,2.404327630996704,3166.248779296875,736.7504272460938,-0.7359582781791687,-3110.763916015625,3789.06396484375,91122.515625,895.9921875,3789.06396484375,343.4752814769745,23.524515867233276,91029.5703125,1048576.0,0.6697494983673096,1944.0274658203125,1694034825.4483654,87.87480163574219,53237.33685451934,-1518.07177734375,313.8449614048004,1662464.0,4955.872444488779,-0.001371909398585558
5,4558.3056640625,986.84375,2.4199013710021973,3896.005859375,852.6209716796875,-0.8213024139404297,-3573.8759765625,4558.3056640625,111852.8125,986.84375,4558.3056640625,429.55164408683777,25.944417238235474,111758.1953125,1048576.0,0.7544592618942261,1925.57177734375,1694034911.524728,89.12483215332031,52894.717749173826,-1648.3218994140625,397.4960353374481,2076032.0,4943.965218342414,-0.0006361434352584183
6,4774.53759765625,977.0546875,2.4037864208221436,4236.5546875,889.2244873046875,-0.8061524629592896,-3983.949462890625,4774.53759765625,117667.0859375,977.0546875,4774.53759765625,515.7442789077759,28.348203659057617,117593.359375,1048576.0,0.8291014432907104,1193.6787109375,1694034997.7173629,60.92897033691406,53249.32318912984,-1514.2313232421875,481.2795956134796,2489600.0,4936.147361576279,-0.0011398873757570982
7,5110.986328125,993.2265625,2.4552464485168457,4444.26416015625,958.8734741210938,-0.8495888710021973,-4245.494140625,5110.986328125,125718.90625,993.2265625,5110.986328125,602.1334204673767,30.803450107574463,125632.15625,1048576.0,0.9118711948394775,1528.9151611328125,1694035084.1065044,57.606204986572266,52133.2594034793,-1659.099853515625,565.2080583572388,2903168.0,4927.625104520964,-0.0007972221937961876
8,5114.642578125,966.2421875,2.414127826690674,4485.82177734375,993.22412109375,-0.7798236012458801,-4470.47998046875,5114.642578125,124670.9296875,966.2421875,5114.642578125,688.4952051639557,33.21757793426514,124570.25,1048576.0,0.9594491124153137,1283.3118896484375,1694035170.4682891,48.7735595703125,53021.2189200704,-1594.2830810546875,649.1500518321991,3316736.0,4926.830813511312,0.0005377068882808089
9,5415.89404296875,986.5546875,2.4552884101867676,4781.4755859375,1132.268798828125,-0.7931309938430786,-4686.416015625,5415.89404296875,133126.0,986.5546875,5415.89404296875,774.9451742172241,35.672866344451904,132511.6875,1048576.0,1.034034252166748,-11709.923828125,1694035256.9182582,-492.46282958984375,52132.36842928093,-1620.18017578125,733.13938164711,3730304.0,4924.0540543827265,-0.0010550344595685601
10,5214.96484375,945.046875,2.4048497676849365,4638.6376953125,1430.4561767578125,-0.7258383631706238,-4812.83935546875,5214.96484375,126617.875,945.046875,5214.96484375,861.101077079773,38.07771611213684,126272.609375,1048576.0,1.148329496383667,-7645.224609375,1694035343.074161,-326.62310791015625,53225.77805898497,-1520.6484375,816.8849244117737,4143872.0,4938.388197711991,-0.002891445066779852
11,5559.06689453125,983.59375,2.4589626789093018,5008.5107421875,1577.285888671875,-0.7486165761947632,-4755.15087890625,5559.06689453125,135656.6875,983.59375,5559.06689453125,947.4503817558289,40.53667879104614,135467.140625,1048576.0,1.268145203590393,-5474.5546875,1694035429.4234657,-228.36795043945312,52054.470406511304,-1533.401611328125,900.7696077823639,4557440.0,4930.196829532244,0.000605850073043257
12,5757.19921875,988.453125,2.4520957469940186,5123.17431640625,1414.9493408203125,-0.7497220039367676,-4808.376953125,5757.19921875,140644.828125,988.453125,5757.19921875,1034.0946140289307,42.98877453804016,140462.375,1048576.0,1.3275195360183716,-5733.50830078125,1694035516.067698,-242.7694091796875,52200.24550709856,-1621.7281494140625,984.9556329250336,4971008.0,4912.549313251554,-0.0010092617012560368
13,5881.044921875,975.65625,2.450968027114868,5337.69921875,1303.1575927734375,-0.7224591970443726,-5059.6357421875,5881.044921875,143426.53125,975.65625,5881.044921875,1120.751039981842,45.43974256515503,143365.8125,1048576.0,1.3897892236709595,-1133.255615234375,1694035602.724124,-67.78608703613281,52224.26346812605,-1518.279296875,1069.154997587204,5384576.0,4911.77102890671,-0.0003269630251452327
14,6437.84375,1000.0,2.4619898796081543,5840.58740234375,1256.3990478515625,-0.7610194683074951,-5436.3349609375,6437.84375,157893.40625,1000.0,6437.84375,1207.3206341266632,47.901732444763184,157832.140625,1048576.0,1.495364785194397,-1444.4404296875,1694035689.293718,-84.43106079101562,51990.465541788595,-1596.49609375,1153.256939649582,5798144.0,4917.460760814049,-0.0008435868076048791
15,6545.6484375,990.2109375,2.4591987133026123,6030.787109375,1215.519287109375,-0.7189837098121643,-5812.3505859375,6545.6484375,159869.21875,990.2109375,6545.6484375,1293.798617362976,50.360931158065796,159786.125,1048576.0,1.5622678995132446,-3587.134521484375,1694035775.7717013,-168.833984375,52049.47420784096,-1504.3533935546875,1237.2698805332184,6211712.0,4922.670194021886,-0.0008956218371167779
16,6774.1435546875,992.9453125,2.4162888526916504,6299.15185546875,1478.9783935546875,-0.7091169357299805,-6015.076171875,6774.1435546875,165468.5625,992.9453125,6774.1435546875,1380.44917345047,52.777220010757446,165367.046875,1048576.0,1.6946711540222168,-4155.3857421875,1694035862.4222574,-196.10015869140625,52973.79899651196,-1467.2283935546875,1321.498414516449,6625280.0,4910.070025465942,-0.0004533895116765052
17,6800.01171875,998.2890625,2.405792713165283,6320.3193359375,1529.088623046875,-0.7160426378250122,-6103.33935546875,6800.01171875,166109.03125,998.2890625,6800.01171875,1467.0035877227783,55.18301272392273,165974.875,1048576.0,1.7851300239562988,-5191.34716796875,1694035948.9766717,-223.03021240234375,53204.916325310245,-1477.266357421875,1405.6411204338074,7038848.0,4915.078443117695,-0.0019135766196995974
18,6675.28369140625,991.71875,2.3938724994659424,6173.08984375,1929.7591552734375,-0.6981067657470703,-6163.81689453125,6675.28369140625,162589.40625,991.71875,6675.28369140625,1553.4845042228699,57.57688522338867,162541.078125,1048576.0,1.90618097782135,-127.16099548339844,1694036035.4575882,-16.846912384033203,53469.84855231679,-1493.214599609375,1489.7227454185486,7452416.0,4918.648992274502,-0.0009199774940498173
19,6858.89208984375,982.2578125,2.4464876651763916,6396.5927734375,1891.1917724609375,-0.6619704961776733,-6164.4150390625,6858.89208984375,166883.28125,982.2578125,6858.89208984375,1640.1474936008453,60.02337288856506,166740.71875,1048576.0,1.929370641708374,-5025.2060546875,1694036122.1205776,-234.5585174560547,52319.90409024654,-1443.895751953125,1573.9332015514374,7865984.0,4911.124093038597,0.00029832328436896205
