eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
1000,-41.15640640258789,10.30003309249878,-132.0459747314453,0,17.24954891204834,12427.144539294612,-692.8434448242188,10.30003309249878,1694104109.9418428,,,,,,,5,ppo,reacher
1000,-43.42681121826172,0.6391091346740723,-82.49793243408203,3276800,32.798423767089844,200278.78347455696,-503.8208923339844,10.939142227172852,1694104125.4907176,-0.0567111447453498,450.4815368652344,450.4237365722656,-0.0010720568243414,14.90635585784912,219825.692560168,5,ppo,reacher
1000,-41.32255554199219,0.7014482021331787,-48.873043060302734,6553600,36.60607147216797,182479.61803984724,-360.8628540039063,11.64059042930603,1694104129.2983654,-0.0696426779031753,35.974830627441406,35.904579162597656,-0.0006075864657759,18.008216619491577,1056398.1596211018,5,ppo,reacher
1000,-42.468894958496094,0.7018308639526367,-28.67752456665039,9830400,40.41327500343323,182380.12400753883,-284.6849365234375,12.342421293258669,1694104133.105569,-0.0562010891735553,20.534107208251957,20.47781753540039,-8.792464359430596e-05,21.10970115661621,1056526.305637461,5,ppo,reacher
1000,-43.21378707885742,0.7020554542541504,-17.10219955444336,13107200,44.2207248210907,182321.7798884344,-241.35372924804688,13.044476747512816,1694104136.9130187,-0.0366412736475467,15.940752029418944,15.90453815460205,0.0004271101788617,24.21085906028748,1056637.585632387,5,ppo,reacher
1000,-40.50669860839844,0.699958086013794,-11.111989974975586,16384000,48.027878522872925,182868.0924724363,-206.603271484375,13.744434833526611,1694104140.7201724,-0.0223148316144943,14.002567291259766,13.981163024902344,0.0009114634012803,27.313904523849487,1055994.8407067598,5,ppo,reacher
1000,-27.73255729675293,0.7032918930053711,-8.396223068237305,19660800,51.83566236495972,182001.24482171796,-144.6915740966797,14.447726726531982,1694104144.5279562,-0.0204929988831281,15.271200180053713,15.251992225646973,0.0012851729989051,30.414511919021606,1056825.1901553953,5,ppo,reacher
1000,-17.404769897460938,0.7028002738952637,-6.147035598754883,22937600,55.643129110336304,182128.55736461407,-94.45540618896484,15.150527000427246,1694104148.335423,-0.0282534416764974,10.193106651306152,10.166485786437988,0.0016327672637999,33.515164613723755,1056809.7502821975,5,ppo,reacher
1000,-10.556278228759766,0.7021794319152832,-4.264030456542969,26214400,59.45319747924805,182289.58893151255,-59.561973571777344,15.85270643234253,1694104152.1454914,-0.0300629287958145,4.057631492614746,4.02961540222168,0.0020470083691179,36.6186912059784,1055831.1335813245,5,ppo,reacher
1000,-7.378723621368408,0.704127311706543,-3.000014543533325,29491200,63.26165509223938,181785.30767365856,-41.83546447753906,16.556833744049072,1694104155.953949,-0.0286162160336971,1.6126220226287842,1.5864982604980469,0.0024925032630562,39.71874690055847,1057013.2677709402,5,ppo,reacher
