eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
1000,-5.60780143737793,0.7036266326904297,-2.28287410736084,32768000,67.06940269470215,181914.6604934088,-31.885520935058597,17.260460376739502,1694104159.7616966,-0.0287941582500934,0.6256881952285767,0.599852442741394,0.0029583633877336,42.81887984275818,1056986.9296233917,5,ppo,reacher
1000,-4.433296203613281,0.7054238319396973,-1.64463472366333,36044800,70.8781635761261,181451.19884600383,-24.637331008911133,17.9658842086792,1694104163.5704577,-0.0201692543923854,0.4075809717178345,0.3908188343048095,0.0034071318805217,45.9180760383606,1057306.408884211,5,ppo,reacher
1000,-3.7199556827545166,0.7019710540771484,-1.2274736166000366,39321600,74.68574786186218,182343.7010066977,-20.119590759277344,18.667855262756348,1694104167.3780415,-0.0148186329752206,0.2601037919521332,0.2491427659988403,0.0038576014339923,49.01940035820007,1056580.8867644016,5,ppo,reacher
1000,-3.321723461151123,0.704843282699585,-1.0661351680755615,42598400,78.49414539337158,181600.6524312094,-17.865764617919922,19.372698545455933,1694104171.1864393,-0.0128259342163801,0.1411176919937133,0.1325995475053787,0.0043077706359326,52.11913013458252,1057124.4064455852,5,ppo,reacher
1000,-3.240194797515869,0.7021028995513916,-0.9134883880615234,45875200,82.30224204063416,182309.45931399165,-16.946521759033203,20.074801445007324,1694104174.994536,-0.0057839537039399,0.1592617034912109,0.1581288278102874,0.0046510682441294,55.22101378440857,1056390.3646688228,5,ppo,reacher
1000,-2.9561104774475098,0.7061412334442139,-0.864617109298706,49152000,86.11102104187012,181266.8541896048,-15.605873107910156,20.780942678451535,1694104178.803315,-0.0050854478031396,0.0913240164518356,0.0912782028317451,0.0050396332517266,58.31973457336426,1057468.62114167,5,ppo,reacher
1000,-3.024420738220215,0.7029099464416504,-0.8497117161750793,52428800,89.91967558860779,182100.14049164613,-15.845791816711426,21.48385262489319,1694104182.6119697,-0.0024055601097643,0.11867456138134,0.1215598210692405,0.00529082166031,61.42142653465271,1056455.6509469778,5,ppo,reacher
1000,-2.8238790035247803,0.7019615173339844,-0.7444916367530823,55705600,93.72789239883424,182346.178300682,-14.60680866241455,22.185814142227173,1694104186.4201863,-0.0009328162996098,0.0961274206638336,0.1007165163755416,0.0055219060741364,64.5234444141388,1056344.652837034,5,ppo,reacher
1000,-2.763248443603516,0.702286958694458,-0.7441850304603577,58982400,97.53647637367249,182261.67867042596,-14.359704971313477,22.88810110092163,1694104190.2287705,-0.0010220090625807,0.0632342249155044,0.0680172145366668,0.0058049955405294,67.62548017501831,1056338.5636376198,5,ppo,reacher
1000,-2.683665037155152,0.7019717693328857,-0.6911272406578064,62259200,101.3446774482727,182343.5152123624,-13.816999435424805,23.59007287025452,1694104194.036971,0.0015885266475379,0.0852720886468887,0.0928254052996635,0.0059647937305271,70.72755551338196,1056325.086459222,5,ppo,reacher
