eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-11.14820957183838,994.8125,-11.14820957183838,13.62874436378479,-504.6143493652344,-1682.880615234375,0,-11.14820957183838,19.981937408447266,-1.426008701324463,9391.914367410847,-362.7940368652344,2510.7421875,-700.6423950195312,994.8125,13.62874436378479,-9.232803344726562,1694684533.7636545,,,,,,,,8,sac,miniant
2696.68310546875,971.921875,2696.68310546875,2.402905941009521,66855.9140625,-1274.78955078125,421760,2696.68310546875,109.4480984210968,-0.914612889289856,53268.83496164813,-7051.62255859375,67417.671875,2392.90087890625,971.921875,16.03165030479431,-284.97564697265625,1694684623.2298155,-984.4136962890624,0.3733555376529693,215040.015625,291.09765625,87.05860328674316,5222.030619627862,0.2181520909070968,8,sac,miniant
2891.8642578125,950.6796875,2891.8642578125,2.417250871658325,70685.59375,-1327.06298828125,835328,2891.8642578125,178.4718313217163,-0.8916618824005127,52952.716451887005,-6703.4921875,71163.796875,2514.58935546875,950.6796875,18.44890117645264,-296.7465209960937,1694684692.2535484,-2141.762939453125,0.4872177839279175,628608.0,613.31298828125,153.6595640182495,6209.640153199125,-0.0005934708751738,8,sac,miniant
3348.06103515625,987.25,3348.06103515625,2.4275152683258057,82872.890625,-1368.4755859375,1248896,3348.06103515625,248.29388451576236,-0.8505610227584839,52728.813560986695,-12555.1328125,83914.65625,2965.984619140625,987.25,20.87641644477844,-519.1806640625,1694684762.0756016,-2685.857177734375,0.5461958646774292,993630.5625,712.7589111328125,221.04864621162412,6137.017845312931,-0.0007206590380519,8,sac,miniant
3915.18603515625,972.515625,3915.18603515625,2.4634928703308105,96283.4296875,-1457.28662109375,1662464,3915.18603515625,317.9154987335205,-0.8933058977127075,51958.74586915752,-1617.90283203125,96365.7890625,3429.52197265625,972.515625,23.339909315109253,-74.59768676757812,1694684831.6972158,-3261.290771484375,0.602025032043457,1048576.0,584.8397216796875,288.200984954834,6158.653707974069,-4.9713671614881605e-05,8,sac,miniant
4253.587890625,1000.0,4253.587890625,2.378323793411255,105305.21875,-1334.97802734375,2076032,4253.587890625,387.436811208725,-0.8288001418113708,53819.41700057933,2135.158447265625,105379.734375,3917.781005859375,1000.0,25.718233108520508,91.2188720703125,1694684901.2185285,-3856.456298828125,0.6539080142974854,1048576.0,474.3662414550781,355.3388087749481,6159.985183733304,-0.0008012208272702,8,sac,miniant
4670.83203125,995.625,4670.83203125,2.402341842651367,114965.9140625,-1278.4954833984375,2489600,4670.83203125,456.9614250659943,-0.8121074438095093,53281.34311590377,9692.5625,115420.328125,4387.1494140625,995.625,28.120574951171875,407.6851196289063,1694684970.743142,-4472.94873046875,0.7346837520599365,1048576.0,432.5176696777344,422.4553112983704,6161.942062694246,-0.0005211994284763,8,sac,miniant
5345.9892578125,1000.0,5345.9892578125,2.4595887660980225,131622.96875,-1224.4188232421875,2903168,5345.9892578125,526.5827465057373,-0.8487142324447632,52041.21996502028,6904.18603515625,131838.5625,5120.7216796875,1000.0,30.580163717269897,280.8853759765625,1694685040.3644636,-5109.0087890625,0.7877656817436218,1048576.0,360.38128662109375,489.6115210056305,6158.298715826571,-0.0004464905068743,8,sac,miniant
5637.30859375,1000.0,5637.30859375,2.3807408809661865,138621.296875,-1220.9083251953125,3316736,5637.30859375,596.1064159870148,-0.8432891368865967,53764.77592473365,3713.99951171875,138715.875,5415.556640625,1000.0,32.960904598236084,155.49713134765625,1694685109.888133,-5864.0078125,0.8665390014648438,1048576.0,295.993408203125,556.7492609024048,6159.992883821672,-0.0005288989050313,8,sac,miniant
5848.4990234375,989.5859375,5848.4990234375,2.3745174407958984,143004.40625,-1221.2548828125,3730304,5848.4990234375,665.6268863677979,-0.8282628655433655,53905.68955227237,6497.2060546875,143185.65625,5616.00146484375,989.5859375,35.33542203903198,260.1669311523437,1694685179.4086034,-6641.9775390625,0.8986607789993286,1048576.0,217.88270568847656,623.8897070884705,6159.744587545381,0.0004899770137853,8,sac,miniant
