,eval/episode_reward,eval/episode_x_position,_step,training/sps,training/walltime,_runtime,eval/episode_distance_from_origin,eval/sps,training/policy_loss,eval/walltime,eval/epoch_eval_time,eval/episode_x_velocity,eval/episode_reward_ctrl,eval/episode_forward_reward,eval/episode_y_velocity,training/entropy_loss,eval/avg_episode_length,training/v_loss,_timestamp,training/total_loss,eval/episode_reward_fwd,eval/episode_y_position
0,2.35206937789917,1037.0322265625,0.0,,,19.520962953567505,324.80877685546875,11002.964444071078,,11.633228540420532,11.633228540420532,2.407196521759033,-0.05512726306915283,2.407196521759033,1.3292784690856934,,1000,,1694013349.537104,,2.407196521759033,34.835296630859375
1,75.14712524414062,2544.2802734375,2949120.0,136428.40252469026,21.616613149642944,43.137372732162476,2128.590087890625,64167.390705443286,-0.009575062431395054,13.628011226654053,1.9947826862335205,75.2064208984375,-0.05929824709892273,75.2064208984375,-4.170982837677002,-0.0010136169148609042,1000,0.0025337226688861847,1694013373.1535137,-0.008054956793785095,75.2064208984375,-91.28550720214844
2,78.64814758300781,2632.279296875,5898240.0,292141.69585889723,31.711440563201904,55.21133327484131,2350.302734375,64863.0850815641,-0.0021691310685127974,15.601398706436157,1.9733874797821045,78.7123031616211,-0.06415118277072906,78.7123031616211,4.763552665710449,-0.00035906783887185156,1000,0.007111950311809778,1694013385.2274742,0.004583751317113638,78.7123031616211,91.29374694824219
3,164.2633819580078,3992.17529296875,8847360.0,292098.8545578865,41.807748556137085,67.27400040626526,3473.40625,65288.16478754902,-0.0014213385293260217,17.56193780899048,1.9605391025543213,164.34698486328125,-0.08357767760753632,164.34698486328125,4.880557537078857,0.0001807915687095374,1000,0.008706788532435894,1694013397.2901413,0.007466241717338562,164.34698486328125,55.30074691772461
4,138.91677856445312,3666.06103515625,11796480.0,292514.60715929844,51.8897066116333,79.25766968727112,3249.18798828125,67521.41987543894,-0.0014869713922962546,19.457632541656494,1.8956947326660156,138.9915008544922,-0.07474926114082336,138.9915008544922,4.881030559539795,0.00043470252421684563,1000,0.006125139072537422,1694013409.2738106,0.005072869826108217,138.9915008544922,-28.631059646606445
5,149.91629028320312,3916.417724609375,14745600.0,292518.95134979003,61.97151494026184,91.2281346321106,3484.181640625,67992.61501176923,-0.0013668856117874384,21.340189933776855,1.8825573921203613,149.99365234375,-0.07736711204051971,149.99365234375,11.20364761352539,0.000835148268379271,1000,0.005748294293880463,1694013421.2442756,0.00521655660122633,149.99365234375,44.93911361694336
6,118.26631164550781,3430.000244140625,17694720.0,292593.1268637738,72.05076742172241,103.21521067619324,3088.72509765625,67307.84281030798,-0.000896969111636281,23.241899967193604,1.901710033416748,118.33589172363281,-0.06958358734846115,118.33589172363281,26.22924041748047,0.0009997168090194464,1000,0.004351086914539337,1694013433.2313516,0.004453835543245077,118.33589172363281,314.311279296875
7,122.021484375,3565.351318359375,20643840.0,292360.72071285924,82.13803219795227,115.20280766487122,3232.75390625,67569.75731464318,-0.0006927704089321196,25.13623857498169,1.894338607788086,122.09324645996094,-0.0717565268278122,122.09324645996094,33.66044998168945,0.0009084374760277569,1000,0.004051845520734787,1694013445.2189486,0.004267512820661068,122.09324645996094,396.618896484375
8,99.86768341064453,3233.602294921875,23592960.0,292531.3205478874,92.21941423416138,127.16889262199402,2972.9482421875,68137.19047870461,-0.0006713434122502804,27.014801502227783,1.8785629272460938,99.9334487915039,-0.06576476991176605,99.9334487915039,33.69845199584961,0.0013481263304129243,1000,0.003943528980016708,1694013457.1850336,0.0046203117817640305,99.9334487915039,395.8562927246094
9,93.97390747070312,3121.543212890625,26542080.0,292335.1900427176,102.30755996704102,139.14285326004028,2869.52880859375,68094.68781923097,-0.0005892336484976113,28.8945369720459,1.8797354698181152,94.03861999511719,-0.06471559405326843,94.03861999511719,32.1759033203125,0.0009270271402783692,1000,0.0029025913681834936,1694013469.1589942,0.0032403848599642515,94.03861999511719,397.186767578125
