generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
599,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1899,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
899,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1799,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1699,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
999,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
199,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1499,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1399,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
799,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
99,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1599,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1099,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
2499,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1999,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
399,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
1299,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
2099,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
2199,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
2299,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
299,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
2399,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
699,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
499,5,68.49999999999999,1,2,2,lgp,inverted_pendulum,107
699,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
2299,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
1599,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
899,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
2199,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
1699,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
2399,20,39.29999999999999,5,7,4,lgp,inverted_pendulum,107
