generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
99,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
2499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
1299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
2099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
2199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
2299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
2399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,100
