generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
99,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
2499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
1299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
2099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
2199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
2299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
2399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,108
699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
2299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
1599,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
2199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
1699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
2399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
1899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
2099,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,108
