,generation,n_edges,phi,solver,environment,seed
0,899,4,69.39999999999999,lgp,walker2d,109
1,499,4,69.39999999999999,lgp,walker2d,109
2,1399,4,69.39999999999999,lgp,walker2d,109
3,199,4,69.39999999999999,lgp,walker2d,109
4,999,4,69.39999999999999,lgp,walker2d,109
5,799,4,69.39999999999999,lgp,walker2d,109
6,1499,4,69.39999999999999,lgp,walker2d,109
7,299,4,69.39999999999999,lgp,walker2d,109
8,399,4,69.39999999999999,lgp,walker2d,109
9,99,4,69.39999999999999,lgp,walker2d,109
10,699,4,69.39999999999999,lgp,walker2d,109
11,599,4,69.39999999999999,lgp,walker2d,109
12,1299,4,69.39999999999999,lgp,walker2d,109
13,1099,4,69.39999999999999,lgp,walker2d,109
14,1199,4,69.39999999999999,lgp,walker2d,109
15,799,8,67.6,lgp,walker2d,109
16,699,8,67.6,lgp,walker2d,109
17,1499,8,67.6,lgp,walker2d,109
18,199,8,67.6,lgp,walker2d,109
19,99,8,67.6,lgp,walker2d,109
20,399,8,67.6,lgp,walker2d,109
21,1399,8,67.6,lgp,walker2d,109
22,1199,8,67.6,lgp,walker2d,109
23,1099,8,67.6,lgp,walker2d,109
24,599,8,67.6,lgp,walker2d,109
25,999,8,67.6,lgp,walker2d,109
26,899,8,67.6,lgp,walker2d,109
27,499,8,67.6,lgp,walker2d,109
28,299,8,67.6,lgp,walker2d,109
29,1299,8,67.6,lgp,walker2d,109
30,399,3,61.7,lgp,walker2d,109
31,899,3,61.7,lgp,walker2d,109
32,299,3,61.7,lgp,walker2d,109
33,99,3,61.7,lgp,walker2d,109
34,1199,3,61.7,lgp,walker2d,109
35,599,3,61.7,lgp,walker2d,109
36,499,3,61.7,lgp,walker2d,109
37,1299,3,61.7,lgp,walker2d,109
38,699,3,61.7,lgp,walker2d,109
39,1099,3,61.7,lgp,walker2d,109
40,999,3,61.7,lgp,walker2d,109
41,199,3,61.7,lgp,walker2d,109
42,799,3,61.7,lgp,walker2d,109
43,1399,3,61.7,lgp,walker2d,109
44,1499,3,61.7,lgp,walker2d,109
45,999,6,52.19999999999999,lgp,walker2d,109
46,199,6,52.19999999999999,lgp,walker2d,109
47,799,6,52.19999999999999,lgp,walker2d,109
48,1499,6,52.19999999999999,lgp,walker2d,109
49,99,6,52.19999999999999,lgp,walker2d,109
50,299,6,52.19999999999999,lgp,walker2d,109
51,1299,6,52.19999999999999,lgp,walker2d,109
52,399,6,52.19999999999999,lgp,walker2d,109
53,599,6,52.19999999999999,lgp,walker2d,109
54,899,6,52.19999999999999,lgp,walker2d,109
55,499,6,52.19999999999999,lgp,walker2d,109
56,1099,6,52.19999999999999,lgp,walker2d,109
57,699,6,52.19999999999999,lgp,walker2d,109
58,1199,6,52.19999999999999,lgp,walker2d,109
59,1399,6,52.19999999999999,lgp,walker2d,109
60,1499,11,42.19999999999999,lgp,walker2d,109
61,799,11,42.19999999999999,lgp,walker2d,109
62,399,11,42.19999999999999,lgp,walker2d,109
63,1199,11,42.19999999999999,lgp,walker2d,109
64,1399,11,42.19999999999999,lgp,walker2d,109
65,299,11,42.19999999999999,lgp,walker2d,109
66,499,11,42.19999999999999,lgp,walker2d,109
67,1099,11,42.19999999999999,lgp,walker2d,109
68,599,11,42.19999999999999,lgp,walker2d,109
69,1299,11,42.19999999999999,lgp,walker2d,109
70,899,11,42.19999999999999,lgp,walker2d,109
71,999,11,42.19999999999999,lgp,walker2d,109
72,99,11,42.19999999999999,lgp,walker2d,109
73,699,11,42.19999999999999,lgp,walker2d,109
74,199,11,42.19999999999999,lgp,walker2d,109
75,899,5,60.8,lgp,walker2d,109
76,799,5,60.8,lgp,walker2d,109
77,99,5,60.8,lgp,walker2d,109
78,1499,5,60.8,lgp,walker2d,109
79,299,5,60.8,lgp,walker2d,109
80,1199,5,60.8,lgp,walker2d,109
81,1299,5,60.8,lgp,walker2d,109
82,1099,5,60.8,lgp,walker2d,109
83,999,5,60.8,lgp,walker2d,109
84,1399,5,60.8,lgp,walker2d,109
85,699,5,60.8,lgp,walker2d,109
86,599,5,60.8,lgp,walker2d,109
87,199,5,60.8,lgp,walker2d,109
88,399,5,60.8,lgp,walker2d,109
89,499,5,60.8,lgp,walker2d,109
90,499,6,56.69999999999999,lgp,walker2d,109
91,599,6,56.69999999999999,lgp,walker2d,109
92,1299,6,56.69999999999999,lgp,walker2d,109
93,1399,6,56.69999999999999,lgp,walker2d,109
94,199,6,56.69999999999999,lgp,walker2d,109
95,799,6,56.69999999999999,lgp,walker2d,109
96,899,6,56.69999999999999,lgp,walker2d,109
97,299,6,56.69999999999999,lgp,walker2d,109
98,1199,6,56.69999999999999,lgp,walker2d,109
99,1099,6,56.69999999999999,lgp,walker2d,109
100,999,6,56.69999999999999,lgp,walker2d,109
101,1499,6,56.69999999999999,lgp,walker2d,109
102,99,6,56.69999999999999,lgp,walker2d,109
103,399,6,56.69999999999999,lgp,walker2d,109
104,699,6,56.69999999999999,lgp,walker2d,109
105,799,10,66.69999999999999,lgp,walker2d,109
106,699,10,66.69999999999999,lgp,walker2d,109
107,1499,8,67.6,lgp,walker2d,109
108,199,5,77.1,lgp,walker2d,109
109,99,3,78.0,lgp,walker2d,109
110,399,11,58.099999999999994,lgp,walker2d,109
111,1399,8,67.6,lgp,walker2d,109
112,1199,10,66.69999999999999,lgp,walker2d,109
113,1099,10,66.69999999999999,lgp,walker2d,109
114,599,10,66.69999999999999,lgp,walker2d,109
115,999,10,66.69999999999999,lgp,walker2d,109
116,899,10,66.69999999999999,lgp,walker2d,109
117,499,10,66.69999999999999,lgp,walker2d,109
118,299,11,58.099999999999994,lgp,walker2d,109
119,1299,10,66.69999999999999,lgp,walker2d,109
120,399,5,77.1,lgp,walker2d,109
121,899,5,77.1,lgp,walker2d,109
122,299,5,77.1,lgp,walker2d,109
123,99,10,66.69999999999999,lgp,walker2d,109
124,1199,5,77.1,lgp,walker2d,109
125,599,5,77.1,lgp,walker2d,109
126,499,5,77.1,lgp,walker2d,109
127,1299,6,68.49999999999999,lgp,walker2d,109
128,699,5,77.1,lgp,walker2d,109
129,1099,5,77.1,lgp,walker2d,109
130,999,5,77.1,lgp,walker2d,109
131,199,6,68.49999999999999,lgp,walker2d,109
132,799,6,68.49999999999999,lgp,walker2d,109
133,1399,5,77.1,lgp,walker2d,109
134,1499,5,77.1,lgp,walker2d,109
135,999,5,77.1,lgp,walker2d,109
136,199,6,68.49999999999999,lgp,walker2d,109
137,799,5,77.1,lgp,walker2d,109
138,1499,5,77.1,lgp,walker2d,109
139,99,3,78.0,lgp,walker2d,109
140,299,5,77.1,lgp,walker2d,109
141,1299,5,77.1,lgp,walker2d,109
142,399,5,77.1,lgp,walker2d,109
143,599,5,77.1,lgp,walker2d,109
144,899,5,77.1,lgp,walker2d,109
145,499,5,77.1,lgp,walker2d,109
146,1099,5,77.1,lgp,walker2d,109
147,699,5,77.1,lgp,walker2d,109
148,1199,5,77.1,lgp,walker2d,109
149,1399,5,77.1,lgp,walker2d,109
150,1499,5,77.1,lgp,walker2d,109
151,799,9,59.0,lgp,walker2d,109
152,399,9,75.3,lgp,walker2d,109
153,1199,5,77.1,lgp,walker2d,109
154,1399,5,77.1,lgp,walker2d,109
155,299,5,77.1,lgp,walker2d,109
156,499,8,67.6,lgp,walker2d,109
157,1099,5,77.1,lgp,walker2d,109
158,599,5,77.1,lgp,walker2d,109
159,1299,5,77.1,lgp,walker2d,109
160,899,5,77.1,lgp,walker2d,109
161,999,5,77.1,lgp,walker2d,109
162,99,3,78.0,lgp,walker2d,109
163,699,6,68.49999999999999,lgp,walker2d,109
164,199,3,78.0,lgp,walker2d,109
165,899,11,74.39999999999999,lgp,walker2d,109
166,799,11,74.39999999999999,lgp,walker2d,109
167,99,5,77.1,lgp,walker2d,109
168,1499,11,74.39999999999999,lgp,walker2d,109
169,299,5,77.1,lgp,walker2d,109
170,1199,11,74.39999999999999,lgp,walker2d,109
171,1299,11,74.39999999999999,lgp,walker2d,109
172,1099,11,74.39999999999999,lgp,walker2d,109
173,999,11,74.39999999999999,lgp,walker2d,109
174,1399,11,74.39999999999999,lgp,walker2d,109
175,699,11,74.39999999999999,lgp,walker2d,109
176,599,14,72.6,lgp,walker2d,109
177,199,5,77.1,lgp,walker2d,109
178,399,7,76.19999999999999,lgp,walker2d,109
179,499,7,76.19999999999999,lgp,walker2d,109
180,499,8,67.6,lgp,walker2d,109
181,599,8,67.6,lgp,walker2d,109
182,1299,7,61.7,lgp,walker2d,109
183,1399,7,61.7,lgp,walker2d,109
184,199,8,67.6,lgp,walker2d,109
185,799,8,67.6,lgp,walker2d,109
186,899,8,67.6,lgp,walker2d,109
187,299,8,67.6,lgp,walker2d,109
188,1199,7,61.7,lgp,walker2d,109
189,1099,8,67.6,lgp,walker2d,109
190,999,8,67.6,lgp,walker2d,109
191,1499,7,61.7,lgp,walker2d,109
192,99,5,77.1,lgp,walker2d,109
193,399,8,67.6,lgp,walker2d,109
194,699,8,67.6,lgp,walker2d,109
195,799,11,76.8,lgp,walker2d,109
196,699,11,76.5,lgp,walker2d,109
197,1499,13,77.1,lgp,walker2d,109
198,199,8,72.8,lgp,walker2d,109
199,99,8,72.8,lgp,walker2d,109
200,399,13,74.76666666666667,lgp,walker2d,109
201,1399,13,77.1,lgp,walker2d,109
202,1199,11,76.8,lgp,walker2d,109
203,1099,11,76.8,lgp,walker2d,109
204,599,10,72.19999999999999,lgp,walker2d,109
205,999,11,76.8,lgp,walker2d,109
206,899,11,76.8,lgp,walker2d,109
207,499,11,70.76666666666667,lgp,walker2d,109
208,299,8,72.8,lgp,walker2d,109
209,1299,11,76.8,lgp,walker2d,109
210,399,9,75.06666666666666,lgp,walker2d,109
211,899,9,72.56666666666666,lgp,walker2d,109
212,299,9,75.06666666666666,lgp,walker2d,109
213,99,13,73.86666666666666,lgp,walker2d,109
214,1199,9,72.56666666666666,lgp,walker2d,109
215,599,8,75.43333333333332,lgp,walker2d,109
216,499,9,75.06666666666666,lgp,walker2d,109
217,1299,9,72.56666666666666,lgp,walker2d,109
218,699,15,69.03333333333332,lgp,walker2d,109
219,1099,9,72.56666666666666,lgp,walker2d,109
