generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
99,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
2499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
1299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
2099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
2199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
2299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
2399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,103
699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
2299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
1599,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
2199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
1699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
2399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
1899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
2099,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
999,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
799,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,103
