,generation,n_edges,phi,solver,environment,seed
0,1199,9,75.29999999999998,cgp,swimmer,109
1,599,11,69.85,cgp,swimmer,109
2,1899,10,73.94999999999999,cgp,swimmer,109
3,899,10,71.0,cgp,swimmer,109
4,1799,12,76.19999999999999,cgp,swimmer,109
5,1699,10,76.64999999999999,cgp,swimmer,109
6,999,10,71.0,cgp,swimmer,109
7,199,7,77.55,cgp,swimmer,109
8,1499,9,75.29999999999998,cgp,swimmer,109
9,1399,9,75.29999999999998,cgp,swimmer,109
10,799,11,60.54999999999999,cgp,swimmer,109
11,99,7,77.55,cgp,swimmer,109
12,1599,9,75.29999999999998,cgp,swimmer,109
13,1099,9,75.29999999999998,cgp,swimmer,109
14,2499,12,74.39999999999999,cgp,swimmer,109
15,1999,11,70.1,cgp,swimmer,109
16,399,8,77.54999999999998,cgp,swimmer,109
17,1299,9,75.29999999999998,cgp,swimmer,109
18,2099,12,71.44999999999999,cgp,swimmer,109
19,2199,11,70.1,cgp,swimmer,109
20,2299,11,73.94999999999999,cgp,swimmer,109
21,299,8,77.54999999999998,cgp,swimmer,109
22,2399,12,74.39999999999999,cgp,swimmer,109
23,699,10,64.85,cgp,swimmer,109
24,499,8,77.54999999999998,cgp,swimmer,109
25,699,14,68.04999999999998,cgp,swimmer,109
26,2299,13,71.89999999999999,cgp,swimmer,109
27,1599,13,73.94999999999999,cgp,swimmer,109
28,899,14,68.04999999999998,cgp,swimmer,109
29,2199,24,72.15,cgp,swimmer,109
30,1699,23,60.14999999999999,cgp,swimmer,109
31,2399,16,67.69999999999999,cgp,swimmer,109
32,1899,18,69.54999999999998,cgp,swimmer,109
33,299,14,67.6,cgp,swimmer,109
34,2099,14,75.3,cgp,swimmer,109
35,999,14,68.04999999999998,cgp,swimmer,109
36,199,15,69.75,cgp,swimmer,109
37,799,14,68.04999999999998,cgp,swimmer,109
38,1799,13,73.94999999999999,cgp,swimmer,109
39,1299,13,74.85,cgp,swimmer,109
40,1399,13,74.85,cgp,swimmer,109
41,499,13,71.89999999999999,cgp,swimmer,109
42,2499,23,54.0,cgp,swimmer,109
43,1999,17,68.75,cgp,swimmer,109
44,99,14,67.6,cgp,swimmer,109
45,1199,14,70.54999999999998,cgp,swimmer,109
46,399,15,71.44999999999999,cgp,swimmer,109
47,599,15,71.89999999999999,cgp,swimmer,109
48,1499,13,74.85,cgp,swimmer,109
49,1099,17,65.8,cgp,swimmer,109
50,2299,14,55.94999999999999,cgp,swimmer,109
51,999,13,60.24999999999999,cgp,swimmer,109
52,599,14,59.79999999999999,cgp,swimmer,109
53,1299,13,56.3,cgp,swimmer,109
54,499,14,59.79999999999999,cgp,swimmer,109
55,1999,15,51.64999999999999,cgp,swimmer,109
56,1399,17,53.349999999999994,cgp,swimmer,109
57,799,13,60.24999999999999,cgp,swimmer,109
58,99,10,77.1,cgp,swimmer,109
59,199,14,67.94999999999999,cgp,swimmer,109
60,2499,13,56.3,cgp,swimmer,109
61,1599,16,53.79999999999999,cgp,swimmer,109
62,2199,14,55.94999999999999,cgp,swimmer,109
63,2399,13,56.3,cgp,swimmer,109
64,1199,13,60.24999999999999,cgp,swimmer,109
65,2099,17,49.499999999999986,cgp,swimmer,109
66,1099,13,60.24999999999999,cgp,swimmer,109
67,1699,16,53.79999999999999,cgp,swimmer,109
68,1899,15,51.64999999999999,cgp,swimmer,109
69,399,14,59.79999999999999,cgp,swimmer,109
70,1499,17,53.349999999999994,cgp,swimmer,109
71,699,13,60.24999999999999,cgp,swimmer,109
72,1799,15,51.64999999999999,cgp,swimmer,109
73,899,14,64.1,cgp,swimmer,109
74,299,14,51.89999999999999,cgp,swimmer,109
75,899,10,77.1,cgp,swimmer,109
76,499,8,77.55,cgp,swimmer,109
77,2499,12,72.35,cgp,swimmer,109
78,1699,12,72.35,cgp,swimmer,109
79,1399,11,76.64999999999999,cgp,swimmer,109
80,199,8,77.55,cgp,swimmer,109
81,1599,12,72.35,cgp,swimmer,109
82,999,10,77.1,cgp,swimmer,109
83,799,10,77.1,cgp,swimmer,109
84,2199,12,72.35,cgp,swimmer,109
85,1499,11,76.64999999999999,cgp,swimmer,109
86,2399,12,72.35,cgp,swimmer,109
87,299,8,77.55,cgp,swimmer,109
88,399,8,77.55,cgp,swimmer,109
89,99,8,77.55,cgp,swimmer,109
90,1899,12,72.35,cgp,swimmer,109
91,699,8,77.55,cgp,swimmer,109
92,599,8,77.55,cgp,swimmer,109
93,1299,11,76.64999999999999,cgp,swimmer,109
94,1099,11,76.64999999999999,cgp,swimmer,109
95,2099,12,72.35,cgp,swimmer,109
96,2299,12,72.35,cgp,swimmer,109
97,1199,11,76.64999999999999,cgp,swimmer,109
98,1999,12,72.35,cgp,swimmer,109
99,1799,12,72.35,cgp,swimmer,109
100,1599,11,72.79999999999998,cgp,swimmer,109
101,799,13,72.35,cgp,swimmer,109
102,1699,11,72.79999999999998,cgp,swimmer,109
103,699,10,77.1,cgp,swimmer,109
104,2499,11,70.75,cgp,swimmer,109
105,1499,11,72.79999999999998,cgp,swimmer,109
106,199,10,77.1,cgp,swimmer,109
107,99,10,77.1,cgp,swimmer,109
108,2199,11,70.75,cgp,swimmer,109
109,399,10,77.1,cgp,swimmer,109
110,1399,11,72.79999999999998,cgp,swimmer,109
111,1199,12,76.64999999999999,cgp,swimmer,109
112,1899,10,71.19999999999999,cgp,swimmer,109
113,1099,12,76.64999999999999,cgp,swimmer,109
114,1999,10,71.19999999999999,cgp,swimmer,109
115,2099,10,71.19999999999999,cgp,swimmer,109
116,599,13,72.35,cgp,swimmer,109
117,1799,11,72.79999999999998,cgp,swimmer,109
118,999,13,72.35,cgp,swimmer,109
119,2399,11,70.75,cgp,swimmer,109
120,2299,11,70.75,cgp,swimmer,109
121,899,13,72.35,cgp,swimmer,109
122,499,13,72.35,cgp,swimmer,109
123,299,10,77.1,cgp,swimmer,109
124,1299,14,70.3,cgp,swimmer,109
125,399,6,78.0,cgp,swimmer,109
126,1999,13,72.35,cgp,swimmer,109
127,899,10,77.1,cgp,swimmer,109
128,299,8,69.4,cgp,swimmer,109
129,1899,13,72.35,cgp,swimmer,109
130,99,6,78.0,cgp,swimmer,109
131,1199,11,72.79999999999998,cgp,swimmer,109
132,599,6,78.0,cgp,swimmer,109
133,1699,13,72.35,cgp,swimmer,109
134,499,6,78.0,cgp,swimmer,109
135,2499,13,72.35,cgp,swimmer,109
136,1299,13,72.35,cgp,swimmer,109
137,2299,13,72.35,cgp,swimmer,109
138,2199,13,72.35,cgp,swimmer,109
139,699,6,78.0,cgp,swimmer,109
140,1099,11,72.79999999999998,cgp,swimmer,109
141,1599,13,72.35,cgp,swimmer,109
142,999,10,77.1,cgp,swimmer,109
143,2099,13,72.35,cgp,swimmer,109
144,199,6,78.0,cgp,swimmer,109
145,799,12,75.75,cgp,swimmer,109
146,2399,13,72.35,cgp,swimmer,109
147,1799,13,72.35,cgp,swimmer,109
148,1399,13,72.35,cgp,swimmer,109
149,1499,13,72.35,cgp,swimmer,109
150,999,16,67.6,cgp,swimmer,109
151,1599,13,70.99999999999999,cgp,swimmer,109
152,199,18,67.14999999999999,cgp,swimmer,109
153,799,14,59.449999999999996,cgp,swimmer,109
154,1899,13,70.99999999999999,cgp,swimmer,109
155,2199,13,70.99999999999999,cgp,swimmer,109
156,2299,14,67.14999999999998,cgp,swimmer,109
157,1499,13,70.99999999999999,cgp,swimmer,109
158,99,18,67.14999999999999,cgp,swimmer,109
159,299,18,59.55,cgp,swimmer,109
160,1699,13,70.99999999999999,cgp,swimmer,109
161,1299,12,76.19999999999999,cgp,swimmer,109
162,399,14,68.05,cgp,swimmer,109
163,2099,16,62.74999999999999,cgp,swimmer,109
164,599,14,68.05,cgp,swimmer,109
165,899,14,68.05,cgp,swimmer,109
166,1799,13,70.99999999999999,cgp,swimmer,109
167,1999,13,70.99999999999999,cgp,swimmer,109
168,499,14,68.05,cgp,swimmer,109
169,2499,13,70.99999999999999,cgp,swimmer,109
170,1099,18,59.449999999999996,cgp,swimmer,109
171,699,14,59.449999999999996,cgp,swimmer,109
172,1199,12,76.19999999999999,cgp,swimmer,109
173,2399,13,70.99999999999999,cgp,swimmer,109
174,1399,12,76.19999999999999,cgp,swimmer,109
175,1799,12,76.64999999999999,cgp,swimmer,109
176,2499,10,77.1,cgp,swimmer,109
177,1499,13,72.35,cgp,swimmer,109
178,2399,12,76.64999999999999,cgp,swimmer,109
179,1999,12,76.64999999999999,cgp,swimmer,109
180,2199,12,76.64999999999999,cgp,swimmer,109
181,799,12,76.64999999999999,cgp,swimmer,109
182,399,12,72.35,cgp,swimmer,109
183,1199,10,77.1,cgp,swimmer,109
184,1399,14,72.25,cgp,swimmer,109
185,299,12,72.35,cgp,swimmer,109
186,499,14,71.44999999999999,cgp,swimmer,109
187,1099,10,77.1,cgp,swimmer,109
188,599,13,68.39999999999998,cgp,swimmer,109
189,1299,10,77.1,cgp,swimmer,109
190,1599,13,76.19999999999999,cgp,swimmer,109
191,899,13,76.19999999999999,cgp,swimmer,109
192,999,12,76.64999999999999,cgp,swimmer,109
193,1699,10,77.1,cgp,swimmer,109
194,1899,12,76.64999999999999,cgp,swimmer,109
195,99,14,71.89999999999999,cgp,swimmer,109
196,699,14,75.75,cgp,swimmer,109
197,199,14,71.89999999999999,cgp,swimmer,109
198,2299,12,76.64999999999999,cgp,swimmer,109
199,2099,13,76.19999999999999,cgp,swimmer,109
200,899,13,71.44999999999999,cgp,swimmer,109
201,1899,13,71.44999999999999,cgp,swimmer,109
202,1599,13,71.44999999999999,cgp,swimmer,109
203,2299,13,71.44999999999999,cgp,swimmer,109
204,2499,13,71.44999999999999,cgp,swimmer,109
205,799,14,72.25,cgp,swimmer,109
206,99,6,78.0,cgp,swimmer,109
207,1499,13,71.44999999999999,cgp,swimmer,109
208,299,10,77.1,cgp,swimmer,109
209,1199,13,71.44999999999999,cgp,swimmer,109
210,2199,13,71.44999999999999,cgp,swimmer,109
211,1799,13,71.44999999999999,cgp,swimmer,109
212,1299,13,71.44999999999999,cgp,swimmer,109
213,1699,13,71.44999999999999,cgp,swimmer,109
214,1099,13,71.44999999999999,cgp,swimmer,109
215,999,13,71.44999999999999,cgp,swimmer,109
216,2399,13,71.44999999999999,cgp,swimmer,109
217,2099,13,71.44999999999999,cgp,swimmer,109
218,1399,13,71.44999999999999,cgp,swimmer,109
219,699,10,77.1,cgp,swimmer,109
220,599,13,70.19999999999999,cgp,swimmer,109
221,199,10,77.1,cgp,swimmer,109
222,399,10,77.1,cgp,swimmer,109
223,1999,13,71.44999999999999,cgp,swimmer,109
224,499,12,72.25,cgp,swimmer,109
225,2199,15,63.74999999999999,cgp,swimmer,109
226,499,10,77.1,cgp,swimmer,109
227,599,10,77.1,cgp,swimmer,109
228,2099,14,68.05,cgp,swimmer,109
229,1299,14,68.05,cgp,swimmer,109
230,2499,14,68.05,cgp,swimmer,109
231,1599,14,68.05,cgp,swimmer,109
232,1399,14,68.05,cgp,swimmer,109
233,199,11,72.79999999999998,cgp,swimmer,109
234,799,14,68.05,cgp,swimmer,109
235,899,14,68.05,cgp,swimmer,109
236,299,13,71.44999999999999,cgp,swimmer,109
237,1999,14,68.05,cgp,swimmer,109
238,1899,12,76.64999999999999,cgp,swimmer,109
239,1799,14,68.05,cgp,swimmer,109
240,2299,15,63.74999999999999,cgp,swimmer,109
241,1699,14,68.05,cgp,swimmer,109
242,1199,14,68.05,cgp,swimmer,109
243,1099,14,68.05,cgp,swimmer,109
244,2399,14,68.05,cgp,swimmer,109
245,999,14,68.05,cgp,swimmer,109
246,1499,14,68.05,cgp,swimmer,109
247,99,12,68.5,cgp,swimmer,109
248,399,13,71.44999999999999,cgp,swimmer,109
249,699,10,77.1,cgp,swimmer,109
