,generation,n_edges,phi,solver,environment,seed
0,1199,9,75.29999999999998,cgp,swimmer,107
1,599,11,69.85,cgp,swimmer,107
2,1899,10,73.94999999999999,cgp,swimmer,107
3,899,10,71.0,cgp,swimmer,107
4,1799,12,76.19999999999999,cgp,swimmer,107
5,1699,10,76.64999999999999,cgp,swimmer,107
6,999,10,71.0,cgp,swimmer,107
7,199,7,77.55,cgp,swimmer,107
8,1499,9,75.29999999999998,cgp,swimmer,107
9,1399,9,75.29999999999998,cgp,swimmer,107
10,799,11,60.54999999999999,cgp,swimmer,107
11,99,7,77.55,cgp,swimmer,107
12,1599,9,75.29999999999998,cgp,swimmer,107
13,1099,9,75.29999999999998,cgp,swimmer,107
14,2499,12,74.39999999999999,cgp,swimmer,107
15,1999,11,70.1,cgp,swimmer,107
16,399,8,77.54999999999998,cgp,swimmer,107
17,1299,9,75.29999999999998,cgp,swimmer,107
18,2099,12,71.44999999999999,cgp,swimmer,107
19,2199,11,70.1,cgp,swimmer,107
20,2299,11,73.94999999999999,cgp,swimmer,107
21,299,8,77.54999999999998,cgp,swimmer,107
22,2399,12,74.39999999999999,cgp,swimmer,107
23,699,10,64.85,cgp,swimmer,107
24,499,8,77.54999999999998,cgp,swimmer,107
25,699,14,68.04999999999998,cgp,swimmer,107
26,2299,13,71.89999999999999,cgp,swimmer,107
27,1599,13,73.94999999999999,cgp,swimmer,107
28,899,14,68.04999999999998,cgp,swimmer,107
29,2199,24,72.15,cgp,swimmer,107
30,1699,23,60.14999999999999,cgp,swimmer,107
31,2399,16,67.69999999999999,cgp,swimmer,107
32,1899,18,69.54999999999998,cgp,swimmer,107
33,299,14,67.6,cgp,swimmer,107
34,2099,14,75.3,cgp,swimmer,107
35,999,14,68.04999999999998,cgp,swimmer,107
36,199,15,69.75,cgp,swimmer,107
37,799,14,68.04999999999998,cgp,swimmer,107
38,1799,13,73.94999999999999,cgp,swimmer,107
39,1299,13,74.85,cgp,swimmer,107
40,1399,13,74.85,cgp,swimmer,107
41,499,13,71.89999999999999,cgp,swimmer,107
42,2499,23,54.0,cgp,swimmer,107
43,1999,17,68.75,cgp,swimmer,107
44,99,14,67.6,cgp,swimmer,107
45,1199,14,70.54999999999998,cgp,swimmer,107
46,399,15,71.44999999999999,cgp,swimmer,107
47,599,15,71.89999999999999,cgp,swimmer,107
48,1499,13,74.85,cgp,swimmer,107
49,1099,17,65.8,cgp,swimmer,107
50,2299,14,55.94999999999999,cgp,swimmer,107
51,999,13,60.24999999999999,cgp,swimmer,107
52,599,14,59.79999999999999,cgp,swimmer,107
53,1299,13,56.3,cgp,swimmer,107
54,499,14,59.79999999999999,cgp,swimmer,107
55,1999,15,51.64999999999999,cgp,swimmer,107
56,1399,17,53.349999999999994,cgp,swimmer,107
57,799,13,60.24999999999999,cgp,swimmer,107
58,99,10,77.1,cgp,swimmer,107
59,199,14,67.94999999999999,cgp,swimmer,107
60,2499,13,56.3,cgp,swimmer,107
61,1599,16,53.79999999999999,cgp,swimmer,107
62,2199,14,55.94999999999999,cgp,swimmer,107
63,2399,13,56.3,cgp,swimmer,107
64,1199,13,60.24999999999999,cgp,swimmer,107
65,2099,17,49.499999999999986,cgp,swimmer,107
66,1099,13,60.24999999999999,cgp,swimmer,107
67,1699,16,53.79999999999999,cgp,swimmer,107
68,1899,15,51.64999999999999,cgp,swimmer,107
69,399,14,59.79999999999999,cgp,swimmer,107
70,1499,17,53.349999999999994,cgp,swimmer,107
71,699,13,60.24999999999999,cgp,swimmer,107
72,1799,15,51.64999999999999,cgp,swimmer,107
73,899,14,64.1,cgp,swimmer,107
74,299,14,51.89999999999999,cgp,swimmer,107
75,899,10,77.1,cgp,swimmer,107
76,499,8,77.55,cgp,swimmer,107
77,2499,12,72.35,cgp,swimmer,107
78,1699,12,72.35,cgp,swimmer,107
79,1399,11,76.64999999999999,cgp,swimmer,107
80,199,8,77.55,cgp,swimmer,107
81,1599,12,72.35,cgp,swimmer,107
82,999,10,77.1,cgp,swimmer,107
83,799,10,77.1,cgp,swimmer,107
84,2199,12,72.35,cgp,swimmer,107
85,1499,11,76.64999999999999,cgp,swimmer,107
86,2399,12,72.35,cgp,swimmer,107
87,299,8,77.55,cgp,swimmer,107
88,399,8,77.55,cgp,swimmer,107
89,99,8,77.55,cgp,swimmer,107
90,1899,12,72.35,cgp,swimmer,107
91,699,8,77.55,cgp,swimmer,107
92,599,8,77.55,cgp,swimmer,107
93,1299,11,76.64999999999999,cgp,swimmer,107
94,1099,11,76.64999999999999,cgp,swimmer,107
95,2099,12,72.35,cgp,swimmer,107
96,2299,12,72.35,cgp,swimmer,107
97,1199,11,76.64999999999999,cgp,swimmer,107
98,1999,12,72.35,cgp,swimmer,107
99,1799,12,72.35,cgp,swimmer,107
100,1599,11,72.79999999999998,cgp,swimmer,107
101,799,13,72.35,cgp,swimmer,107
102,1699,11,72.79999999999998,cgp,swimmer,107
103,699,10,77.1,cgp,swimmer,107
104,2499,11,70.75,cgp,swimmer,107
105,1499,11,72.79999999999998,cgp,swimmer,107
106,199,10,77.1,cgp,swimmer,107
107,99,10,77.1,cgp,swimmer,107
108,2199,11,70.75,cgp,swimmer,107
109,399,10,77.1,cgp,swimmer,107
110,1399,11,72.79999999999998,cgp,swimmer,107
111,1199,12,76.64999999999999,cgp,swimmer,107
112,1899,10,71.19999999999999,cgp,swimmer,107
113,1099,12,76.64999999999999,cgp,swimmer,107
114,1999,10,71.19999999999999,cgp,swimmer,107
115,2099,10,71.19999999999999,cgp,swimmer,107
116,599,13,72.35,cgp,swimmer,107
117,1799,11,72.79999999999998,cgp,swimmer,107
118,999,13,72.35,cgp,swimmer,107
119,2399,11,70.75,cgp,swimmer,107
120,2299,11,70.75,cgp,swimmer,107
121,899,13,72.35,cgp,swimmer,107
122,499,13,72.35,cgp,swimmer,107
123,299,10,77.1,cgp,swimmer,107
124,1299,14,70.3,cgp,swimmer,107
125,399,6,78.0,cgp,swimmer,107
126,1999,13,72.35,cgp,swimmer,107
127,899,10,77.1,cgp,swimmer,107
128,299,8,69.4,cgp,swimmer,107
129,1899,13,72.35,cgp,swimmer,107
130,99,6,78.0,cgp,swimmer,107
131,1199,11,72.79999999999998,cgp,swimmer,107
132,599,6,78.0,cgp,swimmer,107
133,1699,13,72.35,cgp,swimmer,107
134,499,6,78.0,cgp,swimmer,107
135,2499,13,72.35,cgp,swimmer,107
136,1299,13,72.35,cgp,swimmer,107
137,2299,13,72.35,cgp,swimmer,107
138,2199,13,72.35,cgp,swimmer,107
139,699,6,78.0,cgp,swimmer,107
140,1099,11,72.79999999999998,cgp,swimmer,107
141,1599,13,72.35,cgp,swimmer,107
142,999,10,77.1,cgp,swimmer,107
143,2099,13,72.35,cgp,swimmer,107
144,199,6,78.0,cgp,swimmer,107
145,799,12,75.75,cgp,swimmer,107
146,2399,13,72.35,cgp,swimmer,107
147,1799,13,72.35,cgp,swimmer,107
148,1399,13,72.35,cgp,swimmer,107
149,1499,13,72.35,cgp,swimmer,107
150,999,16,67.6,cgp,swimmer,107
151,1599,13,70.99999999999999,cgp,swimmer,107
152,199,18,67.14999999999999,cgp,swimmer,107
153,799,14,59.449999999999996,cgp,swimmer,107
154,1899,13,70.99999999999999,cgp,swimmer,107
155,2199,13,70.99999999999999,cgp,swimmer,107
156,2299,14,67.14999999999998,cgp,swimmer,107
157,1499,13,70.99999999999999,cgp,swimmer,107
158,99,18,67.14999999999999,cgp,swimmer,107
159,299,18,59.55,cgp,swimmer,107
160,1699,13,70.99999999999999,cgp,swimmer,107
161,1299,12,76.19999999999999,cgp,swimmer,107
162,399,14,68.05,cgp,swimmer,107
163,2099,16,62.74999999999999,cgp,swimmer,107
164,599,14,68.05,cgp,swimmer,107
165,899,14,68.05,cgp,swimmer,107
166,1799,13,70.99999999999999,cgp,swimmer,107
167,1999,13,70.99999999999999,cgp,swimmer,107
168,499,14,68.05,cgp,swimmer,107
169,2499,13,70.99999999999999,cgp,swimmer,107
170,1099,18,59.449999999999996,cgp,swimmer,107
171,699,14,59.449999999999996,cgp,swimmer,107
172,1199,12,76.19999999999999,cgp,swimmer,107
173,2399,13,70.99999999999999,cgp,swimmer,107
174,1399,12,76.19999999999999,cgp,swimmer,107
175,1799,12,76.64999999999999,cgp,swimmer,107
176,2499,10,77.1,cgp,swimmer,107
177,1499,13,72.35,cgp,swimmer,107
178,2399,12,76.64999999999999,cgp,swimmer,107
179,1999,12,76.64999999999999,cgp,swimmer,107
180,2199,12,76.64999999999999,cgp,swimmer,107
181,799,12,76.64999999999999,cgp,swimmer,107
