generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
99,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
2499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
1299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
2099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
2199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
2299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
2399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,105
699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
2299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
1599,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
2199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
1699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
2399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
1899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
2099,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
999,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
799,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
1799,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
1299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
1399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
499,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
2499,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,105
