generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
899,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
799,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
99,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1599,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
2499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1999,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
1299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
2099,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
2199,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
2299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
299,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
2399,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
699,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
499,5,68.49999999999999,1,2,2,cgp,inverted_pendulum,106
699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
2299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1599,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
2199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1699,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
2399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1899,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
2099,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
999,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
799,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1799,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1299,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
499,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
2499,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1999,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
99,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1199,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
399,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
599,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1499,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
1099,20,39.29999999999999,5,7,4,cgp,inverted_pendulum,106
2299,6,68.29999999999998,1,2,3,cgp,inverted_pendulum,106
999,6,68.29999999999998,1,2,3,cgp,inverted_pendulum,106
599,6,68.29999999999998,1,2,3,cgp,inverted_pendulum,106
1299,6,68.29999999999998,1,2,3,cgp,inverted_pendulum,106
