,seed,generation,graph_size,max_size,solver,ea,environment
0,7,599,32,68,cgp,mu+lambda,halfcheetah
1,7,99,27,68,cgp,mu+lambda,halfcheetah
2,7,199,31,68,cgp,mu+lambda,halfcheetah
3,7,799,30,68,cgp,mu+lambda,halfcheetah
4,7,399,36,68,cgp,mu+lambda,halfcheetah
5,7,299,25,68,cgp,mu+lambda,halfcheetah
6,7,899,26,68,cgp,mu+lambda,halfcheetah
7,7,499,27,68,cgp,mu+lambda,halfcheetah
8,7,999,27,68,cgp,mu+lambda,halfcheetah
9,7,699,32,68,cgp,mu+lambda,halfcheetah
