,seed,generation,evaluation,graph_size,max_size,solver,ea,fitness,environment
0,103,1990,1990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990199019901990,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
1,103,899,899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
2,103,499,499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
3,103,2499,2499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
4,103,996,996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996996,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
5,103,1699,1699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
6,103,1399,1399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
7,103,993,993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993993,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
8,103,199,199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
9,103,1991,1991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
10,103,995,995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995995,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
11,103,1599,1599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
12,103,999,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
13,103,799,799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799,4,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
14,103,997,997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997997,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
15,103,2199,2199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
16,103,1996,1996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996199619961996,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
17,103,1499,1499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
18,103,2399,2399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399239923992399,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
19,103,299,299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
20,103,991,991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991991,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
21,103,399,399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
22,103,990,990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990990,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
23,103,1995,1995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995199519951995,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
24,103,998,998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998998,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
25,103,1997,1997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997199719971997,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
26,103,99,99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,4,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
27,103,1994,1994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994199419941994,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
28,103,1998,1998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998199819981998,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
29,103,1899,1899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
30,103,994,994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994994,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
31,103,1992,1992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
32,103,699,699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699,4,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
33,103,599,599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599,5,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
34,103,1299,1299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
35,103,1099,1099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099,8,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
36,103,2099,2099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099209920992099,7,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
37,103,2299,2299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299,6,15,lgp-long,mu+lambda-ga1,reward-unhealthy_termination,miniant
