,seed,generation,graph_size,max_size,solver,ea,environment
0,1,799,27,61,cgp-local,1+lambda,hopper
1,6,499,31,61,cgp-local,1+lambda,hopper
2,5,799,27,61,cgp-local,1+lambda,hopper
3,8,799,26,61,cgp-local,1+lambda,hopper
4,4,699,22,61,cgp-local,1+lambda,hopper
5,9,399,18,61,cgp-local,1+lambda,hopper
6,8,399,33,61,cgp-local,1+lambda,hopper
7,3,699,26,61,cgp-local,1+lambda,hopper
8,0,599,19,61,cgp-local,1+lambda,hopper
9,6,99,27,61,cgp-local,1+lambda,hopper
10,5,899,28,61,cgp-local,1+lambda,hopper
11,1,199,28,61,cgp-local,1+lambda,hopper
12,4,399,23,61,cgp-local,1+lambda,hopper
13,8,999,21,61,cgp-local,1+lambda,hopper
14,7,199,30,61,cgp-local,1+lambda,hopper
15,7,399,26,61,cgp-local,1+lambda,hopper
16,2,199,15,61,cgp-local,1+lambda,hopper
17,4,299,27,61,cgp-local,1+lambda,hopper
18,4,599,32,61,cgp-local,1+lambda,hopper
19,6,199,27,61,cgp-local,1+lambda,hopper
20,0,99,19,61,cgp-local,1+lambda,hopper
21,3,99,23,61,cgp-local,1+lambda,hopper
22,3,799,31,61,cgp-local,1+lambda,hopper
23,4,99,15,61,cgp-local,1+lambda,hopper
24,5,299,24,61,cgp-local,1+lambda,hopper
25,2,799,19,61,cgp-local,1+lambda,hopper
26,4,799,26,61,cgp-local,1+lambda,hopper
27,4,499,14,61,cgp-local,1+lambda,hopper
28,5,99,25,61,cgp-local,1+lambda,hopper
29,5,699,15,61,cgp-local,1+lambda,hopper
30,8,899,28,61,cgp-local,1+lambda,hopper
31,8,499,22,61,cgp-local,1+lambda,hopper
32,5,499,25,61,cgp-local,1+lambda,hopper
33,3,599,31,61,cgp-local,1+lambda,hopper
34,8,199,25,61,cgp-local,1+lambda,hopper
35,5,599,35,61,cgp-local,1+lambda,hopper
36,5,399,18,61,cgp-local,1+lambda,hopper
37,2,299,16,61,cgp-local,1+lambda,hopper
38,5,999,28,61,cgp-local,1+lambda,hopper
39,6,899,16,61,cgp-local,1+lambda,hopper
40,2,599,35,61,cgp-local,1+lambda,hopper
41,1,699,32,61,cgp-local,1+lambda,hopper
42,0,199,34,61,cgp-local,1+lambda,hopper
43,7,99,31,61,cgp-local,1+lambda,hopper
44,1,99,38,61,cgp-local,1+lambda,hopper
45,6,599,27,61,cgp-local,1+lambda,hopper
46,2,99,16,61,cgp-local,1+lambda,hopper
47,4,199,22,61,cgp-local,1+lambda,hopper
48,4,999,29,61,cgp-local,1+lambda,hopper
49,9,899,32,61,cgp-local,1+lambda,hopper
50,8,599,32,61,cgp-local,1+lambda,hopper
51,0,799,20,61,cgp-local,1+lambda,hopper
52,7,899,27,61,cgp-local,1+lambda,hopper
53,2,399,30,61,cgp-local,1+lambda,hopper
54,1,499,36,61,cgp-local,1+lambda,hopper
55,1,399,30,61,cgp-local,1+lambda,hopper
56,0,399,23,61,cgp-local,1+lambda,hopper
57,2,699,17,61,cgp-local,1+lambda,hopper
58,9,599,14,61,cgp-local,1+lambda,hopper
59,6,399,24,61,cgp-local,1+lambda,hopper
60,8,699,26,61,cgp-local,1+lambda,hopper
61,8,299,17,61,cgp-local,1+lambda,hopper
62,7,999,22,61,cgp-local,1+lambda,hopper
63,9,699,18,61,cgp-local,1+lambda,hopper
64,0,299,31,61,cgp-local,1+lambda,hopper
65,3,199,17,61,cgp-local,1+lambda,hopper
66,1,899,29,61,cgp-local,1+lambda,hopper
67,8,99,35,61,cgp-local,1+lambda,hopper
68,7,699,19,61,cgp-local,1+lambda,hopper
69,2,499,19,61,cgp-local,1+lambda,hopper
70,3,299,32,61,cgp-local,1+lambda,hopper
71,7,599,19,61,cgp-local,1+lambda,hopper
72,9,499,19,61,cgp-local,1+lambda,hopper
73,3,499,21,61,cgp-local,1+lambda,hopper
74,6,299,36,61,cgp-local,1+lambda,hopper
75,9,999,35,61,cgp-local,1+lambda,hopper
76,9,199,27,61,cgp-local,1+lambda,hopper
77,1,999,32,61,cgp-local,1+lambda,hopper
78,6,799,14,61,cgp-local,1+lambda,hopper
79,0,899,19,61,cgp-local,1+lambda,hopper
80,9,99,17,61,cgp-local,1+lambda,hopper
81,7,499,26,61,cgp-local,1+lambda,hopper
82,4,899,27,61,cgp-local,1+lambda,hopper
83,0,499,29,61,cgp-local,1+lambda,hopper
84,7,799,24,61,cgp-local,1+lambda,hopper
85,0,999,29,61,cgp-local,1+lambda,hopper
86,1,299,27,61,cgp-local,1+lambda,hopper
87,0,699,25,61,cgp-local,1+lambda,hopper
88,6,699,24,61,cgp-local,1+lambda,hopper
89,3,899,25,61,cgp-local,1+lambda,hopper
90,7,299,35,61,cgp-local,1+lambda,hopper
91,6,999,27,61,cgp-local,1+lambda,hopper
92,2,899,15,61,cgp-local,1+lambda,hopper
93,1,599,32,61,cgp-local,1+lambda,hopper
94,5,199,19,61,cgp-local,1+lambda,hopper
95,3,999,29,61,cgp-local,1+lambda,hopper
96,9,299,16,61,cgp-local,1+lambda,hopper
97,2,999,16,61,cgp-local,1+lambda,hopper
98,3,399,20,61,cgp-local,1+lambda,hopper
99,9,799,19,61,cgp-local,1+lambda,hopper
