,seed,generation,graph_size,max_size,solver,ea,environment
0,1,799,20,67,cgp,mu+lambda,walker2d
1,1,199,18,67,cgp,mu+lambda,walker2d
2,1,699,18,67,cgp,mu+lambda,walker2d
3,1,99,19,67,cgp,mu+lambda,walker2d
4,1,499,20,67,cgp,mu+lambda,walker2d
5,1,399,18,67,cgp,mu+lambda,walker2d
6,1,899,21,67,cgp,mu+lambda,walker2d
7,1,999,26,67,cgp,mu+lambda,walker2d
8,1,299,18,67,cgp,mu+lambda,walker2d
9,1,599,18,67,cgp,mu+lambda,walker2d
